"Country","Year","Data.Daily cigarettes","Data.Percentage.Male","Data.Percentage.Female","Data.Percentage.Total","Data.Smokers.Total","Data.Smokers.Female","Data.Smokers.Male"
"Qatar","1997","17.5","16.0","22.1","1.5","62833","1682","61150"
"Qatar","1998","17.6","15.9","22.0","1.4","64794","1761","63034"
"Qatar","1999","17.700001","15.7","21.9","1.4","66743","1837","64906"
"Qatar","2000","17.700001","15.6","21.799999","1.4","68628","1909","66719"
"Qatar","2001","17.700001","15.5","21.799999","1.4","69856","1980","67877"
"Qatar","2002","17.700001","15.4","21.9","1.4","70998","2049","68949"
"Qatar","2003","17.6","15.5","22.0","1.4","74610","2136","72474"
"Qatar","2004","17.0","15.7","22.1","1.4","84092","2270","81822"
"Qatar","2005","16.299999","16.200001","22.200001","1.4","101640","2469","99171"
"Qatar","2006","15.6","16.799999","22.200001","1.4","128318","2740","125578"
"Qatar","2007","15.0","17.299999","22.299999","1.4","162751","3072","159679"
"Qatar","2008","14.5","17.700001","22.299999","1.4","201409","3438","197971"
"Qatar","2009","14.3","17.9","22.299999","1.4","239310","3808","235502"
"Qatar","2010","14.1","18.1","22.299999","1.4","272481","4154","268327"
"Qatar","2011","14.0","18.1","22.299999","1.4","299682","4469","295214"
"Qatar","2012","13.9","18.1","22.200001","1.4","321940","4757","317182"
"Romania","1980","19.0","26.799999","35.799999","18.200001","4340999","1516667","2824332"
"Romania","1981","19.1","26.4","35.299999","18.0","4322443","1513982","2808461"
"Romania","1982","19.200001","26.0","34.700001","17.700001","4301164","1507036","2794128"
"Romania","1983","19.299999","25.5","34.0","17.4","4282896","1499791","2783105"
"Romania","1984","19.4","25.0","33.400002","17.1","4275505","1495924","2779580"
"Romania","1985","19.4","24.799999","33.099998","16.9","4287728","1499598","2788130"
"Romania","1986","19.4","24.799999","33.099998","16.9","4324707","1513044","2811663"
"Romania","1987","19.4","25.0","33.299999","17.0","4388928","1536618","2852311"
"Romania","1988","19.200001","25.299999","33.799999","17.299999","4477014","1568468","2908546"
"Romania","1989","19.1","25.799999","34.400002","17.6","4581597","1604042","2977555"
"Romania","1990","18.799999","26.4","35.5","17.799999","4716070","1628739","3087331"
"Romania","1991","18.6","27.1","36.799999","17.9","4861007","1651139","3209867"
"Romania","1992","18.4","27.700001","38.0","18.0","5009246","1670453","3338793"
"Romania","1993","18.299999","28.4","39.299999","18.1","5151420","1686769","3464652"
"Romania","1994","18.1","29.0","40.5","18.1","5279173","1697811","3581363"
"Romania","1995","18.200001","29.1","41.200001","17.700001","5321099","1667049","3654051"
"Romania","1996","18.4","29.1","41.700001","17.200001","5318341","1622866","3695475"
"Romania","1997","19.1","28.5","41.299999","16.6","5206631","1562225","3644406"
"Romania","1998","19.799999","27.9","40.700001","16.0","5083030","1503269","3579761"
"Romania","1999","20.700001","27.200001","39.799999","15.3","4941753","1440102","3501652"
"Romania","2000","21.700001","26.1","38.5","14.5","4748357","1361543","3386814"
"Romania","2001","22.6","25.1","37.099998","13.9","4591377","1312900","3278477"
"Romania","2002","23.1","24.5","35.900002","13.8","4495822","1308250","3187572"
"Romania","2003","23.200001","24.200001","34.900002","14.1","4471023","1350850","3120173"
"Romania","2004","22.799999","24.200001","34.200001","14.9","4513721","1434095","3079626"
"Romania","2005","22.0","24.9","34.299999","16.1","4649704","1550591","3099113"
"Romania","2006","21.299999","25.4","34.400002","17.0","4751116","1644253","3106863"
"Romania","2007","20.700001","25.9","34.599998","17.799999","4842988","1716817","3126171"
"Romania","2008","20.1","26.299999","35.099998","18.1","4920408","1750642","3169766"
"Romania","2009","19.799999","26.6","35.599998","18.1","4951778","1745473","3206306"
"Romania","2010","19.700001","26.6","35.900002","17.799999","4938061","1714013","3224048"
"Romania","2011","19.6","26.5","36.099998","17.5","4904420","1676205","3228214"
"Romania","2012","19.6","26.4","36.200001","17.200001","4870683","1644024","3226659"
"Russia","1980","21.9","35.0","58.700001","15.7","37945946","9409839","28536109"
"Russia","1981","21.6","34.900002","58.599998","15.6","38008382","9370467","28637914"
"Russia","1982","21.200001","34.799999","58.5","15.5","38027068","9311550","28715517"
"Russia","1983","20.9","34.700001","58.400002","15.3","38042123","9246729","28795393"
"Russia","1984","20.6","34.5","58.200001","15.1","38032799","9164037","28868762"
"Russia","1985","20.299999","34.400002","58.0","15.0","38017335","9074703","28942631"
"Russia","1986","20.1","34.200001","57.799999","14.8","38030592","8996310","29034281"
"Russia","1987","19.799999","34.0","57.400002","14.6","38052251","8924680","29127573"
"Russia","1988","19.6","33.799999","57.0","14.4","38066684","8865203","29201481"
"Russia","1989","19.4","33.599998","56.700001","14.3","38069129","8804960","29264168"
"Russia","1990","19.299999","33.400002","56.400002","14.1","38078221","8742342","29335880"
"Russia","1991","19.200001","33.200001","56.200001","14.0","38089230","8686935","29402294"
"Russia","1992","19.200001","33.099998","56.0","13.8","38093414","8620157","29473255"
"Russia","1993","19.299999","33.0","55.900002","13.6","37757889","8454258","29303629"
"Russia","1994","19.5","32.900002","55.900002","13.4","37813808","8391055","29422751"
"Russia","1995","19.700001","32.799999","55.799999","13.3","37951602","8375303","29576300"
"Russia","1996","20.0","32.700001","55.700001","13.3","38011194","8374377","29636819"
"Russia","1997","20.6","32.200001","54.700001","13.2","37652788","8375312","29277477"
"Russia","1998","21.299999","31.6","53.400002","13.2","37262874","8434074","28828802"
"Russia","1999","22.0","31.0","52.0","13.2","36796213","8515323","28280892"
"Russia","2000","22.700001","30.4","50.700001","13.3","36290534","8605235","27685298"
"Russia","2001","23.299999","29.9","49.5","13.4","35841948","8705722","27136225"
"Russia","2002","23.799999","29.5","48.5","13.5","35519076","8814702","26704372"
"Russia","2003","24.200001","29.299999","48.0","13.6","35597036","9003694","26593343"
"Russia","2004","24.200001","29.5","48.099998","13.9","35853704","9178964","26674740"
"Russia","2005","24.200001","29.799999","48.5","14.1","36201913","9344996","26856917"
"Russia","2006","24.200001","30.1","49.099998","14.3","36586859","9477480","27109379"
"Russia","2007","24.1","30.5","49.799999","14.5","37022880","9588800","27434080"
"Russia","2008","24.0","31.0","50.599998","14.7","37454257","9680296","27773960"
"Russia","2009","24.0","31.4","51.299999","14.8","37842384","9757651","28084732"
"Russia","2010","24.200001","31.5","51.700001","14.8","37902915","9719097","28183815"
"Russia","2011","24.299999","31.700001","52.099998","14.8","38242847","9784122","28458726"
"Russia","2012","24.4","31.9","52.400002","14.9","38559077","9860813","28698263"
"Rwanda","1980","21.700001","14.0","21.1","7.1999998","373596","98558","275038"
"Rwanda","1981","21.700001","14.0","21.200001","7.1999998","385266","101675","283590"
"Rwanda","1982","21.700001","14.1","21.200001","7.3000002","396144","104780","291364"
"Rwanda","1983","21.700001","14.1","21.200001","7.3000002","407467","108186","299281"
"Rwanda","1984","21.700001","14.1","21.200001","7.4000001","420231","112130","308101"
"Rwanda","1985","21.700001","14.1","21.200001","7.4000001","435095","116790","318305"
"Rwanda","1986","21.700001","14.1","21.1","7.5","453556","122505","331051"
"Rwanda","1987","21.700001","14.1","21.1","7.5","474852","129123","345729"
"Rwanda","1988","21.6","14.1","21.0","7.5999999","495120","135681","359439"
"Rwanda","1989","21.5","14.1","21.0","7.5999999","508662","140631","368031"
"Rwanda","1990","21.4","14.1","20.9","7.6999998","511935","142929","369006"
"Rwanda","1991","21.299999","14.1","20.799999","7.8000002","502452","141857","360595"
"Rwanda","1992","21.299999","14.1","20.6","7.8000002","483169","138152","345017"
"Rwanda","1993","21.200001","14.0","20.5","7.9000001","460862","133683","327179"
"Rwanda","1994","21.0","13.9","20.299999","8.0","445868","131378","314490"
"Rwanda","1995","20.799999","13.9","20.200001","8.1000004","447901","133878","314024"
"Rwanda","1996","20.5","14.0","20.200001","8.1999998","469089","141905","327184"
"Rwanda","1997","20.799999","13.7","19.9","7.9000001","491907","147972","343935"
"Rwanda","1998","21.1","13.3","19.5","7.5999999","520932","154991","365941"
"Rwanda","1999","21.4","13.0","19.200001","7.3000002","548382","160425","387957"
"Rwanda","2000","21.6","12.7","18.9","7.0","568459","162652","405807"
"Rwanda","2001","22.1","12.2","18.6","6.3000002","571533","153086","418447"
"Rwanda","2002","22.700001","11.7","18.299999","5.5999999","568786","141458","427328"
"Rwanda","2003","23.200001","11.2","18.0","5.0","562508","129488","433020"
"Rwanda","2004","23.9","10.8","17.799999","4.4000001","555780","118319","437461"
"Rwanda","2005","24.799999","10.5","17.5","4.0","550365","108786","441578"
"Rwanda","2006","26.4","9.8999996","16.799999","3.5","533286","98175","435111"
"Rwanda","2007","28.4","9.3999996","16.200001","3.0999999","516429","88128","428301"
"Rwanda","2008","30.6","8.8999996","15.6","2.7","501497","79301","422196"
"Rwanda","2009","32.799999","8.3999996","15.0","2.4000001","489204","71946","417259"
"Rwanda","2010","34.799999","8.0","14.4","2.0999999","480195","66266","413929"
"Rwanda","2011","36.400002","7.6999998","13.9","1.9","475807","62331","413476"
"Rwanda","2012","36.700001","7.5999999","13.7","1.9","489280","64104","425176"
"Saint Lucia","1980","23.799999","8.6000004","13.4","4.4000001","5708","1519","4189"
"Saint Lucia","1981","23.799999","8.6999998","13.4","4.4000001","5876","1563","4313"
"Saint Lucia","1982","23.700001","8.6999998","13.5","4.4000001","6056","1612","4444"
"Saint Lucia","1983","23.5","8.8000002","13.6","4.5","6252","1664","4587"
"Saint Lucia","1984","23.299999","8.8999996","13.7","4.5","6477","1720","4758"
"Saint Lucia","1985","23.200001","9.0","13.8","4.5","6734","1777","4957"
"Saint Lucia","1986","23.1","9.1000004","14.0","4.5999999","7034","1840","5194"
"Saint Lucia","1987","23.0","9.1999998","14.1","4.5999999","7362","1905","5456"
"Saint Lucia","1988","23.0","9.3000002","14.3","4.5999999","7719","1976","5743"
"Saint Lucia","1989","23.1","9.5","14.5","4.6999998","8079","2052","6026"
"Saint Lucia","1990","23.299999","9.6000004","14.8","4.6999998","8431","2135","6296"
"Saint Lucia","1991","23.4","9.8000002","15.0","4.8000002","8754","2219","6534"
"Saint Lucia","1992","23.6","9.8999996","15.2","4.9000001","9059","2305","6753"
"Saint Lucia","1993","23.700001","10.1","15.4","5.0","9341","2393","6948"
"Saint Lucia","1994","23.799999","10.2","15.6","5.0999999","9620","2485","7135"
"Saint Lucia","1995","23.9","10.4","15.8","5.3000002","9906","2584","7322"
"Saint Lucia","1996","24.1","10.5","15.9","5.4000001","10202","2690","7512"
"Saint Lucia","1997","24.9","10.2","15.6","5.1999998","10201","2655","7546"
"Saint Lucia","1998","25.700001","10.1","15.4","5.0","10255","2634","7621"
"Saint Lucia","1999","26.299999","10.0","15.3","4.9000001","10357","2629","7728"
"Saint Lucia","2000","26.799999","9.8999996","15.2","4.8000002","10498","2637","7861"
"Saint Lucia","2001","27.1","9.8000002","15.2","4.6999998","10647","2648","7999"
"Saint Lucia","2002","27.299999","9.8000002","15.2","4.6999998","10821","2670","8151"
"Saint Lucia","2003","27.4","9.6999998","15.2","4.5999999","11028","2705","8322"
"Saint Lucia","2004","27.5","9.8000002","15.2","4.5999999","11285","2755","8530"
"Saint Lucia","2005","27.5","9.8000002","15.3","4.5999999","11589","2817","8773"
"Saint Lucia","2006","27.5","9.8999996","15.4","4.5999999","11958","2888","9070"
"Saint Lucia","2007","27.4","10.0","15.6","4.5999999","12371","2966","9405"
"Saint Lucia","2008","27.299999","10.1","15.8","4.6999998","12806","3048","9757"
"Saint Lucia","2009","27.1","10.2","15.9","4.6999998","13215","3123","10092"
"Saint Lucia","2010","27.0","10.2","16.1","4.6999998","13577","3188","10389"
"Saint Lucia","2011","26.9","10.3","16.200001","4.6999998","13884","3242","10642"
"Saint Lucia","2012","26.799999","10.3","16.299999","4.6999998","14130","3286","10844"
"Saint Vincent and the Grenadines","1980","135.89999","9.0","16.6","2.4000001","5118","724","4394"
"Saint Vincent and the Grenadines","1981","133.10001","9.1000004","16.6","2.4000001","5270","737","4533"
"Saint Vincent and the Grenadines","1982","130.39999","9.1999998","16.700001","2.4000001","5421","751","4670"
"Saint Vincent and the Grenadines","1983","127.5","9.1999998","16.700001","2.4000001","5568","764","4804"
"Saint Vincent and the Grenadines","1984","124.7","9.1999998","16.700001","2.4000001","5701","773","4928"
"Saint Vincent and the Grenadines","1985","122.0","9.3000002","16.700001","2.4000001","5823","780","5043"
"Saint Vincent and the Grenadines","1986","119.4","9.3000002","16.700001","2.4000001","5927","784","5143"
"Saint Vincent and the Grenadines","1987","116.9","9.3000002","16.700001","2.4000001","6018","785","5233"
"Saint Vincent and the Grenadines","1988","114.2","9.3000002","16.700001","2.3","6086","783","5302"
"Saint Vincent and the Grenadines","1989","111.6","9.3000002","16.6","2.3","6149","782","5367"
"Saint Vincent and the Grenadines","1990","109.2","9.3000002","16.5","2.3","6209","783","5426"
"Saint Vincent and the Grenadines","1991","107.0","9.3000002","16.4","2.3","6278","788","5490"
"Saint Vincent and the Grenadines","1992","105.1","9.3000002","16.4","2.3","6345","796","5549"
"Saint Vincent and the Grenadines","1993","103.4","9.3000002","16.299999","2.3","6416","805","5610"
"Saint Vincent and the Grenadines","1994","102.0","9.3000002","16.299999","2.3","6496","814","5682"
"Saint Vincent and the Grenadines","1995","100.6","9.3000002","16.200001","2.3","6569","821","5748"
"Saint Vincent and the Grenadines","1996","99.199997","9.3000002","16.200001","2.3","6643","827","5816"
"Saint Vincent and the Grenadines","1997","97.800003","9.3000002","16.200001","2.3","6689","828","5861"
"Saint Vincent and the Grenadines","1998","96.400002","9.3000002","16.200001","2.3","6733","829","5904"
"Saint Vincent and the Grenadines","1999","95.0","9.1999998","16.1","2.3","6779","831","5948"
"Saint Vincent and the Grenadines","2000","93.699997","9.1999998","16.1","2.3","6836","834","6003"
"Saint Vincent and the Grenadines","2001","92.400002","9.1999998","16.1","2.3","6907","846","6062"
"Saint Vincent and the Grenadines","2002","91.199997","9.1999998","16.1","2.3","6973","851","6122"
"Saint Vincent and the Grenadines","2003","89.900002","9.1999998","16.1","2.3","7033","856","6177"
"Saint Vincent and the Grenadines","2004","88.699997","9.1999998","16.0","2.3","7081","862","6219"
"Saint Vincent and the Grenadines","2005","87.599998","9.1999998","15.9","2.3","7118","866","6252"
"Saint Vincent and the Grenadines","2006","86.599998","9.1000004","15.8","2.2","7136","870","6265"
"Saint Vincent and the Grenadines","2007","85.5","9.1000004","15.7","2.2","7148","872","6275"
"Saint Vincent and the Grenadines","2008","84.5","9.0","15.7","2.2","7174","874","6300"
"Saint Vincent and the Grenadines","2009","83.699997","9.0","15.7","2.2","7208","875","6334"
"Saint Vincent and the Grenadines","2010","82.900002","9.0","15.7","2.2","7254","877","6377"
"Saint Vincent and the Grenadines","2011","82.199997","9.0","15.8","2.2","7307","880","6426"
"Saint Vincent and the Grenadines","2012","81.599998","9.0","15.8","2.2","7348","884","6464"
"Samoa","1980","25.799999","27.200001","39.5","15.0","22767","6301","16466"
"Samoa","1981","25.6","27.299999","39.5","15.0","23246","6401","16846"
"Samoa","1982","25.299999","27.299999","39.5","15.0","23759","6502","17257"
"Samoa","1983","25.0","27.4","39.5","15.1","24290","6606","17684"
"Samoa","1984","24.6","27.5","39.5","15.1","24776","6703","18074"
"Samoa","1985","24.200001","27.5","39.400002","15.2","25197","6786","18410"
"Samoa","1986","23.700001","27.5","39.299999","15.1","25531","6846","18686"
"Samoa","1987","23.299999","27.5","39.299999","15.1","25845","6894","18952"
"Samoa","1988","22.9","27.5","39.299999","15.0","26168","6947","19222"
"Samoa","1989","22.4","27.5","39.299999","15.0","26437","6996","19442"
"Samoa","1990","22.0","27.5","39.400002","15.0","26750","7066","19684"
"Samoa","1991","21.700001","27.6","39.5","15.0","27098","7157","19940"
"Samoa","1992","21.5","27.700001","39.700001","15.1","27429","7253","20176"
"Samoa","1993","21.200001","27.799999","39.799999","15.2","27732","7343","20389"
"Samoa","1994","20.9","28.0","40.0","15.3","28077","7433","20644"
"Samoa","1995","20.700001","28.1","40.099998","15.3","28354","7496","20858"
"Samoa","1996","20.299999","28.200001","40.200001","15.3","28560","7529","21031"
"Samoa","1997","20.200001","27.9","39.700001","15.3","28426","7513","20913"
"Samoa","1998","20.0","27.700001","39.299999","15.2","28345","7487","20858"
"Samoa","1999","19.9","27.5","39.099998","15.1","28328","7481","20848"
"Samoa","2000","19.700001","27.299999","38.700001","15.0","28297","7474","20823"
"Samoa","2001","19.4","27.1","38.299999","14.9","28226","7467","20758"
"Samoa","2002","19.200001","26.700001","37.900002","14.7","28148","7474","20674"
"Samoa","2003","19.299999","26.1","36.900002","14.5","27758","7437","20322"
"Samoa","2004","19.299999","25.4","35.900002","14.2","27327","7390","19936"
"Samoa","2005","19.4","24.700001","34.799999","13.9","26832","7314","19518"
"Samoa","2006","19.6","24.0","33.799999","13.6","26378","7238","19140"
"Samoa","2007","19.700001","23.299999","32.900002","13.3","25943","7147","18796"
"Samoa","2008","19.9","22.799999","32.099998","13.0","25622","7075","18546"
"Samoa","2009","20.1","22.4","31.6","12.8","25480","7046","18434"
"Samoa","2010","20.1","22.4","31.5","12.7","25689","7097","18591"
"Samoa","2011","20.1","22.4","31.5","12.7","25965","7166","18799"
"Samoa","2012","20.0","22.4","31.6","12.7","26316","7260","19056"
"Sao Tome and Principe","1980","14.1","3.7","6.4000001","1.1","1839","297","1542"
"Sao Tome and Principe","1981","13.9","3.5999999","6.3000002","1.1","1870","304","1567"
"Sao Tome and Principe","1982","13.6","3.5999999","6.3000002","1.1","1894","309","1586"
"Sao Tome and Principe","1983","13.2","3.5999999","6.1999998","1.1","1911","312","1599"
"Sao Tome and Principe","1984","12.4","3.5999999","6.1999998","1.1","1926","315","1610"
"Sao Tome and Principe","1985","11.8","3.5","6.0999999","1.1","1943","319","1624"
"Sao Tome and Principe","1986","11.0","3.5","6.0","1.1","1960","323","1637"
"Sao Tome and Principe","1987","10.1","3.4000001","6.0","1.1","1976","327","1649"
"Sao Tome and Principe","1988","9.1999998","3.4000001","5.9000001","1.1","1995","331","1664"
"Sao Tome and Principe","1989","8.8000002","3.4000001","5.8000002","1.1","2022","337","1685"
"Sao Tome and Principe","1990","8.3000002","3.4000001","5.8000002","1.1","2054","343","1711"
"Sao Tome and Principe","1991","7.9000001","3.4000001","5.8000002","1.1","2092","349","1743"
"Sao Tome and Principe","1992","7.5","3.4000001","5.8000002","1.1","2135","356","1780"
"Sao Tome and Principe","1993","7.1999998","3.3","5.8000002","1.1","2179","362","1817"
"Sao Tome and Principe","1994","6.9000001","3.3","5.6999998","1.1","2220","369","1851"
"Sao Tome and Principe","1995","6.5999999","3.3","5.6999998","1.1","2252","374","1878"
"Sao Tome and Principe","1996","6.4000001","3.2","5.5999999","1.0","2277","379","1898"
"Sao Tome and Principe","1997","6.1999998","3.2","5.5","1.0","2295","383","1912"
"Sao Tome and Principe","1998","6.0","3.0999999","5.4000001","1.0","2313","387","1926"
"Sao Tome and Principe","1999","5.6999998","3.0999999","5.3000002","1.0","2340","394","1946"
"Sao Tome and Principe","2000","5.5999999","3.0","5.3000002","1.0","2380","401","1979"
"Sao Tome and Principe","2001","5.4000001","3.0","5.3000002","1.0","2436","411","2025"
"Sao Tome and Principe","2002","5.1999998","3.0","5.3000002","1.0","2506","422","2084"
"Sao Tome and Principe","2003","5.0","3.0999999","5.3000002","1.0","2589","435","2154"
"Sao Tome and Principe","2004","5.0","3.0999999","5.3000002","1.0","2680","449","2231"
"Sao Tome and Principe","2005","4.9000001","3.0999999","5.4000001","1.0","2777","463","2314"
"Sao Tome and Principe","2006","5.0","3.0999999","5.4000001","1.0","2884","478","2406"
"Sao Tome and Principe","2007","5.0999999","3.0999999","5.4000001","1.0","2998","493","2505"
"Sao Tome and Principe","2008","5.3000002","3.2","5.5","1.0","3121","508","2612"
"Sao Tome and Principe","2009","5.5999999","3.2","5.5999999","1.0","3249","525","2724"
"Sao Tome and Principe","2010","5.8000002","3.2","5.5999999","1.0","3379","542","2837"
"Sao Tome and Principe","2011","6.0999999","3.3","5.6999998","1.0","3513","560","2953"
"Sao Tome and Principe","2012","6.4000001","3.3","5.8000002","1.0","3649","579","3070"
"Saudi Arabia","1980","74.0","7.3000002","12.4","0.69999999","399714","17529","382185"
"Saudi Arabia","1981","76.300003","7.0999999","12.0","0.69999999","415989","18064","397925"
"Saudi Arabia","1982","78.699997","6.9000001","11.5","0.69999999","431809","18574","413235"
"Saudi Arabia","1983","81.0","6.5999999","11.0","0.69999999","446998","19056","427942"
"Saudi Arabia","1984","82.900002","6.4000001","10.7","0.60000002","462407","19475","442932"
"Saudi Arabia","1985","83.599998","6.3000002","10.4","0.60000002","480286","19888","460398"
"Saudi Arabia","1986","82.5","6.3000002","10.4","0.60000002","505653","20341","485312"
"Saudi Arabia","1987","79.099998","6.5","10.6","0.60000002","543988","20939","523050"
"Saudi Arabia","1988","70.599998","7.1999998","11.7","0.60000002","626321","22619","603702"
"Saudi Arabia","1989","61.900002","8.1999998","13.2","0.69999999","734803","24803","710000"
"Saudi Arabia","1990","54.299999","9.3000002","15.0","0.69999999","864854","27500","837353"
"Saudi Arabia","1991","50.200001","10.1","16.200001","0.80000001","970977","29404","941573"
"Saudi Arabia","1992","47.200001","10.8","17.4","0.80000001","1076589","31400","1045189"
"Saudi Arabia","1993","45.0","11.4","18.4","0.80000001","1175601","33548","1142053"
"Saudi Arabia","1994","43.299999","11.9","19.299999","0.80000001","1263368","35825","1227542"
"Saudi Arabia","1995","42.0","12.3","20.1","0.89999998","1340779","38450","1302329"
"Saudi Arabia","1996","40.700001","12.6","20.9","0.89999998","1409684","41785","1367899"
"Saudi Arabia","1997","40.200001","12.7","21.299999","0.89999998","1447521","45529","1401992"
"Saudi Arabia","1998","39.700001","12.8","21.799999","1.0","1485157","50078","1435079"
"Saudi Arabia","1999","39.099998","12.9","22.200001","1.1","1538302","55137","1483164"
"Saudi Arabia","2000","38.599998","13.0","22.4","1.1","1615053","60501","1554552"
"Saudi Arabia","2001","38.0","13.2","22.6","1.2","1718522","66077","1652445"
"Saudi Arabia","2002","37.5","13.4","22.700001","1.2","1844054","71648","1772406"
"Saudi Arabia","2003","37.200001","13.5","22.700001","1.2","1982704","77328","1905376"
"Saudi Arabia","2004","36.799999","13.7","22.700001","1.3","2121220","83279","2037941"
"Saudi Arabia","2005","36.700001","13.8","22.700001","1.3","2243497","90883","2152613"
"Saudi Arabia","2006","36.400002","14.0","22.799999","1.4","2356186","99369","2256817"
"Saudi Arabia","2007","36.099998","14.1","23.1","1.5","2462685","108574","2354110"
"Saudi Arabia","2008","35.700001","14.3","23.299999","1.6","2563340","118383","2444956"
"Saudi Arabia","2009","35.400002","14.5","23.5","1.7","2662948","128449","2534499"
"Saudi Arabia","2010","35.200001","14.6","23.700001","1.8","2766358","138661","2627697"
"Saudi Arabia","2011","35.099998","14.8","23.799999","1.8","2870828","145349","2725479"
"Saudi Arabia","2012","35.0","15.0","24.0","1.9","2978090","151983","2826107"
"Senegal","1980","21.0","10.9","20.5","1.5","324324","21989","302334"
"Senegal","1981","21.299999","10.9","20.5","1.5","331259","22630","308628"
"Senegal","1982","21.1","10.8","20.4","1.5","337261","23213","314048"
"Senegal","1983","21.200001","10.8","20.299999","1.5","345441","23901","321540"
"Senegal","1984","21.4","10.8","20.299999","1.5","354412","24655","329756"
"Senegal","1985","21.4","10.8","20.299999","1.5","363741","25447","338294"
"Senegal","1986","21.4","10.7","20.200001","1.5","373155","26251","346904"
"Senegal","1987","21.0","10.6","20.0","1.5","382246","27063","355182"
"Senegal","1988","20.700001","10.6","19.9","1.5","392424","27947","364477"
"Senegal","1989","20.299999","10.5","19.799999","1.5","403878","28877","375001"
"Senegal","1990","20.0","10.5","19.799999","1.5","416587","29858","386729"
"Senegal","1991","19.700001","10.5","19.799999","1.5","430112","30849","399263"
"Senegal","1992","19.4","10.4","19.700001","1.5","444764","31880","412884"
"Senegal","1993","19.1","10.4","19.799999","1.5","460318","32941","427377"
"Senegal","1994","18.9","10.4","19.799999","1.5","476148","34002","442147"
"Senegal","1995","18.4","10.4","19.799999","1.5","490296","34984","455312"
"Senegal","1996","18.0","10.4","19.799999","1.4","503103","35933","467170"
"Senegal","1997","17.799999","10.2","19.5","1.4","508344","35772","472573"
"Senegal","1998","17.299999","10.0","19.200001","1.3","510843","35568","475275"
"Senegal","1999","16.700001","9.6999998","18.799999","1.3","512416","35399","477017"
"Senegal","2000","16.1","9.5","18.4","1.3","515140","35310","479830"
"Senegal","2001","15.4","9.3000002","18.0","1.2","518732","35261","483472"
"Senegal","2002","14.9","9.1000004","17.700001","1.2","523657","35233","488424"
"Senegal","2003","14.3","8.8999996","17.299999","1.1","527137","35082","492055"
"Senegal","2004","13.8","8.5","16.6","1.1","521953","33877","488076"
"Senegal","2005","13.4","8.1999998","16.0","1.0","516667","32870","483797"
"Senegal","2006","13.0","7.9000001","15.5","1.0","513616","32203","481413"
"Senegal","2007","12.6","7.5999999","15.0","0.89999998","511148","31601","479547"
"Senegal","2008","12.3","7.4000001","14.6","0.89999998","510756","31082","479674"
"Senegal","2009","12.0","7.1999998","14.3","0.80000001","513357","30704","482653"
"Senegal","2010","11.7","7.0999999","14.0","0.80000001","518601","30460","488141"
"Senegal","2011","11.5","7.0","13.8","0.80000001","527115","30388","496727"
"Senegal","2012","11.2","7.0","13.9","0.80000001","544610","31215","513395"
"Serbia","1980","14.5","22.799999","25.799999","20.0","1560137","698012","862124"
"Serbia","1981","14.5","22.9","25.9","20.0","1576326","704523","871803"
"Serbia","1982","14.6","22.9","26.0","20.1","1593977","711286","882691"
"Serbia","1983","14.7","23.0","26.1","20.1","1612358","718255","894103"
"Serbia","1984","14.9","23.1","26.200001","20.1","1629581","724602","904979"
"Serbia","1985","15.1","23.200001","26.4","20.200001","1645805","730384","915421"
"Serbia","1986","15.3","23.299999","26.5","20.200001","1660523","735542","924981"
"Serbia","1987","15.6","23.299999","26.6","20.200001","1673797","739916","933881"
"Serbia","1988","15.9","23.4","26.700001","20.200001","1687929","744476","943453"
"Serbia","1989","16.200001","23.4","26.9","20.200001","1706885","751114","955772"
"Serbia","1990","16.5","23.5","27.0","20.200001","1733626","760974","972652"
"Serbia","1991","17.0","23.700001","27.4","20.299999","1776869","776749","1000120"
"Serbia","1992","18.0","24.299999","28.200001","20.5","1852399","802929","1049470"
"Serbia","1993","19.6","25.200001","29.5","21.1","1961667","839572","1122094"
"Serbia","1994","21.200001","26.200001","31.0","21.6","2079749","878540","1201209"
"Serbia","1995","22.6","27.299999","32.700001","22.200001","2197128","916210","1280918"
"Serbia","1996","23.9","28.4","34.200001","22.799999","2304865","949839","1355026"
"Serbia","1997","24.9","29.200001","35.5","23.299999","2384604","973946","1410658"
"Serbia","1998","25.700001","29.9","36.599998","23.700001","2450551","993269","1457282"
"Serbia","1999","26.6","30.9","37.900002","24.1","2527907","1015397","1512510"
"Serbia","2000","27.1","31.4","38.799999","24.4","2575337","1027753","1547583"
"Serbia","2001","27.4","31.6","39.099998","24.4","2586975","1029259","1557716"
"Serbia","2002","27.4","31.4","38.900002","24.299999","2570423","1023008","1547416"
"Serbia","2003","27.299999","31.1","38.5","24.1","2541714","1013403","1528311"
"Serbia","2004","27.1","30.5","37.599998","23.700001","2487885","997079","1490807"
"Serbia","2005","26.799999","29.799999","36.700001","23.299999","2427750","979336","1448414"
"Serbia","2006","26.4","29.1","35.700001","22.9","2365293","960506","1404787"
"Serbia","2007","25.9","28.4","34.599998","22.5","2299219","940919","1358300"
"Serbia","2008","25.299999","27.700001","33.700001","22.1","2238137","921629","1316507"
"Serbia","2009","24.799999","27.299999","33.099998","21.9","2197130","908570","1288560"
"Serbia","2010","24.299999","27.0","32.599998","21.700001","2164905","898733","1266172"
"Serbia","2011","23.9","26.700001","32.200001","21.6","2138205","891003","1247201"
"Serbia","2012","23.5","26.5","31.9","21.5","2118021","885420","1232601"
