"data.date","data.owned or leased","data.parking spaces","data.status","data.type","location.congressional district","location.id","location.region id","data.disabilities.ADA Accessible","data.disabilities.ansi usable","location.address.city","location.address.county","location.address.line 1","location.address.state","location.address.zip"
"0","LEASED","0","ACTIVE","BUILDING","11","TX3010","7","No","0","MIDLAND","MIDLAND COUNTY","1020 Andrews Hwy","TX","797013810"
"0","LEASED","0","ACTIVE","BUILDING","8","TX3017","7","Will Conform","0","SPRING","MONTGOMERY COUNTY","24624 Interstate 45","TX","773864084"
"1922.1.2","LEASED","0","ACTIVE","BUILDING","14","TX3019","7","Yes","0","DICKINSON","GALVESTON COUNTY","2211 FM 646 W","TX","77539"
"0","LEASED","2","ACTIVE","BUILDING","15","TX3021","7","Will Conform","1240","NEW BRAUNFELS","GUADALUPE COUNTY","2281 FM 758","TX","781306082"
"0","LEASED","0","ACTIVE","BUILDING","24","TX3024","7","Will Conform","0","DALLAS","DALLAS COUNTY","2222 South Service Road","TX","75261"
"0","LEASED","0","ACTIVE","BUILDING","15","TX3025","7","Will Conform","0","WESLACO","HIDALGO COUNTY","100 S International Blvd","TX","785963005"
"0","LEASED","0","ACTIVE","BUILDING","17","TX3026","7","Will Conform","0","WACO","MCLENNAN COUNTY","510 Austin Ave","TX","76701"
"0","LEASED","2","ACTIVE","BUILDING","29","TX4090","7","Will Conform","800","HOUSTON","HARRIS COUNTY","3100 Produce Row","TX","770235834"
"1983.1.1","LEASED","2","ACTIVE","BUILDING","15","TX7017","7","Will Conform","3859","WESLACO","HIDALGO COUNTY","100 S International Blvd","TX","78596"
"1983.1.1","LEASED","9","ACTIVE","BUILDING","15","TX7018","7","Will Conform","11976","WESLACO","HIDALGO COUNTY","100 S International Blvd","TX","78596"
"1983.1.1","LEASED","5","ACTIVE","BUILDING","15","TX7019","7","Will Conform","7566","WESLACO","HIDALGO COUNTY","100 S International Blvd","TX","78596"
"1983.1.1","LEASED","1","ACTIVE","BUILDING","15","TX7020","7","Will Conform","249","WESLACO","HIDALGO COUNTY","100 S International Blvd","TX","78596"
"1983.1.1","LEASED","1","ACTIVE","BUILDING","15","TX7021","7","Will Conform","51","WESLACO","HIDALGO COUNTY","100 S International Blvd","TX","78596"
"1983.1.1","LEASED","1","ACTIVE","BUILDING","15","TX7022","7","Will Conform","64","WESLACO","HIDALGO COUNTY","100 S International Blvd","TX","78596"
"1983.1.1","LEASED","1","ACTIVE","BUILDING","15","TX7023","7","Will Conform","520","WESLACO","HIDALGO COUNTY","100 S International Blvd","TX","78596"
"1983.1.1","LEASED","1","ACTIVE","BUILDING","15","TX7024","7","Will Conform","364","WESLACO","HIDALGO COUNTY","100 S International Blvd","TX","78596"
"0","LEASED","0","ACTIVE","STRUCTURE","28","TX7025","7","Will Conform","18420","ROMA","STARR COUNTY","405 N Estrella St","TX","785845699"
"0","LEASED","0","ACTIVE","STRUCTURE","28","TX7026","7","Will Conform","2290","ROMA","STARR COUNTY","405 N Estrella St","TX","785845699"
"0","LEASED","0","ACTIVE","STRUCTURE","28","TX7027","7","Will Conform","11457","ROMA","STARR COUNTY","405 N Estrella St","TX","785845699"
"0","LEASED","0","ACTIVE","BUILDING","28","TX7028","7","Will Conform","1715","ROMA","STARR COUNTY","405 N Estrella St","TX","785845699"
"0","LEASED","0","ACTIVE","BUILDING","28","TX7029","7","Will Conform","2205","ROMA","STARR COUNTY","405 N Estrella St","TX","785845699"
"0","LEASED","8","ACTIVE","BUILDING","23","TX7030","7","No","5072","PRESIDIO","PRESIDIO COUNTY","Highway 67","TX","798459998"
"0","LEASED","0","ACTIVE","BUILDING","23","TX7031","7","No","11339","PRESIDIO","PRESIDIO COUNTY","Highway 67","TX","798459998"
"0","LEASED","0","ACTIVE","BUILDING","23","TX7032","7","No","1769","PRESIDIO","PRESIDIO COUNTY","US-67","TX","79845"
"0","LEASED","0","ACTIVE","BUILDING","23","TX7033","7","No","8503","PRESIDIO","PRESIDIO COUNTY","highway 67","TX","798459998"
"0","LEASED","0","ACTIVE","BUILDING","23","TX7034","7","No","634","PRESIDIO","PRESIDIO COUNTY","Highway 67","TX","798459998"
"0","LEASED","0","ACTIVE","BUILDING","23","TX7035","7","No","3240","PRESIDIO","PRESIDIO COUNTY","highway 67","TX","798459998"
"0","LEASED","0","ACTIVE","LAND","28","TX7036","7","Will Conform","0","RIO GRANDE CITY","STARR COUNTY","313 Pete Diaz Jr Ave","TX","785824819"
"0","LEASED","0","ACTIVE","LAND","28","TX7037","7","Will Conform","0","RIO GRANDE CITY","STARR COUNTY","313 Pete Diaz Jr Ave","TX","785824819"
"0","LEASED","0","ACTIVE","LAND","28","TX7038","7","Will Conform","0","RIO GRANDE CITY","STARR COUNTY","313 Pete Diaz Jr Ave","TX","785824819"
"0","LEASED","0","ACTIVE","LAND","28","TX7040","7","Will Conform","0","RIO GRANDE CITY","STARR COUNTY","313 Pete Diaz Jr Ave","TX","785824819"
"0","LEASED","0","ACTIVE","LAND","28","TX7041","7","Will Conform","0","RIO GRANDE CITY","STARR COUNTY","313 Pete Diaz Jr Ave","TX","785824819"
"0","LEASED","0","ACTIVE","LAND","28","TX7042","7","Will Conform","0","RIO GRANDE CITY","STARR COUNTY","313 Pete Diaz Jr Ave","TX","785824819"
"0","LEASED","0","ACTIVE","BUILDING","28","TX7055","7","Will Conform","439","ROMA","STARR COUNTY","405 N Estrella St","TX","785845699"
"0","LEASED","0","ACTIVE","BUILDING","23","TX7056","7","No","3572","PRESIDIO","PRESIDIO COUNTY","HIGHWAY 67","TX","798459998"
"0","LEASED","0","ACTIVE","BUILDING","28","TX7071","7","Will Conform","683","ROMA","STARR COUNTY","405 N Estrella St","TX","785845699"
"0","OWNED","0","ACTIVE","LAND","34","TX8001","7","Will Conform","0","BROWNSVILLE","CAMERON COUNTY","3300 S. EXPRESSWAY 77/83","TX","785200000"
"2009.6.1","OWNED","0","ACTIVE","LAND","23","TX8002","7","Yes","0","TORNILLO","EL PASO COUNTY","1400 Lower Island (Fm 1109) Road","TX","798539998"
"1996.6.1","OWNED","0","ACTIVE","LAND","15","TX8004","7","Yes","0","PHARR","HIDALGO COUNTY","9901 S CAGE BLVD","TX","785778650"
"1992.6.1","OWNED","0","ACTIVE","LAND","16","TX8005","7","Yes","0","EL PASO","EL PASO COUNTY","1000 S EL PASO ST","TX","799013248"
"1992.6.1","OWNED","0","ACTIVE","LAND","34","TX8006","7","Yes","0","LOS INDIOS","CAMERON COUNTY","100 LOS INDIOS BLVD","TX","785679800"
"1983.6.1","OWNED","0","ACTIVE","LAND","28","TX8007","7","Yes","0","LAREDO","WEBB COUNTY","TERMINATION I-35","TX","780409998"
"1967.6.1","OWNED","0","ACTIVE","LAND","16","TX8008","7","Yes","0","EL PASO","EL PASO COUNTY","1009 S Stanton St","TX","799013399"
"1969.6.1","OWNED","0","ACTIVE","LAND","34","TX8009","7","Yes","0","BROWNSVILLE","CAMERON COUNTY","1500 E ELIZABETH STREET","TX","785204954"
"2003.6.1","OWNED","0","ACTIVE","LAND","23","TX8010","7","Yes","0","FT HANCOCK","HUDSPETH COUNTY","TERMINATION OF FM 1088","TX","798399998"
"0","OWNED","0","ACTIVE","LAND","23","TX8011","7","Yes","0","EAGLE PASS","MAVERICK COUNTY","160 GARRISON STREET","TX","788524875"
"2010.6.1","OWNED","0","ACTIVE","LAND","34","TX8012","7","Yes","0","DONNA","HIDALGO COUNTY","7801 S. International Blvd","TX","785379998"
"2009.6.1","OWNED","0","ACTIVE","LAND","23","TX8013","7","Yes","0","DEL RIO","VAL VERDE COUNTY","3140 Spur 239 International Bridge","TX","788405356"
"0","OWNED","0","ACTIVE","LAND","28","TX8014","7","Yes","0","LAREDO","WEBB COUNTY","100 Convent Ave","TX","780405847"
"1991.6.1","OWNED","0","ACTIVE","LAND","28","TX8016","7","Yes","0","LAREDO","WEBB COUNTY","Termination SH-255","TX","780409998"
"1988.1.1","OWNED","0","ACTIVE","LAND","16","TX8017","7","Yes","0","EL PASO","EL PASO COUNTY","3600 E PAISANO DR","TX","799054204"
"1991.6.1","OWNED","0","ACTIVE","LAND","34","TX8018","7","Yes","0","BROWNSVILLE","CAMERON COUNTY","1300 MEXICO BLVD","TX","785204119"
"2009.10.1","OWNED","0","ACTIVE","LAND","15","TX8019","7","Yes","0","MISSION","HIDALGO COUNTY","5911 S. STEWART RD","TX","785721500"
"1991.6.1","OWNED","0","ACTIVE","LAND","23","TX8021","7","Yes","0","EL PASO","EL PASO COUNTY","797 S ZARAGOZA RD","TX","799076656"
"0","OWNED","0","ACTIVE","LAND","28","TX8022","7","Will Conform","0","LAREDO","WEBB COUNTY","715 BOB BULLOCK LOOP","TX","780437846"
"1997.12.11","OWNED","0","ACTIVE","LAND","23","TX8023","7","Yes","0","EAGLE PASS","MAVERICK COUNTY","500 S ADAMS ST","TX","788525194"
"1964.1.1","OWNED","0","ACTIVE","LAND","23","TX8024","7","Will Conform","0","DEL RIO","VAL VERDE COUNTY","700 QUALIA DR","TX","78840"
"1977.1.1","OWNED","0","ACTIVE","LAND","23","TX8025","7","Will Conform","0","MARFA","PRESIDIO COUNTY","300 WEST MADRID Street","TX","798439998"
"1972.1.1","OWNED","0","ACTIVE","LAND","34","TX8026","7","Will Conform","0","MCALLEN","HIDALGO COUNTY","2301 S MAIN ST","TX","785033147"
"1970.1.1","OWNED","0","ACTIVE","LAND","28","TX8027","7","Will Conform","0","LAREDO","WEBB COUNTY","207 W DEL MAR BLVD","TX","780412295"
"1931.1.1","OWNED","50","ACTIVE","BUILDING","1","CO0006","8","Will Conform","168642","DENVER","DENVER COUNTY","721 19TH ST","CO","802022500"
"2016.1.1","OWNED","0","ACTIVE","BUILDING","1","CO0009","8","Yes","144627","DENVER","DENVER COUNTY","1823 STOUT ST","CO","802571823"
"2018.1.1","OWNED","27","ACTIVE","BUILDING","3","CO0018","8","Yes","22409","GRAND JUNCTION","MESA COUNTY","400 ROOD AVE","CO","815012550"
"1965.1.1","OWNED","130","ACTIVE","BUILDING","1","CO0039","8","Will Conform","471537","DENVER","DENVER COUNTY","1961 Stout St","CO","802022503"
"1972.1.1","OWNED","192","ACTIVE","BUILDING","2","CO0046","8","Will Conform","58948","FORT COLLINS","LARIMER COUNTY","301 S HOWES ST","CO","805212700"
"1937.1.1","OWNED","71","ACTIVE","STRUCTURE","1","CO0050","8","Will Conform","376","DENVER","DENVER COUNTY","2106 CALIFORNIA ST","CO","802052821"
"1947.1.1","OWNED","0","ACTIVE","BUILDING","1","CO0051","8","Will Conform","11760","DENVER","DENVER COUNTY","2101 WELTON ST","CO","802052808"
"1960.1.1","OWNED","103","ACTIVE","LAND","1","CO0053","8","Will Conform","0","DENVER","DENVER COUNTY","22D & STOUT STS","CO","802052064"
"1984.1.1","OWNED","292","ACTIVE","BUILDING","1","CO0054","8","Yes","145632","DENVER","DENVER COUNTY","1244 SPEER BLVD","CO","802043518"
"1999.11.1","OWNED","0","ACTIVE","BUILDING","2","CO0055","8","Yes","254531","BOULDER","BOULDER COUNTY","325 BROADWAY","CO","803053337"
"2002.10.1","OWNED","47","ACTIVE","BUILDING","1","CO0061","8","Will Conform","187023","DENVER","DENVER COUNTY","901 19th St","CO","80202"
"1949.6.30","OWNED","0","ACTIVE","LAND","7","CO0100","8","Will Conform","0","LAKEWOOD","JEFFERSON COUNTY","1 Denver Federal Center","CO","802250546"
"1949.6.30","OWNED","0","ACTIVE","LAND","7","CO0200","8","Will Conform","0","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1949.6.30","OWNED","0","ACTIVE","LAND","7","CO0300","8","Will Conform","0","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1949.6.30","OWNED","0","ACTIVE","LAND","7","CO0350","8","Will Conform","0","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1949.6.30","OWNED","0","ACTIVE","LAND","7","CO0400","8","Will Conform","0","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1949.6.30","OWNED","0","ACTIVE","LAND","7","CO0450","8","Will Conform","0","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1949.6.30","OWNED","0","ACTIVE","LAND","7","CO0500","8","Will Conform","0","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","30","ACTIVE","BUILDING","7","CO0501","8","Will Conform","5080","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","0","DECOMMISSIONED","STRUCTURE","7","CO0506","8","Will Conform","0","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"2010.10.25","OWNED","0","ACTIVE","BUILDING","7","CO0508","8","Yes","0","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250001"
"1941.1.1","OWNED","695","ACTIVE","BUILDING","7","CO0511","8","Yes","302850","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","1","DECOMMISSIONED","BUILDING","7","CO0512","8","Will Conform","22302","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","1032","ACTIVE","BUILDING","7","CO0514","8","Will Conform","289533","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1940.1.1","OWNED","90","ACTIVE","BUILDING","7","CO0515","8","Will Conform","38538","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","323","ACTIVE","BUILDING","7","CO0516","8","Yes","390497","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","33","ACTIVE","BUILDING","7","CO0518","8","Will Conform","7677","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","184","ACTIVE","BUILDING","7","CO0519","8","Will Conform","60245","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","141","ACTIVE","BUILDING","7","CO0520","8","Will Conform","15333","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","0","DECOMMISSIONED","STRUCTURE","7","CO0521","8","Will Conform","0","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","9","ACTIVE","BUILDING","7","CO0522","8","Will Conform","147908","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","0","DECOMMISSIONED","BUILDING","7","CO0524","8","Will Conform","1735","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1942.1.1","OWNED","0","DECOMMISSIONED","BUILDING","7","CO0525","8","Will Conform","740","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1942.1.1","OWNED","0","DECOMMISSIONED","BUILDING","7","CO0526","8","Will Conform","260","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1977.1.1","OWNED","470","ACTIVE","BUILDING","7","CO0527","8","Will Conform","96588","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","22","ACTIVE","BUILDING","7","CO0529","8","Will Conform","8644","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","298","ACTIVE","BUILDING","7","CO0530","8","Will Conform","278032","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","0","ACTIVE","BUILDING","7","CO0531","8","Will Conform","3241","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","67","ACTIVE","BUILDING","7","CO0532","8","Will Conform","10123","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","511","ACTIVE","BUILDING","7","CO0533","8","Will Conform","252428","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1944.1.1","OWNED","62","ACTIVE","BUILDING","7","CO0543","8","Will Conform","5177","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1942.1.1","OWNED","0","DECOMMISSIONED","BUILDING","7","CO0545","8","Will Conform","1515","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1975.1.1","OWNED","352","ACTIVE","BUILDING","7","CO0576","8","Will Conform","74628","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1963.1.1","OWNED","0","DECOMMISSIONED","BUILDING","7","CO0622","8","Will Conform","0","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1963.1.1","OWNED","0","DECOMMISSIONED","BUILDING","7","CO0623","8","Will Conform","3387","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1965.1.1","OWNED","587","ACTIVE","BUILDING","7","CO0624","8","Will Conform","592098","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1966.1.1","OWNED","32","ACTIVE","BUILDING","7","CO0625","8","Will Conform","15873","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1966.1.1","OWNED","72","ACTIVE","BUILDING","7","CO0626","8","Will Conform","26466","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1967.1.1","OWNED","901","ACTIVE","BUILDING","7","CO0627","8","Will Conform","277067","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1969.1.1","OWNED","14","ACTIVE","BUILDING","7","CO0631","8","Will Conform","27256","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1973.1.1","OWNED","0","ACTIVE","BUILDING","7","CO0642","8","Will Conform","1120","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1941.1.1","OWNED","0","DECOMMISSIONED","BUILDING","7","CO0643","8","Will Conform","435","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1973.1.1","OWNED","386","ACTIVE","BUILDING","7","CO0644","8","Will Conform","5527","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1980.1.1","OWNED","0","ACTIVE","BUILDING","7","CO0648","8","Will Conform","783","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1980.1.1","OWNED","0","ACTIVE","BUILDING","7","CO0650","8","Will Conform","4527","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & Kipling St.","CO","802250546"
"1986.1.1","OWNED","118","ACTIVE","BUILDING","7","CO0651","8","Will Conform","3039","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1986.1.1","OWNED","5","ACTIVE","BUILDING","7","CO0652","8","Will Conform","5696","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1985.1.1","OWNED","176","ACTIVE","BUILDING","7","CO0654","8","Will Conform","26693","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1985.1.1","OWNED","0","ACTIVE","BUILDING","7","CO0657","8","Will Conform","16450","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1999.3.1","OWNED","188","ACTIVE","BUILDING","7","CO0659","8","Yes","118710","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1992.1.1","OWNED","0","ACTIVE","BUILDING","7","CO0660","8","Yes","27778","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1991.5.1","OWNED","0","DECOMMISSIONED","STRUCTURE","7","CO0661","8","Will Conform","0","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"1998.1.1","OWNED","0","ACTIVE","BUILDING","7","CO0662","8","Will Conform","3398","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"2002.9.1","OWNED","76","ACTIVE","BUILDING","7","CO0663","8","Yes","15005","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"2009.8.1","OWNED","2","ACTIVE","BUILDING","7","CO0665","8","Yes","107594","LAKEWOOD","JEFFERSON COUNTY","W 6TH AVE & KIPLING ST","CO","802250546"
"0","LEASED","80","ACTIVE","BUILDING","7","CO1354","8","Will Conform","22228","LAKEWOOD","JEFFERSON COUNTY","12345 W Alameda Pkwy","CO","802282800"
"0","LEASED","8","ACTIVE","BUILDING","3","CO1419","8","Will Conform","7285","TOWAOC","MONTEZUMA COUNTY","Sunset Blvd","CO","81334"
"0","LEASED","41","ACTIVE","BUILDING","5","CO1519","8","Yes","30535","COLORADO SPRINGS","EL PASO COUNTY","111 S TEJON ST","CO","809032245"
"0","LEASED","80","ACTIVE","BUILDING","7","CO1524","8","Will Conform","53643","LAKEWOOD","JEFFERSON COUNTY","7333 W JEFFERSON AVE","CO","802352034"
"0","LEASED","20","ACTIVE","BUILDING","1","CO1549","8","Yes","62492","DENVER","DENVER COUNTY","1801 CALIFORNIA ST","CO","802022658"
"0","LEASED","0","ACTIVE","BUILDING","5","CO1563","8","Will Conform","0","COLORADO SPRINGS","EL PASO COUNTY","1575 Aviation Way","CO","809162798"
"0","LEASED","7","ACTIVE","BUILDING","1","CO1569","8","Will Conform","32030","DENVER","DENVER COUNTY","999 18TH ST","CO","802022439"
"0","LEASED","12","ACTIVE","BUILDING","7","CO1572","8","Yes","153515","LAKEWOOD","JEFFERSON COUNTY","12795 ALAMEDA PARKWAY","CO","802282822"
"0","LEASED","2","ACTIVE","BUILDING","1","CO1574","8","Will Conform","5583","DENVER","DENVER COUNTY","4760 OAKLAND ST","CO","802392794"
"0","LEASED","88","ACTIVE","BUILDING","7","CO1628","8","Will Conform","50938","GOLDEN","JEFFERSON COUNTY","18TH & ILLINOIS ST","CO","804011435"
"0","LEASED","1","ACTIVE","BUILDING","1","CO1656","8","Yes","32774","DENVER","DENVER COUNTY","600 17TH ST","CO","802025402"
"0","LEASED","627","ACTIVE","BUILDING","7","CO1669","8","Will Conform","134195","LAKEWOOD","JEFFERSON COUNTY","7201 W MANSFIELD AVE","CO","802352227"
"0","LEASED","265","ACTIVE","BUILDING","7","CO1679","8","Will Conform","94167","LAKEWOOD","JEFFERSON COUNTY","134 UNION BLVD","CO","802281807"
"0","LEASED","42","ACTIVE","BUILDING","5","CO1776","8","Will Conform","12423","COLORADO SPRINGS","EL PASO COUNTY","212 N WAHSATCH AVE","CO","809033466"
"0","LEASED","6","ACTIVE","BUILDING","6","CO1780","8","Will Conform","5361","GREENWOOD VILLAGE","ARAPAHOE COUNTY","7935 E Prentice Ave","CO","801112708"
"0","LEASED","287","ACTIVE","BUILDING","2","CO1785","8","Will Conform","54314","FORT COLLINS","LARIMER COUNTY","1201 OAKRIDGE DR","CO","805256267"
"0","LEASED","6","ACTIVE","BUILDING","7","CO1786","8","Will Conform","6503","LAKEWOOD","JEFFERSON COUNTY","12600 W Colfax Ave","CO","802153733"
"0","LEASED","9","ACTIVE","BUILDING","1","CO1799","8","Will Conform","4646","DENVER","DENVER COUNTY","1391 SPEER BLVD","CO","802042508"
"0","LEASED","17","ACTIVE","BUILDING","1","CO1802","8","Will Conform","17482","DENVER","DENVER COUNTY","633 17TH ST","CO","802023660"
"0","LEASED","44","ACTIVE","BUILDING","1","CO1811","8","Will Conform","107482","DENVER","DENVER COUNTY","1999 BROADWAY","CO","802023025"
"0","LEASED","4","ACTIVE","BUILDING","5","CO1813","8","Will Conform","32443","COLORADO SPRINGS","EL PASO COUNTY","1670 N Newport Rd","CO","809162750"
"0","LEASED","475","ACTIVE","BUILDING","7","CO1821","8","Yes","121380","LAKEWOOD","JEFFERSON COUNTY","155 VAN GORDON ST","CO","802281709"
"0","LEASED","200","ACTIVE","BUILDING","7","CO1827","8","Will Conform","29389","LAKEWOOD","JEFFERSON COUNTY","755 PARFET ST","CO","802155573"
"1998.4.1","LEASED","3","ACTIVE","BUILDING","6","CO1846","8","Yes","88800","AURORA","ARAPAHOE COUNTY","16401 E Centretech Pkwy","CO","80011"
"0","LEASED","0","ACTIVE","BUILDING","2","CO1850","8","Will Conform","63365","FORT COLLINS","LARIMER COUNTY","4101 LAPORTE AVE","CO","805212154"
"1999.6.24","LEASED","6","ACTIVE","BUILDING","3","CO1860","8","Yes","8431","DURANGO","LA PLATA COUNTY","103 Sheppard Dr","CO","813033402"
"0","LEASED","0","ACTIVE","BUILDING","5","CO1867","8","Yes","4400","CANON CITY","FREMONT COUNTY","115 N 10th St","CO","812123460"
"0","LEASED","8","ACTIVE","BUILDING","1","CO1870","8","Yes","11956","DENVER","DENVER COUNTY","1120 LINCOLN ST","CO","802032101"
"0","LEASED","25","ACTIVE","BUILDING","7","CO1871","8","Yes","97000","LAKEWOOD","JEFFERSON COUNTY","12155 W Alameda Pkwy","CO","802282802"
"1999.11.1","LEASED","0","ACTIVE","BUILDING","2","CO1873","8","Yes","108887","FORT COLLINS","LARIMER COUNTY","CENTRE FOR ADVANCED TECHNOLOGY","CO","805268116"
"0","LEASED","0","ACTIVE","BUILDING","2","CO1876","8","Yes","170546","FORT COLLINS","LARIMER COUNTY","4101 Laporte Ave","CO","805212154"
"0","LEASED","0","ACTIVE","BUILDING","3","CO1880","8","Yes","369","GRAND JUNCTION","MESA COUNTY","744 HORIZON CT","CO","815063921"
"0","LEASED","26","ACTIVE","BUILDING","6","CO1884","8","Yes","9591","AURORA","ADAMS COUNTY","3950 LEWISTON ST","CO","800111555"
"0","LEASED","11","ACTIVE","BUILDING","3","CO1890","8","Yes","5000","CRAIG","MOFFAT COUNTY","466 Tucker St","CO","816251943"
"1972.1.1","LEASED","5","ACTIVE","BUILDING","3","CO1891","8","Yes","4885","ALAMOSA","ALAMOSA COUNTY","1921 State Ave","CO","811013523"
"1999.7.1","LEASED","22","ACTIVE","BUILDING","3","CO1896","8","Yes","7384","GRAND JUNCTION","MESA COUNTY","569 S Commercial Dr","CO","815056900"
"0","LEASED","14","ACTIVE","BUILDING","3","CO1901","8","Yes","6090","DURANGO","LA PLATA COUNTY","32 SHEPPARD DR","CO","813033424"
"2001.3.26","LEASED","0","ACTIVE","BUILDING","6","CO1902","8","Yes","11075","LITTLETON","ARAPAHOE COUNTY","Southpark Ln","CO","801204800"
"2002.7.1","LEASED","103","ACTIVE","BUILDING","2","CO1907","8","Yes","82632","FORT COLLINS","LARIMER COUNTY","2150 CENTRE AVE","CO","805268116"
"2003.10.16","LEASED","233","ACTIVE","BUILDING","2","CO1908","8","Yes","75036","FORT COLLINS","LARIMER COUNTY","2150 CENTRE AVENUE","CO","805268119"
"0","LEASED","161","ACTIVE","BUILDING","2","CO1909","8","Yes","38207","FORT COLLINS","LARIMER COUNTY","2150 CENTRE AVENUE","CO","805268116"
