"State","Year","Data.DHS Denominator","Data.Number of Firms","Data.Calculated.Net Job Creation","Data.Calculated.Net Job Creation Rate","Data.Calculated.Reallocation Rate","Data.Establishments.Entered","Data.Establishments.Entered Rate","Data.Establishments.Exited","Data.Establishments.Exited Rate","Data.Establishments.Physical Locations","Data.Firm Exits.Count","Data.Firm Exits.Establishment Exit","Data.Firm Exits.Employments","Data.Job Creation.Births","Data.Job Creation.Continuers","Data.Job Creation.Count","Data.Job Creation.Rate","Data.Job Creation.Rate/Births","Data.Job Destruction.Continuers","Data.Job Destruction.Count","Data.Job Destruction.Deaths","Data.Job Destruction.Rate","Data.Job Destruction.Rate/Deaths"
"Utah","2000","1591852","69697","31767","1.996","28.226","9707","11.094","8669","9.908","88017","5520","5718","37183","86916","169510","256426","16.109","5.46","146939","224659","77720","14.113","4.882"
"Utah","2001","1603745","69532","-7917","-0.494","30.027","9755","11.092","9116","10.366","88265","5793","6030","39541","88881","151897","240778","15.013","5.542","165077","248695","83618","15.507","5.214"
"Utah","2002","1574083","69864","-74216","-4.715","28.88","10365","11.703","9411","10.626","89044","5794","5970","51190","87466","139835","227301","14.44","5.557","203849","301517","97668","19.155","6.205"
"Utah","2003","1540960","70856","9834","0.638","29.62","10042","11.219","8591","9.598","90235","5444","5530","35902","91592","146459","238051","15.448","5.944","148512","228217","79705","14.81","5.172"
"Utah","2004","1557628","72166","11805","0.758","27.186","10095","11.098","8203","9.018","91907","5326","5429","33977","78048","145487","223535","14.351","5.011","142958","211730","68772","13.593","4.415"
"Utah","2005","1579218","73843","23994","1.519","26.644","11018","11.852","8487","9.129","94230","5678","5787","34218","86701","147680","234381","14.842","5.49","147655","210387","62732","13.322","3.972"
"Utah","2006","1619350","75546","56330","3.479","25.591","12284","12.87","9201","9.64","96988","6520","6673","36909","101281","162256","263537","16.274","6.254","139048","207207","68159","12.796","4.209"
"Utah","2007","1653342","76490","9609","0.581","29.289","11554","11.818","9234","9.445","98928","6063","6211","38625","87212","164522","251734","15.226","5.275","164911","242125","77214","14.645","4.67"
"Utah","2008","1657957","75605","3291","0.198","27.664","9730","9.872","9933","10.078","98463","6662","6772","36199","72443","160176","232619","14.03","4.369","158280","229328","71048","13.832","4.285"
"Utah","2009","1599454","72832","-110549","-6.912","21.821","8679","8.94","11375","11.717","95730","7412","7693","42526","72735","101775","174510","10.911","4.547","208218","285059","76841","17.822","4.804"
"Utah","2010","1526278","71284","-47665","-3.123","22.922","8484","8.944","9635","10.158","94278","6127","6307","32550","66681","108246","174927","11.461","4.369","162193","222592","60399","14.584","3.957"
"Utah","2011","1514698","70171","27966","1.846","23.353","8400","8.969","8978","9.586","93372","5799","5979","30763","63194","141636","204830","13.523","4.172","123531","176864","53333","11.677","3.521"
"Utah","2012","1538518","70237","31977","2.078","22.351","8245","8.849","7941","8.523","93322","4778","4914","23833","56914","147001","203915","13.254","3.699","122193","171938","49745","11.176","3.233"
"Utah","2013","1566802","70452","27525","1.757","21.237","8307","8.907","7731","8.289","93556","4825","4938","24317","58276","135621","193897","12.375","3.719","116429","166372","49943","10.619","3.188"
"Utah","2014","1589460","70750","44185","2.78","19.785","8604","9.17","7609","8.11","94321","4932","5027","25089","63261","138158","201419","12.672","3.98","108995","157234","48239","9.892","3.035"
"Utah","2015","1638302","71684","49322","3.011","19.856","9115","9.605","7369","7.765","95774","4803","4898","27061","71070","140906","211976","12.939","4.338","111752","162654","50902","9.928","3.107"
"Utah","2016","1691797","73031","54798","3.239","20.149","9458","9.767","6882","7.107","98126","4708","4842","27324","76385","148852","225237","13.313","4.515","120137","170439","50302","10.074","2.973"
"Utah","2017","1729132","73981","33413","1.932","22.406","9083","9.211","7522","7.628","99396","4824","4936","32923","68281","158846","227127","13.135","3.949","129266","193714","64448","11.203","3.727"
"Utah","2018","1778704","75156","44899","2.524","21.984","9027","9.041","7676","7.688","100519","5388","5601","31385","72923","167491","240414","13.516","4.1","135335","195515","60180","10.992","3.383"
"Vermont","1978","161080","14246","16918","10.503","26.79","2317","14.777","1693","10.797","15992","1177","1184","4575","13462","25033","38495","23.898","8.357","13487","21577","8090","13.395","5.022"
"Vermont","1979","174809","14794","9789","5.6","27.128","2241","13.762","1508","9.26","16651","1083","1087","5042","13125","20375","33500","19.164","7.508","15121","23711","8590","13.564","4.914"
"Vermont","1980","178358","14703","-1997","-1.12","32.692","1899","11.457","1836","11.077","16607","1272","1280","5587","11886","17268","29154","16.346","6.664","19403","31151","11748","17.465","6.587"
"Vermont","1981","175110","14579","-3586","-2.048","27.684","1733","10.496","1629","9.866","16563","1148","1158","4779","9713","14526","24239","13.842","5.547","19088","27825","8737","15.89","4.989"
"Vermont","1982","173016","14236","-1502","-0.868","31.113","1815","11.151","1951","11.986","16209","1348","1366","5511","11691","15224","26915","15.556","6.757","19555","28417","8862","16.425","5.122"
"Vermont","1983","170759","14515","969","0.567","29.327","1900","11.712","1370","8.445","16487","934","952","4443","9713","16295","26008","15.231","5.688","18019","25039","7020","14.663","4.111"
"Vermont","1984","174868","15043","11151","6.377","23.887","2209","13.274","1379","8.286","17057","998","1009","3937","11444","20592","32036","18.32","6.544","13353","20885","7532","11.943","4.307"
"Vermont","1985","184035","15024","8544","4.643","25.974","1978","11.7","1703","10.073","17044","1225","1252","5636","13728","18717","32445","17.63","7.459","15905","23901","7996","12.987","4.345"
"Vermont","1986","186521","14919","-1182","-0.634","29.902","1807","10.727","1587","9.421","16955","1108","1115","5289","10786","17101","27887","14.951","5.783","20413","29069","8656","15.585","4.641"
"Vermont","1987","188067","15008","9018","4.795","26.709","2003","11.905","1539","9.147","17057","1090","1095","4854","14469","19664","34133","18.149","7.694","17122","25115","7993","13.354","4.25"
"Vermont","1988","196946","15322","7907","4.015","26.464","1974","11.445","1481","8.587","17494","1042","1067","5018","13563","20404","33967","17.247","6.887","16807","26060","9253","13.232","4.698"
"Vermont","1989","203801","15526","8992","4.412","23.884","1945","11.079","1437","8.186","17809","1055","1068","5044","9660","23670","33330","16.354","4.74","15098","24338","9240","11.942","4.534"
"Vermont","1990","213259","15941","12324","5.779","23.016","2134","11.884","1463","8.147","18292","1070","1085","4560","13839","23027","36866","17.287","6.489","15102","24542","9440","11.508","4.427"
"Vermont","1991","222107","16101","8917","4.015","25.595","2136","11.607","1501","8.157","18720","1097","1109","6043","13993","23348","37341","16.812","6.3","19116","28424","9308","12.797","4.191"
"Vermont","1992","232360","16229","11973","5.153","24.225","2007","10.72","1598","8.535","18927","1069","1080","5339","13226","26891","40117","17.265","5.692","19256","28144","8888","12.112","3.825"
"Vermont","1993","243330","16582","10857","4.462","22.798","1938","10.18","1573","8.263","19219","1036","1056","5131","12132","26462","38594","15.861","4.986","18504","27737","9233","11.399","3.794"
"Vermont","1994","253911","17069","9156","3.606","23.044","2163","11.078","1553","7.953","19831","1105","1126","5726","12937","25475","38412","15.128","5.095","19334","29256","9922","11.522","3.908"
"Vermont","1995","264636","17421","12653","4.781","20.032","2070","10.339","1572","7.851","20271","1131","1153","5457","12249","26910","39159","14.797","4.629","16756","26506","9750","10.016","3.684"
"Vermont","1996","271026","17582","4730","1.745","24.514","2146","10.571","1739","8.566","20504","1257","1291","6468","15776","22173","37949","14.002","5.821","22340","33219","10879","12.257","4.014"
"Vermont","1997","276448","17645","6228","2.253","26.156","2223","10.825","1993","9.705","20650","1310","1353","6908","15513","26869","42382","15.331","5.612","24067","36154","12087","13.078","4.372"
"Vermont","1998","287090","17893","9815","3.419","22.386","2132","10.251","1860","8.943","20934","1286","1323","6270","12283","29666","41949","14.612","4.278","20687","32134","11447","11.193","3.987"
"Vermont","1999","294671","17955","5935","2.014","23.092","2085","9.931","1868","8.898","21103","1308","1346","6276","14744","25214","39958","13.56","5.004","22794","34023","11229","11.546","3.811"
"Vermont","2000","303212","18044","9116","3.006","25.108","1990","9.412","1824","8.627","21226","1228","1273","5954","14993","32188","47181","15.56","4.945","25405","38065","12660","12.554","4.175"
"Vermont","2001","310610","18064","4878","1.57","26.015","2047","9.625","1889","8.882","21347","1230","1253","6411","21243","24037","45280","14.578","6.839","27237","40402","13165","13.007","4.238"
"Vermont","2002","306779","18287","-12501","-4.075","28.274","2409","11.187","1964","9.12","21757","1274","1294","9206","16403","26967","43370","14.137","5.347","37062","55871","18809","18.212","6.131"
"Vermont","2003","301453","18425","1901","0.631","25.972","2109","9.695","1964","9.028","21826","1186","1204","6285","12485","28563","41048","13.617","4.142","25235","39147","13912","12.986","4.615"
"Vermont","2004","305687","18732","8650","2.83","23.597","2186","9.947","1766","8.036","22186","1137","1144","4944","13620","31097","44717","14.628","4.456","23081","36067","12986","11.799","4.248"
"Vermont","2005","312970","19096","5852","1.87","22.292","2270","10.144","1839","8.218","22593","1194","1213","5449","11446","29289","40735","13.016","3.657","24334","34883","10549","11.146","3.371"
"Vermont","2006","322402","19292","13302","4.126","20.81","2706","11.924","2265","9.98","22915","1655","1683","7857","17105","29743","46848","14.531","5.305","22094","33546","11452","10.405","3.552"
"Vermont","2007","329099","19425","2909","0.884","25.097","2340","10.176","1954","8.497","23188","1269","1280","6363","14456","29750","44206","13.432","4.393","28876","41297","12421","12.549","3.774"
"Vermont","2008","333813","19327","7405","2.218","23.191","2123","9.17","2028","8.76","23198","1402","1416","6695","13755","32358","46113","13.814","4.121","24619","38708","14089","11.596","4.221"
"Vermont","2009","334206","19201","-6633","-1.985","22.245","1914","8.262","2046","8.832","23100","1358","1368","7596","11562","25610","37172","11.122","3.46","32083","43805","11722","13.107","3.507"
"Vermont","2010","330005","19203","-1799","-0.545","22.335","1951","8.435","1800","7.782","23205","1164","1173","5968","13223","23630","36853","11.167","4.007","28230","38652","10422","11.713","3.158"
"Vermont","2011","326950","19087","-2626","-0.803","21.069","1875","8.096","1819","7.854","23187","1178","1211","6068","9731","24712","34443","10.535","2.976","27509","37069","9560","11.338","2.924"
"Vermont","2012","328790","19219","6852","2.084","21.302","2054","8.83","1758","7.557","23410","1138","1157","5043","12754","29117","41871","12.735","3.879","23278","35019","11741","10.651","3.571"
"Vermont","2013","335595","19281","7666","2.284","19.299","1917","8.182","1736","7.409","23521","1126","1134","5437","10025","30025","40050","11.934","2.987","22952","32384","9432","9.65","2.811"
"Vermont","2014","343348","19326","8105","2.361","17.949","1884","8.001","1721","7.309","23629","1172","1192","5445","11538","27380","38918","11.335","3.36","22439","30813","8374","8.974","2.439"
"Vermont","2015","349772","19559","5729","1.638","17.666","2078","8.738","1640","6.896","24001","1123","1148","5889","11219","25406","36625","10.471","3.208","21265","30896","9631","8.833","2.754"
"Vermont","2016","355407","19746","5247","1.476","17.189","2071","8.571","1651","6.833","24373","1189","1204","4937","10482","25311","35793","10.071","2.949","23042","30546","7504","8.595","2.111"
"Vermont","2017","358056","19758","1700","0.475","21.912","1912","7.854","1840","7.558","24381","1214","1229","6156","11617","29312","40929","11.431","3.244","27795","39229","11434","10.956","3.193"
"Vermont","2018","359068","19818","32","0.009","20.05","1923","7.889","1824","7.483","24424","1351","1393","6935","10274","25754","36028","10.034","2.861","24546","35996","11450","10.025","3.189"
"Virginia","1978","1311133","67793","97599","7.444","28.076","12256","15.485","9601","12.13","80476","6449","6511","34319","99324","182331","281655","21.482","7.575","97511","184056","86545","14.038","6.601"
"Virginia","1979","1395653","69416","64490","4.621","27.84","11840","14.577","9250","11.388","82518","6179","6230","34420","97621","161141","258762","18.541","6.995","117018","194272","77254","13.92","5.535"
"Virginia","1980","1425189","69014","-4781","-0.335","30.843","10764","13.063","9730","11.809","82915","6959","7050","38169","91565","128224","219789","15.422","6.425","153734","224570","70836","15.757","4.97"
"Virginia","1981","1417528","69100","-4098","-0.289","30.137","10165","12.275","8951","10.809","83416","6070","6156","31398","86427","127172","213599","15.068","6.097","150041","217697","67656","15.358","4.773"
"Virginia","1982","1408186","68206","-9924","-0.705","32.12","10990","13.259","10490","12.656","83138","7367","7472","35742","96767","129391","226158","16.06","6.872","167715","236082","68367","16.765","4.855"
"Virginia","1983","1406238","69415","24080","1.712","33.266","11205","13.53","8904","10.752","83966","5846","5943","35821","119916","138062","257978","18.345","8.527","156138","233898","77760","16.633","5.53"
"Virginia","1984","1478934","73903","115587","7.816","24.457","14011","16.267","7561","8.779","89354","5686","5786","32716","113835","182603","296438","20.044","7.697","117265","180851","63586","12.228","4.299"
"Virginia","1985","1559697","75079","74241","4.76","27.542","12637","14.143","9596","10.74","90871","6830","6912","38195","109982","179047","289029","18.531","7.052","132325","214788","82463","13.771","5.287"
"Virginia","1986","1613685","76149","70904","4.394","28.167","12675","13.959","9448","10.405","92412","6609","6726","43112","110122","188043","298165","18.477","6.824","146948","227261","80313","14.083","4.977"
"Virginia","1987","1672909","78039","12033","0.719","36.936","13965","14.972","9674","10.371","95421","6684","6768","47470","127172","193813","320985","19.187","7.602","217304","308952","91648","18.468","5.478"
"Virginia","1988","1731504","80530","85849","4.958","31.005","14336","14.731","9880","10.152","99549","6825","6953","47322","154571","199703","354274","20.46","8.927","167062","268425","101363","15.502","5.854"
"Virginia","1989","1801530","82267","72003","3.997","28.584","14001","13.963","9908","9.881","102321","6986","7220","46671","129518","199957","329475","18.289","7.189","167404","257472","90068","14.292","5.0"
"Virginia","1990","1855924","83304","58624","3.159","26.59","12865","12.543","10105","9.852","103950","7294","7450","47368","116097","189269","305366","16.454","6.255","163429","246742","83313","13.295","4.489"
"Virginia","1991","1864250","82729","-29356","-1.575","30.238","12845","12.393","10733","10.355","104707","7564","7744","61015","115509","166343","281852","15.119","6.196","209017","311208","102191","16.693","5.482"
"Virginia","1992","1876388","83344","78151","4.165","26.989","12306","11.784","10184","9.752","105493","6671","6828","44036","116626","214734","331360","17.659","6.215","167453","253209","85756","13.494","4.57"
"Virginia","1993","1932018","85684","37919","1.963","28.674","12594","11.83","10003","9.396","107751","6534","6765","42959","106970","207940","314910","16.3","5.537","176480","276991","100511","14.337","5.202"
"Virginia","1994","1986132","87782","73090","3.68","25.658","12960","11.88","10001","9.168","110566","6870","7027","46558","125224","202662","327886","16.509","6.305","155300","254796","99496","12.829","5.01"
"Virginia","1995","2072613","90160","113127","5.458","23.573","13593","12.144","10144","9.063","113655","6944","7148","45629","128841","228577","357418","17.245","6.216","160339","244291","83952","11.787","4.051"
"Virginia","1996","2134023","91333","29281","1.372","28.247","13810","12.073","10872","9.504","115860","7679","7832","54858","128977","201698","330675","15.495","6.044","195020","301394","106374","14.123","4.985"
"Virginia","1997","2181251","92008","51692","2.37","29.89","14253","12.236","12236","10.504","117493","8144","8412","58658","136675","241007","377682","17.315","6.266","213080","325990","112910","14.945","5.176"
"Virginia","1998","2264536","92722","74649","3.296","27.068","13611","11.509","11868","10.035","119135","7767","7978","48850","146683","234446","381129","16.83","6.477","200201","306480","106279","13.534","4.693"
"Virginia","1999","2325569","92369","29743","1.279","29.373","13240","11.106","12196","10.23","119736","7931","8243","55431","140299","230986","371285","15.965","6.033","217503","341542","124039","14.686","5.334"
"Virginia","2000","2352006","91683","51915","2.207","28.332","12494","10.461","12283","10.285","119537","7723","7980","47953","126442","258663","385105","16.373","5.376","205621","333190","127569","14.166","5.424"
"Virginia","2001","2364778","90653","-11193","-0.473","30.265","12535","10.529","12445","10.453","119097","7666","7996","63764","129858","227988","357846","15.132","5.491","244263","369039","124776","15.606","5.276"
"Virginia","2002","2335817","90226","-69344","-2.969","31.291","13290","11.157","13224","11.102","119148","7871","8139","67237","135790","229664","365454","15.646","5.813","288580","434798","146218","18.614","6.26"
"Virginia","2003","2298664","90519","-2259","-0.098","30.533","12716","10.67","11914","9.997","119577","7241","7458","45906","128658","222268","350926","15.267","5.597","239193","353185","113992","15.365","4.959"
"Virginia","2004","2316427","91921","38025","1.642","26.241","12683","10.542","10688","8.883","121312","6785","6986","43678","112848","229103","341951","14.762","4.872","202183","303926","101743","13.12","4.392"
"Virginia","2005","2347331","92912","22580","0.962","26.564","13357","10.947","11386","9.331","123005","7386","7596","46562","111974","222380","334354","14.244","4.77","219832","311774","91942","13.282","3.917"
"Virginia","2006","2403716","94109","90955","3.784","24.107","15220","12.268","12184","9.821","125581","8300","8512","48906","140263","240420","380683","15.837","5.835","193650","289728","96078","12.053","3.997"
"Virginia","2007","2454547","94917","22406","0.913","29.107","13904","11.014","11806","9.352","127289","7275","7427","46279","123199","256429","379628","15.466","5.019","242090","357222","115132","14.553","4.691"
"Virginia","2008","2474428","94198","9400","0.38","27.937","12879","10.113","12086","9.49","127751","7982","8088","45781","121550","233488","355038","14.348","4.912","252967","345638","92671","13.968","3.745"
"Virginia","2009","2400234","91537","-170711","-7.112","21.245","10666","8.44","13430","10.627","124994","8510","8755","54580","91645","163320","254965","10.623","3.818","317007","425676","108669","17.735","4.527"
"Virginia","2010","2287853","89792","-50721","-2.217","23.304","10332","8.338","11671","9.419","123238","7268","7496","45522","87164","179417","266581","11.652","3.81","224600","317302","92702","13.869","4.052"
"Virginia","2011","2279179","88756","35884","1.574","22.298","10520","8.587","11249","9.182","122145","7053","7289","40888","78706","211289","289995","12.724","3.453","170764","254111","83347","11.149","3.657"
"Virginia","2012","2325321","88439","54438","2.341","21.752","10566","8.675","10406","8.544","121874","6275","6446","37850","84250","223085","307335","13.217","3.623","173558","252897","79339","10.876","3.412"
"Virginia","2013","2373069","88528","43336","1.826","22.843","10823","8.881","10001","8.206","122279","6191","6348","36864","92678","221704","314382","13.248","3.905","186321","271046","84725","11.422","3.57"
"Virginia","2014","2423595","88495","57993","2.393","19.763","10830","8.837","9664","7.886","123135","6198","6320","35660","91208","206269","297477","12.274","3.763","169516","239484","69968","9.881","2.887"
"Virginia","2015","2474001","88746","56782","2.295","20.41","11267","9.111","9472","7.66","124556","6074","6229","45000","99676","209577","309253","12.5","4.029","176422","252471","76049","10.205","3.074"
"Virginia","2016","2540629","89684","80809","3.181","18.894","11361","9.046","8753","6.97","126889","5977","6131","34986","102531","218291","320822","12.628","4.036","172878","240013","67135","9.447","2.642"
"Virginia","2017","2619504","90372","44341","1.693","22.726","11081","8.713","9826","7.726","127806","6232","6420","43350","99504","242495","341999","13.056","3.799","199250","297658","98408","11.363","3.757"
"Virginia","2018","2650802","90920","33454","1.262","20.601","10314","8.067","9469","7.406","128284","6578","6929","43427","87340","219155","306495","11.562","3.295","192972","273041","80069","10.3","3.021"
"Washington","1978","4121058","227427","428476","10.397","32.631","49343","18.235","34422","12.721","278050","23341","23722","149049","433025","667818","1100843","26.713","10.508","377185","672367","295182","16.315","7.163"
"Washington","1979","4487801","236050","304071","6.776","32.901","48166","17.102","32940","11.696","289255","22842","23179","155696","410610","631727","1042337","23.226","9.149","444468","738266","293798","16.451","6.547"
"Washington","1980","4743554","240246","182069","3.838","34.365","46824","16.044","35598","12.197","297467","24775","25249","149829","396496","600634","997130","21.021","8.359","544672","815061","270389","17.182","5.7"
"Washington","1981","4960039","249813","291611","5.879","30.779","49059","16.196","32354","10.681","311260","21117","21600","125228","421694","633230","1054924","21.268","8.502","515697","763313","247616","15.389","4.992"
"Washington","1982","5276318","257076","357069","6.767","32.791","52102","16.511","37727","11.956","322748","26647","27176","160720","493512","728623","1222135","23.163","9.353","574240","865066","290826","16.395","5.512"
"Washington","1983","5341186","267963","-174552","-3.268","37.7","53104","16.271","35824","10.976","335014","24695","25348","165170","421292","585514","1006806","18.85","7.888","870698","1181358","310660","22.118","5.816"
"Washington","1984","5358714","279693","350844","6.547","32.699","57368","16.918","38415","11.328","348577","27688","28388","167241","492866","734108","1226974","22.897","9.197","587721","876130","288409","16.35","5.382"
"Washington","1985","5557688","283127","253156","4.555","34.365","55117","15.846","44848","12.894","352953","32771","33459","213605","489192","718905","1208097","21.737","8.802","593504","954941","361437","17.182","6.503"
"Washington","1986","5584753","281997","2850","0.051","38.66","52706","15.063","44045","12.588","354225","31941","32612","207974","456628","625743","1082371","19.381","8.176","717074","1079521","362447","19.33","6.49"
"Washington","1987","5472883","274390","-147302","-2.691","38.728","50678","14.587","50269","14.47","347615","34459","35371","229608","486651","573114","1059765","19.364","8.892","765550","1207067","441517","22.055","8.067"
"Washington","1988","5447253","275544","98589","1.81","38.017","51062","14.635","45556","13.057","351665","31610","32641","201127","486445","647579","1134024","20.818","8.93","644899","1035435","390536","19.008","7.169"
"Washington","1989","5549055","275468","215168","3.878","32.758","48816","13.982","41791","11.97","352658","29182","30412","198128","443116","680943","1124059","20.257","7.985","557707","908891","351184","16.379","6.329"
"Washington","1990","5757979","279876","279126","4.848","30.16","49305","13.964","38357","10.863","358562","27157","28210","193549","442887","704554","1147441","19.928","7.692","546269","868315","322046","15.08","5.593"
"Washington","1991","5884319","281461","124114","2.109","34.305","50131","13.979","39292","10.957","364026","27162","28134","222726","473444","659968","1133412","19.262","8.046","632626","1009298","376672","17.152","6.401"
"Washington","1992","5969943","285890","79942","1.339","35.452","48964","13.446","38108","10.465","369574","24733","25592","177459","447525","690656","1138181","19.065","7.496","708415","1058239","349824","17.726","5.86"
"Washington","1993","6077759","293974","147352","2.424","33.45","48425","13.006","40400","10.851","376335","25993","26922","178048","413649","750196","1163845","19.149","6.806","638043","1016493","378450","16.725","6.227"
"Washington","1994","6277413","301983","197302","3.143","30.165","50686","13.291","40078","10.51","386647","27337","28208","190026","429501","714585","1144086","18.225","6.842","607233","946784","339551","15.082","5.409"
"Washington","1995","6519773","309080","309714","4.75","28.737","51770","13.247","40904","10.467","396239","27987","28979","187974","473305","773213","1246518","19.119","7.26","598458","936804","338346","14.369","5.19"
"Washington","1996","6710971","313858","184067","2.743","31.094","51779","13.008","42502","10.678","402685","29133","30146","200828","477435","749988","1227423","18.29","7.114","677360","1043356","365996","15.547","5.454"
"Washington","1997","6959319","317026","267476","3.843","33.418","53361","13.18","46565","11.501","408261","30822","31889","229970","547023","883281","1430304","20.552","7.86","728043","1162828","434785","16.709","6.248"
"Washington","1998","7362956","322657","342781","4.655","30.227","51900","12.582","43930","10.65","416463","27959","29203","182895","528934","926629","1455563","19.769","7.184","727686","1112782","385096","15.113","5.23"
"Washington","1999","7615327","323206","150216","1.973","33.309","50983","12.201","45282","10.836","420717","29518","30626","229755","502407","916110","1418517","18.627","6.597","785782","1268301","482519","16.655","6.336"
"Washington","2000","7843183","324034","271294","3.459","31.095","49957","11.852","46043","10.923","423465","28696","30041","203739","532368","958336","1490704","19.006","6.788","739808","1219410","479602","15.547","6.115"
"Washington","2001","8065590","325896","165465","2.051","32.327","51806","12.181","45624","10.728","428387","28281","29337","218278","564444","904689","1469133","18.215","6.998","816181","1303668","487487","16.163","6.044"
"Washington","2002","8068137","328356","-240811","-2.985","36.491","55260","12.822","49360","11.453","433938","29510","30817","274721","631223","840866","1472089","18.246","7.824","1107189","1712900","605711","21.23","7.507"
"Washington","2003","7964509","332113","20188","0.253","34.04","52171","11.985","46827","10.757","437989","28596","29376","205349","496842","878922","1375764","17.274","6.238","861224","1355576","494352","17.02","6.207"
"Washington","2004","8025983","336488","93589","1.166","31.15","52264","11.859","45110","10.236","444293","28788","29612","199667","499667","843960","1343627","16.741","6.226","808380","1250038","441658","15.575","5.503"
"Washington","2005","8163402","341855","141450","1.733","29.494","54322","12.124","45232","10.095","452612","29355","30133","198092","509114","836206","1345320","16.48","6.237","813704","1203870","390166","14.747","4.779"
"Washington","2006","8461759","348338","442080","5.224","26.391","62288","13.59","48464","10.574","465253","32783","33564","210567","591806","966843","1558649","18.42","6.994","712051","1116569","404518","13.195","4.781"
"Washington","2007","8826593","353628","290976","3.297","29.95","59226","12.622","47798","10.187","474932","29375","30100","199835","556964","1055775","1612739","18.271","6.31","864398","1321763","457365","14.975","5.182"
"Washington","2008","9043949","356036","172871","1.911","29.335","53706","11.269","48109","10.095","479369","30540","31483","201637","519140","980268","1499408","16.579","5.74","914708","1326537","411829","14.668","4.554"
"Washington","2009","9013772","354465","-292977","-3.25","26.659","49359","10.287","49652","10.348","479684","31622","32532","205906","451021","750486","1201507","13.33","5.004","1078041","1494484","416443","16.58","4.62"
"Washington","2010","8808280","354116","-116679","-1.325","27.036","48756","10.16","46214","9.631","481141","28841","29631","179424","462461","728223","1190684","13.518","5.25","937344","1307363","370019","14.842","4.201"
"Washington","2011","8849096","356070","187080","2.114","25.269","50691","10.501","45172","9.358","485469","28995","29848","174149","426814","878305","1305119","14.749","4.823","792241","1118039","325798","12.634","3.682"
"Washington","2012","9121787","362835","348089","3.816","24.09","52833","10.813","43802","8.965","493110","26280","27301","173846","456873","989929","1446802","15.861","5.009","732204","1098713","366509","12.045","4.018"
"Washington","2013","9448000","368983","294080","3.113","24.429","52928","10.661","43364","8.735","501242","26795","27384","172167","460189","987896","1448085","15.327","4.871","764755","1154005","389250","12.214","4.12"
"Washington","2014","9747398","375835","304761","3.127","23.536","54682","10.801","42625","8.419","512303","27401","28120","177443","492732","959101","1451833","14.895","5.055","763158","1147072","383914","11.768","3.939"
"Washington","2015","10074762","382263","319199","3.168","23.438","55202","10.686","44604","8.634","521882","28792","29655","187157","514198","985647","1499845","14.887","5.104","801583","1180646","379063","11.719","3.763"
"Washington","2016","10329951","388176","198865","1.925","24.132","57333","10.873","44713","8.48","533617","30774","31725","201780","511089","934176","1445265","13.991","4.948","895291","1246400","351109","12.066","3.399"
"Washington","2017","10478377","392983","148974","1.422","26.89","57060","10.649","50253","9.379","539225","32581","33684","225814","518685","1039109","1557794","14.867","4.95","948932","1408820","459888","13.445","4.389"
"Washington","2018","10665187","398649","228987","2.147","23.378","54923","10.141","47788","8.824","545159","34659","35987","231613","474098","1001535","1475633","13.836","4.445","854572","1246646","392074","11.689","3.676"
"West Virginia","1978","372559","22954","52561","14.108","31.444","4937","19.228","3304","12.868","26492","2268","2300","12287","45880","65255","111135","29.83","12.315","33522","58574","25052","15.722","6.724"
"West Virginia","1979","414252","23772","29359","7.087","32.79","4528","16.824","3339","12.406","27508","2284","2347","13399","38089","59186","97275","23.482","9.195","40737","67916","27179","16.395","6.561"
"West Virginia","1980","426247","23597","-4312","-1.012","37.365","4115","15.052","3795","13.882","27498","2685","2725","16582","31075","48558","79633","18.682","7.29","43505","83945","40440","19.694","9.487"
"West Virginia","1981","426769","24053","10462","2.451","33.879","4599","16.56","3368","12.128","28387","2316","2355","12375","36432","46322","82754","19.391","8.537","49156","72292","23136","16.939","5.421"
"West Virginia","1982","432066","23780","3392","0.785","35.811","4251","15.04","3894","13.777","28444","2707","2736","14743","33071","47684","80755","18.69","7.654","51722","77363","25641","17.905","5.935"
"West Virginia","1983","429057","24493","-3156","-0.736","37.456","4374","15.285","3107","10.857","29250","2091","2129","13403","32734","47619","80353","18.728","7.629","58342","83509","25167","19.463","5.866"
"West Virginia","1984","442583","25455","33883","7.656","26.819","4597","15.56","3081","10.429","30302","2154","2216","13164","34263","58968","93231","21.065","7.742","36276","59348","23072","13.409","5.213"
"West Virginia","1985","467014","25653","23045","4.935","29.338","4601","15.281","3823","12.697","30498","2736","2791","17336","33785","57766","91551","19.603","7.234","41497","68506","27009","14.669","5.783"
"West Virginia","1986","482923","25593","6894","1.428","36.69","4543","15.014","3745","12.377","30657","2629","2677","17228","40554","54933","95487","19.773","8.398","57214","88593","31379","18.345","6.498"
"West Virginia","1987","489435","25907","11115","2.271","36.69","4735","15.518","3761","12.326","30999","2513","2573","17331","40369","60534","100903","20.616","8.248","60562","89788","29226","18.345","5.971"
"West Virginia","1988","505536","26357","21873","4.327","34.377","4817","15.35","3895","12.412","31843","2672","2771","18957","49780","58987","108767","21.515","9.847","52292","86894","34602","17.188","6.845"
"West Virginia","1989","527322","26563","30358","5.757","32.476","4550","14.31","3729","11.728","32206","2617","2692","18886","45239","70746","115985","21.995","8.579","50722","85627","34905","16.238","6.619"
