"Category","Description","Nutrient Data Bank Number","Data.Alpha Carotene","Data.Beta Carotene","Data.Beta Cryptoxanthin","Data.Carbohydrate","Data.Cholesterol","Data.Choline","Data.Fiber","Data.Lutein and Zeaxanthin","Data.Lycopene","Data.Niacin","Data.Protein","Data.Retinol","Data.Riboflavin","Data.Selenium","Data.Sugar Total","Data.Thiamin","Data.Water","Data.Fat.Monosaturated Fat","Data.Fat.Polysaturated Fat","Data.Fat.Saturated Fat","Data.Fat.Total Lipid","Data.Major Minerals.Calcium","Data.Major Minerals.Copper","Data.Major Minerals.Iron","Data.Major Minerals.Magnesium","Data.Major Minerals.Phosphorus","Data.Major Minerals.Potassium","Data.Major Minerals.Sodium","Data.Major Minerals.Zinc","Data.Vitamins.Vitamin A - RAE","Data.Vitamins.Vitamin B12","Data.Vitamins.Vitamin B6","Data.Vitamins.Vitamin C","Data.Vitamins.Vitamin E","Data.Vitamins.Vitamin K"
"Snacks","Snacks, popcorn, caramel-coated, with peanuts","19038","23","35","0","80.7","0","17.3","3.8","580","0","1.99","6.4","0","0.126","3.9","45.36","0.051","3.3","2.73","3.27","1.04","7.8","66","0.297","3.91","80","127","355","177","1.24","4","0.0","0.185","0.0","0.85","3.9"
"Snacks","Snacks, popcorn, caramel-coated, without peanuts","19039","0","1","0","79.1","0","23.5","5.2","0","0","2.2","3.8","2","0.07","3.6","53.19","0.065","2.8","2.88","4.48","3.61","12.8","43","0.119","1.74","35","83","109","206","0.58","2","0.01","0.028","0.0","1.2","12.5"
"Snacks","Snacks, popcorn, cheese-flavor","19040","40","62","0","51.6","11","15.3","9.9","1002","0","1.453","9.3","1","0.241","12.0","0.79","0.124","2.5","9.7","15.37","6.41","33.2","113","0.14","2.24","91","361","261","889","2.01","8","0.53","0.235","0.5","3.82","8.2"
"Snacks","Snacks, pork skins, plain","19041","0","0","0","0.0","95","164.5","0.0","0","0","1.549","61.3","12","0.283","41.0","0.0","0.099","1.8","14.78","3.64","11.37","31.3","30","0.094","0.88","11","85","127","1818","0.56","12","0.64","0.023","0.5","0.53","0.0"
"Snacks","Snacks, potato chips, barbecue-flavor","19042","5","203","60","55.92","0","11.5","3.8","151","130","4.957","6.51","0","0.119","0.4","5.47","0.221","2.48","13.221","12.207","4.002","31.06","32","0.247","1.36","58","145","1186","545","0.98","20","0.0","0.375","62.4","4.42","16.1"
"Snacks","Snacks, potato chips, made from dried potatoes, reduced fat","19045","0","0","0","64.76","0","0.0","3.2","0","0","3.595","4.56","0","0.015","2.9","0.63","0.212","2.22","4.553","12.201","6.759","26.14","29","0.153","1.11","45","129","760","450","0.7","0","0.0","0.412","12.0","2.18","7.2"
"Snacks","Snacks, pretzels, hard, plain, salted","19047","0","0","0","80.39","0","29.5","3.4","9","0","5.27","10.04","0","0.332","4.4","2.21","0.424","3.13","0.727","1.291","0.391","2.93","27","0.156","4.58","29","128","223","1240","1.04","0","0.0","0.074","2.1","0.47","2.8"
"Snacks","Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel","19049","0","18","0","66.5","5","21.0","3.6","5","0","3.183","9.85","55","0.557","5.7","17.6","0.3","1.67","3.806","1.354","9.656","16.92","197","0.119","0.92","22","143","130","1117","0.73","56","0.12","0.046","0.0","0.67","3.3"
"Snacks","Snacks, tortilla chips, plain, white corn, salted","19056","0","2","2","67.78","0","19.4","5.4","5","0","0.838","7.1","0","0.07","4.4","0.78","0.14","2.64","5.664","10.769","2.811","20.68","106","0.097","1.52","84","225","182","328","1.38","0","0.0","0.179","0.0","3.53","20.9"
"Snacks","Snacks, tortilla chips, nacho cheese","19057","8","35","55","60.81","0","22.5","5.1","769","33","1.29","7.36","0","0.136","7.4","2.59","0.153","1.66","9.089","12.257","3.876","27.42","137","0.102","1.16","75","252","223","691","1.38","6","0.0","0.22","0.4","6.24","1.3"
"Candies","Candies, NESTLE, BIT-O'-HONEY Candy Chews","19068","0","0","0","80.89","0","2.5","0.2","0","0","0.069","2.0","0","0.044","1.3","48.0","0.06","8.3","1.03","0.338","5.5","7.5","35","0.026","0.2","7","28","44","295","0.49","0","0.06","0.009","0.8","0.3","0.0"
"Candies","Candies, NESTLE, BUTTERFINGER Bar","19069","0","0","0","72.9","0","15.0","2.0","0","0","2.649","5.4","0","0.062","2.9","45.9","0.121","1.23","5.119","3.164","9.5","18.9","36","0.193","0.79","48","97","220","230","1.0","0","0.04","0.069","0.0","1.72","2.2"
"Candies","Candies, butterscotch","19070","0","6","0","90.4","9","0.8","0.0","0","0","0.002","0.03","27","0.016","0.6","80.46","0.012","5.25","0.845","0.122","2.065","3.3","4","0.001","0.01","0","1","3","391","0.09","28","0.0","0.0","0.0","0.09","0.3"
"Candies","Candies, carob, unsweetened","19071","0","5","0","56.29","1","19.0","3.8","0","0","1.04","8.15","0","0.178","5.2","34.11","0.1","1.54","0.483","0.295","29.018","31.36","303","0.183","1.29","36","126","633","107","3.53","1","0.28","0.13","0.5","1.57","7.7"
"Candies","Candies, caramels","19074","0","2","0","77.0","7","8.0","0.0","0","0","0.148","4.6","11","0.256","1.8","65.5","0.103","8.5","1.542","3.478","2.476","8.1","138","0.018","0.14","17","114","214","245","0.44","12","0.3","0.056","0.4","0.46","1.8"
"Candies","Candies, caramels, chocolate-flavor roll","19076","0","0","0","87.73","2","18.7","0.1","1","0","0.21","1.59","0","0.07","2.2","56.32","0.056","6.69","1.929","0.266","0.967","3.31","36","0.13","0.8","22","57","116","44","0.4","0","0.0","0.01","0.0","0.65","9.6"
"Baking chocolate","Baking chocolate, unsweetened, squares","19078","0","0","0","28.42","2","45.7","16.6","38","0","1.355","14.32","0","0.1","8.1","0.91","0.147","1.34","16.068","1.551","32.277","52.31","101","3.233","17.4","327","400","830","24","9.63","0","0.0","0.027","0.0","0.4","9.7"
"Candies","Candies, confectioner's coating, yogurt","19079","0","0","0","63.94","1","24.8","0.0","0","0","0.154","5.87","1","0.261","4.7","62.36","0.064","1.91","0.526","0.524","24.104","27.0","205","0.008","0.14","18","157","290","88","0.7","1","0.65","0.056","0.5","1.11","9.4"
"Candies","Candies, semisweet chocolate","19080","0","0","0","63.9","0","22.0","5.9","18","0","0.427","4.2","0","0.09","4.2","54.5","0.055","0.7","9.966","0.966","17.75","30.0","32","0.7","3.13","115","132","365","11","1.62","0","0.0","0.035","0.0","0.26","5.6"
"Candies","Candies, sweet chocolate","19081","0","0","0","60.4","0","29.9","5.5","18","0","0.67","3.9","0","0.24","2.8","51.48","0.02","0.5","11.22","0.99","20.08","34.2","24","0.574","2.76","113","147","290","16","1.5","0","0.0","0.043","0.0","0.26","6.3"
"Candies","Candies, sweet chocolate coated fondant","19083","0","0","0","80.4","0","2.8","2.1","4","0","0.575","2.2","0","0.058","1.6","71.42","0.026","7.7","3.09","0.3","5.46","9.3","17","0.43","1.56","63","95","168","26","0.45","0","0.0","0.01","0.0","0.13","2.1"
"Candies","Candies, confectioner's coating, butterscotch","19085","0","0","0","67.1","0","10.9","0.0","0","0","0.049","2.2","0","0.075","1.3","67.1","0.015","0.75","2.271","1.041","24.1","29.05","34","0.003","0.08","5","31","64","89","0.11","0","0.1","0.016","0.1","0.68","6.5"
"Candies","Candies, confectioner's coating, peanut butter","19086","0","0","0","46.88","1","30.0","5.0","0","0","8.2","18.3","0","0.2","3.9","38.3","0.232","2.67","12.829","2.053","13.12","29.8","110","0.4","1.7","110","310","505","250","2.0","0","0.2","0.17","0.3","1.36","7.3"
"Candies","Candies, white chocolate","19087","0","0","0","59.24","21","29.5","0.2","0","0","0.745","5.87","9","0.282","4.5","59.0","0.063","1.3","9.097","1.013","19.412","32.09","199","0.06","0.24","12","176","286","90","0.74","9","0.56","0.056","0.5","0.96","9.1"
"Ice creams","Ice creams, vanilla, light","19088","0","14","0","29.46","27","26.0","0.3","0","0","0.136","4.78","127","0.255","2.0","22.12","0.053","59.85","1.281","0.219","2.927","4.83","161","0.017","0.19","14","103","208","74","0.73","128","0.47","0.045","1.2","0.12","0.4"
"Ice creams","Ice creams, vanilla, rich","19089","1","32","1","22.29","92","26.0","0.0","34","0","0.082","3.5","179","0.167","3.5","20.65","0.041","57.2","4.46","0.68","10.329","16.2","117","0.008","0.34","11","105","157","61","0.47","182","0.39","0.045","0.0","0.51","1.3"
"Ice creams","Ice creams, vanilla","19095","0","19","0","23.6","44","26.0","0.7","0","0","0.116","3.5","116","0.24","1.8","21.22","0.041","61.0","2.969","0.452","6.79","11.0","128","0.023","0.09","14","105","199","80","0.69","118","0.39","0.048","0.6","0.3","0.3"
"Sherbet","Sherbet, orange","19097","0","1","5","30.4","1","7.7","1.3","7","0","0.063","1.1","12","0.097","1.5","24.32","0.027","66.1","0.53","0.08","1.16","2.0","54","0.028","0.14","8","40","96","46","0.48","12","0.13","0.023","2.3","0.01","0.0"
"Candies","Candies, 5TH AVENUE Candy Bar","19098","0","1","0","62.68","6","14.9","3.1","0","0","3.9","8.78","14","0.09","0.6","47.19","0.14","2.3","10.6","3.39","6.65","23.98","73","0.21","1.2","62","141","347","225","1.12","14","0.18","0.11","0.4","2.7","2.7"
"Candies","Candies, fondant, prepared-from-recipe","19099","0","0","0","93.18","0","0.0","0.0","0","0","0.0","0.0","0","0.016","0.6","88.9","0.005","6.74","0.0","0.0","0.0","0.02","3","0.003","0.01","0","0","4","11","0.04","0","0.0","0.0","0.0","0.0","0.0"
"Candies","Candies, fudge, chocolate, prepared-from-recipe","19100","0","10","0","76.7","14","10.0","1.7","4","0","0.176","2.39","43","0.085","2.5","73.12","0.026","9.81","2.943","0.373","6.448","10.41","49","0.329","1.77","36","71","134","45","1.11","44","0.09","0.012","0.0","0.18","1.4"
"Candies","Candies, fudge, chocolate, with nuts, prepared-from-recipe","19101","0","10","0","68.15","12","14.6","2.5","5","0","0.315","4.38","37","0.095","2.9","63.37","0.067","7.66","3.9","7.529","6.489","18.93","57","0.526","1.97","55","114","183","39","1.43","38","0.07","0.088","0.2","0.26","1.6"
"Candies","Candies, fudge, vanilla, prepared-from-recipe","19103","0","10","0","82.15","15","5.3","0.0","0","0","0.038","1.05","45","0.074","1.7","79.77","0.014","10.85","1.399","0.227","3.382","5.45","38","0.004","0.02","3","30","49","47","0.15","46","0.08","0.009","0.0","0.14","0.5"
"Candies","Candies, fudge, vanilla with nuts","19104","0","11","0","74.61","13","10.0","0.9","1","0","0.179","3.0","40","0.085","2.2","71.0","0.051","7.99","2.454","6.614","3.828","13.69","47","0.219","0.41","24","73","103","42","0.56","41","0.07","0.077","0.1","0.22","0.8"
"Candies","Candies, gumdrops, starch jelly pieces","19106","0","0","0","98.9","0","0.0","0.1","0","0","0.01","0.0","0","0.013","0.8","58.97","0.006","1.0","0.0","0.0","0.0","0.0","3","0.012","0.4","1","1","5","44","0.0","0","0.0","0.005","0.0","0.0","0.0"
"Candies","Candies, hard","19107","0","0","0","98.0","0","0.0","0.0","0","0","0.007","0.0","0","0.003","0.6","62.9","0.004","1.3","0.0","0.0","0.0","0.2","3","0.029","0.3","3","3","5","38","0.01","0","0.0","0.003","0.0","0.0","0.0"
"Candies","Candies, jellybeans","19108","0","0","0","93.55","0","0.0","0.2","0","0","0.008","0.0","0","0.011","1.1","70.0","0.004","6.3","0.0","0.0","0.0","0.05","3","0.028","0.13","2","4","37","50","0.05","0","0.0","0.004","0.0","0.0","0.0"
"Candies","Candies, KIT KAT Wafer Bar","19109","0","0","0","64.59","11","31.0","1.0","23","0","0.5","6.51","24","0.21","5.0","48.68","0.117","1.63","5.844","0.895","17.953","25.99","125","0.22","1.0","37","135","231","54","0.09","24","0.56","0.02","0.0","0.34","5.2"
"Candies","Candies, NESTLE, BABY RUTH Bar","19111","0","0","0","64.8","0","34.9","2.0","0","0","1.251","5.4","0","0.121","2.5","54.0","0.058","6.99","5.557","2.638","12.1","21.6","47","0.225","0.63","43","94","249","230","0.72","0","0.06","0.042","0.0","0.93","2.3"
"Ice creams","Ice creams, chocolate, light","19114","0","135","0","25.7","28","19.6","0.8","1","0","0.126","5.0","60","0.129","2.2","24.71","0.023","61.43","2.055","0.241","4.38","7.19","159","0.103","0.69","20","83","170","71","0.43","71","0.14","0.023","1.2","0.2","0.6"
"Candies","Candies, MARS SNACKFOOD US, MARS Almond Bar","19115","0","1","0","62.7","17","37.1","2.0","0","0","0.945","8.1","15","0.312","1.6","52.1","0.041","4.5","10.693","3.98","7.268","23.0","168","0.25","1.1","72","234","325","170","1.11","15","0.36","0.06","0.7","7.75","10.9"
"Candies","Candies, marshmallows","19116","0","0","0","81.3","0","0.1","0.1","0","0","0.078","1.8","0","0.001","1.7","57.56","0.001","16.4","0.08","0.047","0.056","0.2","3","0.097","0.23","2","8","5","80","0.04","0","0.0","0.003","0.0","0.0","0.0"
"Candies","Candies, NESTLE, OH HENRY! Bar","19118","0","0","0","65.5","7","37.1","1.9","0","0","2.545","7.7","0","0.121","3.2","46.2","0.149","2.3","5.53","2.706","9.6","23.0","69","0.353","0.5","51","140","259","193","1.19","0","0.2","0.086","0.0","2.21","1.2"
"Candies","Candies, milk chocolate","19120","0","0","0","59.4","23","46.1","3.4","6","0","0.386","7.65","59","0.298","4.5","51.5","0.112","1.5","7.186","1.376","18.509","29.66","189","0.491","2.35","63","208","372","79","2.3","59","0.75","0.036","0.0","0.51","5.7"
"Baking chocolate","Baking chocolate, mexican, squares","19124","0","0","0","77.41","0","45.6","4.0","7","0","1.829","3.64","0","0.105","1.8","69.4","0.057","1.59","5.044","1.162","8.606","15.59","34","0.67","2.18","95","142","397","3","1.26","0","0.0","0.034","0.1","0.36","2.2"
"Chocolate-flavored hazelnut spread","Chocolate-flavored hazelnut spread","19125","0","1","0","62.36","0","17.6","5.4","10","0","0.427","5.41","0","0.17","3.6","54.05","0.085","1.07","0.0","0.0","28.423","29.73","108","0.469","4.38","64","152","407","41","1.06","1","0.27","0.082","0.0","4.96","1.9"
"Candies","Candies, milk chocolate coated peanuts","19126","0","0","0","49.7","9","47.8","4.7","4","0","4.249","13.1","41","0.174","5.4","37.59","0.116","1.9","12.92","4.33","14.6","33.5","104","0.544","1.31","96","212","502","41","2.6","41","0.53","0.1","0.0","2.4","4.0"
"Candies","Candies, milk chocolate coated raisins","19127","0","0","0","68.4","3","26.3","3.1","3","0","0.4","4.1","29","0.161","2.6","62.22","0.084","11.2","3.134","0.571","10.272","14.8","86","0.373","1.71","45","143","514","36","1.25","29","0.37","0.074","0.2","0.29","3.9"
"Syrups","Syrups, table blends, pancake, reduced-calorie","19128","0","0","0","44.55","0","0.1","0.0","0","0","0.004","0.0","0","0.003","0.5","32.8","0.025","54.9","0.0","0.0","0.0","0.0","10","0.018","0.03","2","43","3","178","0.2","0","0.0","0.003","0.0","0.0","0.0"
"Candies","Candies, milk chocolate, with almonds","19132","0","0","0","53.4","19","46.8","6.2","6","0","0.742","9.0","52","0.435","4.0","43.9","0.06","1.5","11.96","3.019","17.701","34.4","224","0.422","1.63","90","264","444","74","1.34","52","0.67","0.045","0.2","3.14","5.1"
"Candies","Candies, milk chocolate, with rice cereal","19134","0","0","0","59.67","23","45.8","3.3","6","0","0.672","7.64","65","0.323","4.6","51.06","0.131","1.52","8.64","0.78","15.89","29.37","187","0.488","2.65","62","207","370","86","2.29","65","0.8","0.055","0.6","0.5","5.7"
"Candies","Candies, MARS SNACKFOOD US, MILKY WAY Bar","19135","0","4","0","71.17","9","16.5","1.0","1","0","0.154","4.01","31","0.103","2.0","59.69","0.046","6.3","2.23","0.26","12.016","17.23","115","0.147","0.49","20","67","124","167","0.69","31","0.18","0.014","0.7","0.89","3.6"
"Candies","Candies, HERSHEY'S SKOR Toffee Bar","19136","2","0","0","63.73","53","3.1","1.3","7","0","0.13","3.13","61","0.1","0.0","59.89","0.02","1.57","9.714","1.191","18.78","30.37","30","0.04","0.57","10","61","153","317","0.17","61","0.21","0.022","0.5","0.58","8.6"
"Toppings","Toppings, strawberry","19137","0","9","0","66.3","0","9.8","0.7","9","0","0.161","0.2","0","0.024","0.8","27.38","0.011","33.0","0.014","0.05","0.005","0.1","6","0.032","0.28","4","5","51","21","0.06","1","0.0","0.012","13.7","0.1","0.7"
"Candies","Candies, MARS SNACKFOOD US, M&M's Peanut Chocolate Candies","19140","0","0","0","60.48","8","37.3","3.7","0","0","3.362","9.57","22","0.106","4.1","50.75","0.063","2.48","8.086","3.456","10.169","26.13","102","0.505","1.16","69","190","347","50","1.76","22","0.32","0.09","0.0","2.85","3.0"
"Candies","Candies, MARS SNACKFOOD US, M&M's Milk Chocolate Candies","19141","0","0","0","71.19","14","21.7","2.8","0","0","0.27","4.33","56","0.213","3.3","63.68","0.079","1.7","5.183","0.921","13.08","21.13","105","0.344","1.11","44","146","261","61","1.61","56","0.53","0.025","0.5","0.36","4.0"
"Candies","Candies, MOUNDS Candy Bar","19142","0","0","0","58.88","2","11.8","3.7","5","0","0.277","4.6","0","0.058","6.6","46.19","0.049","9.05","0.39","0.14","20.58","26.6","21","0.4","2.09","55","91","321","145","1.1","0","0.0","0.09","0.4","0.19","1.6"
"Candies","Candies, MR. GOODBAR Chocolate Bar","19143","0","0","0","54.34","10","47.4","3.8","5","0","3.44","10.22","35","0.14","0.0","47.22","0.14","0.45","8.203","4.366","14.13","33.21","110","0.17","1.39","47","163","394","41","0.93","35","0.33","0.07","0.9","3.17","3.6"
"Candies","Candies, NESTLE, 100 GRAND Bar","19144","0","3","0","70.97","12","24.6","1.0","2","0","0.198","2.5","37","0.119","2.5","51.9","0.058","6.1","6.039","1.388","11.9","19.33","76","0.185","0.34","25","86","163","203","0.99","38","0.29","0.016","0.7","0.42","6.2"
"Candies","Candies, peanut bar","19147","0","0","0","47.4","0","29.4","4.1","0","0","7.922","15.5","0","0.14","4.7","42.22","0.1","1.6","16.721","10.65","4.678","33.7","78","0.774","0.97","110","308","407","156","3.94","0","0.0","0.153","0.0","4.1","0.0"
"Candies","Candies, peanut brittle, prepared-from-recipe","19148","0","9","0","71.24","12","13.5","2.5","0","0","2.646","7.57","38","0.044","2.6","51.33","0.134","0.7","8.064","4.558","4.144","18.98","27","0.254","1.22","42","106","168","445","0.87","39","0.01","0.079","0.0","2.56","0.4"
"Candies","Candies, REESE'S Peanut Butter Cups","19150","0","0","0","55.36","6","35.4","3.6","2","0","4.49","10.24","17","0.11","1.4","47.17","0.16","1.44","13.1","5.5","10.73","30.53","78","0.24","1.21","62","161","343","357","1.28","17","0.26","0.1","0.3","0.15","2.0"
"Candies","Candies, REESE'S PIECES Candy","19151","0","0","0","59.86","0","28.7","3.0","0","0","6.06","12.46","0","0.22","0.8","53.25","0.18","1.0","4.46","1.88","16.42","24.77","69","0.41","0.49","88","207","359","194","1.15","0","0.11","0.11","0.0","0.99","5.9"
"Candies","Candies, ROLO Caramels in Milk Chocolate","19152","0","0","0","67.95","12","20.1","0.9","0","0","0.04","5.08","33","0.12","0.0","63.93","0.02","4.6","2.104","0.265","14.542","20.93","145","0.0","0.42","0","71","188","188","0.0","33","0.33","0.0","0.9","1.1","3.2"
"Candies","Candies, sesame crunch","19154","0","3","0","50.3","0","16.7","7.7","0","0","3.703","11.6","0","0.159","4.0","31.17","0.444","2.2","12.571","14.591","4.662","33.3","639","0.95","4.27","251","412","307","167","3.76","0","0.0","0.491","0.0","0.16","0.0"
"Candies","Candies, MARS SNACKFOOD US, SNICKERS Bar","19155","0","6","0","61.51","13","38.5","2.3","16","0","3.6","7.53","45","0.13","7.8","50.47","0.06","5.55","7.875","3.014","9.069","23.85","93","0.27","0.72","72","190","323","239","2.5","46","0.16","0.09","0.5","1.5","1.9"
"Candies","Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Original fruits","19156","0","0","0","82.57","0","0.0","0.0","6","0","0.005","0.41","0","0.002","0.8","58.12","0.001","8.51","0.0","0.0","7.778","8.21","0","0.012","0.01","1","5","2","2","0.0","0","0.0","0.0","58.7","0.33","2.1"
"Candies","Candies, MARS SNACKFOOD US, 3 MUSKETEERS Bar","19159","0","0","0","77.77","5","12.2","1.5","1","0","0.23","2.6","20","0.056","1.9","66.89","0.034","5.8","2.373","0.316","8.646","12.75","54","0.155","0.67","29","69","133","194","0.55","20","0.16","0.015","0.2","0.98","2.9"
"Candies","Candies, MARS SNACKFOOD US, TWIX Caramel Cookie Bars","19160","0","0","0","64.8","7","20.9","1.1","5","0","1.109","4.91","20","0.208","4.3","48.25","0.155","4.23","2.988","0.628","18.96","24.85","106","0.197","0.81","27","105","186","198","1.06","20","0.33","0.025","0.6","0.74","5.6"
"Candies","Candies, MARS SNACKFOOD US, TWIX Peanut Butter Cookie Bars","19161","0","1","0","54.14","6","29.4","3.1","31","0","2.379","9.18","20","0.145","12.9","36.13","0.098","1.82","12.317","3.407","15.758","32.67","75","0.29","1.32","61","173","264","226","1.61","20","0.26","0.114","0.3","3.42","6.0"
"Candies","Candies, WHATCHAMACALLIT Candy Bar","19162","0","1","0","63.23","12","25.0","1.9","0","0","2.47","8.04","37","0.21","0.7","48.86","0.11","3.04","3.78","0.83","17.04","23.68","118","0.12","1.13","28","138","303","299","0.43","37","0.37","0.04","0.9","1.27","4.3"
"Chewing gum","Chewing gum","19163","0","0","0","96.7","0","0.0","2.4","0","0","0.0","0.0","0","0.0","0.6","66.08","0.0","2.6","0.079","0.137","0.042","0.3","0","0.0","0.0","0","0","2","1","0.0","0","0.0","0.0","0.0","0.0","0.0"
"Cocoa","Cocoa, dry powder, unsweetened","19165","0","0","0","57.9","0","12.0","37.0","38","0","2.185","19.6","0","0.241","14.3","1.75","0.078","3.0","4.57","0.44","8.07","13.7","128","3.788","13.86","499","734","1524","21","6.81","0","0.0","0.118","0.0","0.1","2.5"
"Gelatin desserts","Gelatin desserts, dry mix, prepared with water","19173","0","0","0","14.19","0","0.5","0.0","0","0","0.001","1.22","0","0.006","1.1","13.49","0.0","84.39","0.0","0.0","0.0","0.0","3","0.024","0.02","1","22","1","75","0.01","0","0.0","0.0","0.0","0.0","0.0"
"Gelatin desserts","Gelatin desserts, dry mix, reduced calorie, with aspartame, prepared with water","19176","0","0","0","4.22","0","0.0","0.0","0","0","0.0","0.83","0","0.0","0.0","0.0","0.0","94.74","0.0","0.0","0.0","0.0","3","0.007","0.01","1","68","1","48","0.0","0","0.0","0.0","0.0","0.0","0.0"
"Gelatins","Gelatins, dry powder, unsweetened","19177","0","0","0","0.0","0","38.5","0.0","0","0","0.085","85.6","0","0.23","39.5","0.0","0.025","13.0","0.06","0.01","0.07","0.1","55","2.161","1.11","22","39","16","196","0.14","0","0.0","0.007","0.0","0.0","0.0"
"Puddings","Puddings, chocolate, ready-to-eat","19183","0","0","0","23.01","1","9.5","0.0","1","0","0.123","2.09","14","0.072","0.0","17.17","0.024","69.46","2.731","0.105","1.263","4.6","51","0.092","1.27","18","56","184","152","0.34","14","0.09","0.018","0.3","0.31","0.6"
"Puddings","Puddings, chocolate, dry mix, instant","19184","0","0","0","87.9","0","3.4","3.6","4","0","0.234","2.3","0","0.055","2.5","67.86","0.01","3.2","0.487","0.348","0.825","1.9","12","0.354","1.29","45","72","236","1771","0.62","0","0.0","0.012","0.0","0.07","1.5"
"Puddings","Puddings, rice, ready-to-eat","19193","0","4","0","18.39","12","7.8","0.3","9","0","0.217","3.23","19","0.183","3.2","11.59","0.027","75.15","0.556","0.129","1.208","2.15","95","0.023","0.11","8","82","125","97","0.43","19","0.15","0.052","1.3","0.07","0.2"
"Puddings","Puddings, vanilla, ready-to-eat","19201","0","0","0","22.6","1","6.2","0.0","0","0","0.057","1.45","2","0.071","0.0","16.97","0.019","71.66","2.286","0.087","1.016","3.78","49","0.018","0.09","4","41","65","172","0.16","2","0.15","0.019","0.2","0.3","0.6"
"Puddings","Puddings, vanilla, dry mix, instant","19202","0","0","0","92.9","0","1.1","0.0","0","0","0.006","0.0","1","0.028","0.7","92.9","0.002","2.6","0.12","0.01","0.432","0.6","12","0.093","0.01","1","705","12","1400","0.06","1","0.02","0.002","0.0","0.02","0.1"
"Puddings","Puddings, tapioca, ready-to-eat","19218","0","0","0","21.69","1","6.2","0.0","0","0","0.065","1.95","0","0.097","0.0","14.91","0.024","71.84","2.538","0.072","0.962","3.88","71","0.018","0.11","6","60","92","145","0.22","0","0.21","0.024","0.3","0.15","0.4"
"Frostings","Frostings, chocolate, creamy, ready-to-eat","19226","0","0","0","63.2","0","6.9","0.9","0","0","0.119","1.1","0","0.017","0.8","57.7","0.013","17.0","9.02","2.226","5.526","17.6","8","0.2","1.42","21","79","196","183","0.29","0","0.0","0.005","0.0","1.56","0.0"
"Frostings","Frostings, vanilla, creamy, ready-to-eat","19230","0","0","0","67.89","0","2.3","0.0","0","0","0.22","0.0","0","0.302","0.1","63.1","0.01","15.07","4.86","7.951","2.974","16.23","3","0.0","0.16","1","18","34","184","0.07","0","0.0","0.0","0.0","1.53","13.0"
"Candies","Candies, HERSHEY, REESESTICKS crispy wafers, peanut butter, milk chocolate","19249","0","4","0","55.38","6","28.2","3.3","45","0","3.64","9.53","14","0.1","0.7","40.33","0.13","1.6","10.82","4.68","13.21","31.34","70","0.2","1.3","49","144","295","264","0.99","14","0.15","0.08","0.6","2.77","5.9"
"Ice creams","Ice creams, vanilla, light, no sugar added","19260","0","12","0","21.42","27","23.0","0.0","0","0","0.074","3.97","85","0.122","1.9","6.46","0.029","65.52","1.855","0.74","4.048","7.45","136","0.03","0.19","9","75","196","96","0.31","86","0.52","0.029","0.9","0.29","2.8"
"Frozen novelties","Frozen novelties, fruit and juice bars","19263","0","11","0","20.2","0","4.0","1.0","34","0","0.159","1.2","0","0.018","0.2","17.48","0.011","78.3","0.0","0.03","0.0","0.1","5","0.0","0.19","4","6","53","4","0.05","1","0.0","0.025","9.5","0.0","0.9"
"Ice creams","Ice creams, chocolate, light, no sugar added","19265","0","10","0","26.79","16","11.7","0.9","0","0","0.111","3.54","74","0.18","2.9","5.65","0.044","62.99","0.93","0.527","3.61","5.74","121","0.018","0.48","15","106","196","75","0.4","75","0.38","0.042","0.7","0.3","3.6"
"Ice creams","Ice creams, chocolate","19270","0","19","0","28.2","34","22.5","1.2","0","0","0.226","3.8","116","0.194","2.5","25.36","0.042","55.7","3.21","0.41","6.8","11.0","109","0.135","0.93","29","107","249","76","0.58","118","0.29","0.055","0.7","0.3","0.3"
"Candies","Candies, milk chocolate coated coffee beans","19279","0","0","0","55.25","20","40.5","5.7","5","0","0.332","7.41","51","0.315","4.3","50.75","0.098","2.42","13.735","1.31","18.138","33.18","169","0.492","2.29","64","188","413","70","2.02","51","0.65","0.031","0.0","0.44","5.4"
"Frozen novelties","Frozen novelties, ice type, lime","19280","0","0","0","32.6","0","4.0","0.0","0","0","0.007","0.4","0","0.0","0.1","32.6","0.001","66.9","0.0","0.0","0.0","0.0","2","0.013","0.16","1","1","3","22","0.02","0","0.0","0.001","1.0","0.0","0.0"
"Frozen novelties","Frozen novelties, ice type, pop","19283","0","0","0","19.23","0","0.0","0.0","0","0","0.0","0.0","0","0.0","0.2","13.66","0.0","80.49","0.051","0.016","0.013","0.24","0","0.0","0.54","1","0","15","7","0.15","0","0.0","0.0","0.7","0.0","0.0"
"Frozen yogurts","Frozen yogurts, vanilla, soft-serve","19293","0","11","0","24.2","2","20.2","0.0","0","0","0.287","4.0","58","0.224","3.3","24.0","0.037","65.3","1.59","0.21","3.42","5.6","143","0.04","0.3","14","129","211","87","0.42","59","0.29","0.08","0.8","0.11","0.3"
"Fruit butters","Fruit butters, apple","19294","0","9","9","42.47","0","2.1","1.5","17","0","0.076","0.39","0","0.019","0.4","35.3","0.009","56.45","0.016","0.084","0.053","0.3","14","0.08","0.31","4","8","91","15","0.06","1","0.0","0.037","0.6","0.05","0.9"
