"genre","sold by","daily average.amazon revenue","daily average.author revenue","daily average.gross sales","daily average.publisher revenue","daily average.units sold","publisher.name","publisher.type","statistics.average rating","statistics.sale price","statistics.sales rank","statistics.total reviews"
"nonfiction","Random House LLC","5.994","5.994","29.97","17.982","3","Broadway Books","big five","3.13","9.99","63568","30"
"comics","DC Comics","6.294","6.294","31.47","18.882","3","(Small or Medium Publisher)","small/medium","4.66","10.49","63570","30"
"genre fiction","Random House LLC","4.794","4.794","23.97","14.382","3","Broadway Books","big five","4.28","7.99","63571","28"
"nonfiction","Amazon Digital Services,  Inc.","2.691","6.279","8.97","0.0","3","(Indie Publisher)","indie","0.0","2.99","63576","0"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Single-Author Publisher)","single author","4.33","9.99","63577","6"
"nonfiction","Amazon Digital Services,  Inc.","20.694","20.694","103.47","62.082","3","(Small or Medium Publisher)","small/medium","4.8","34.49","63580","5"
"nonfiction","Amazon Digital Services,  Inc.","5.646","5.646","28.23","16.938","3","(Single-Author Publisher)","single author","4.89","9.41","63582","29"
"nonfiction","Amazon Digital Services,  Inc.","5.094","5.094","25.47","15.282","3","(Small or Medium Publisher)","small/medium","4.81","8.49","63588","16"
"nonfiction","Amazon Digital Services,  Inc.","8.994","8.994","44.97","26.982","3","(Small or Medium Publisher)","small/medium","4.66","14.99","63591","24"
"nonfiction","Amazon Digital Services,  Inc.","11.55","11.55","57.75","34.65","3","(Small or Medium Publisher)","small/medium","4.5","19.25","63592","6"
"nonfiction","Amazon Digital Services,  Inc.","7.494","7.494","37.47","22.482","3","(Single-Author Publisher)","single author","4.52","12.49","63599","128"
"genre fiction","Amazon Digital Services,  Inc.","2.274","2.274","11.37","6.822","3","(Small or Medium Publisher)","small/medium","4.56","3.79","63625","16"
"nonfiction","Amazon Digital Services,  Inc.","1.9305","1.0395","2.97","0.0","3","(Indie Publisher)","indie","4.17","0.99","63631","17"
"nonfiction","Amazon Digital Services,  Inc.","4.614","4.614","23.07","13.842","3","(Small or Medium Publisher)","small/medium","3.5","7.69","63633","12"
"children","Penguin Group (USA) LLC","6.594","6.594","32.97","19.782","3","Dial","big five","5.0","10.99","63636","1"
"comics","Idea & Design Works","6.294","6.294","31.47","18.882","3","(Small or Medium Publisher)","small/medium","4.68","10.49","63646","19"
"comics","Amazon Digital Services,  Inc.","4.05","4.05","20.25","12.15","3","(Small or Medium Publisher)","small/medium","4.77","6.75","63647","9"
"nonfiction","Amazon Digital Services,  Inc.","7.194","7.194","35.97","21.582","3","(Small or Medium Publisher)","small/medium","4.26","11.99","63655","23"
"children","HarperCollins Publishers","3.588","3.588","17.94","10.764","3","Katherine Tegen Books","big five","4.69","5.98","63661","33"
"genre fiction","Amazon Digital Services,  Inc.","1.86","1.86","9.3","5.58","3","(Small or Medium Publisher)","small/medium","3.75","3.1","63666","4"
"nonfiction","Amazon Digital Services,  Inc.","1.9305","1.0395","2.97","0.0","3","(Indie Publisher)","indie","3.12","0.99","63670","16"
"nonfiction","Amazon Digital Services,  Inc.","1.818","1.818","9.09","5.454","3","(Small or Medium Publisher)","small/medium","3.62","3.03","63677","8"
"nonfiction","Amazon Digital Services,  Inc.","1.794","1.794","8.97","5.382","3","(Single-Author Publisher)","single author","4.34","2.99","63678","40"
"nonfiction","Amazon Digital Services,  Inc.","2.691","6.279","8.97","0.0","3","(Indie Publisher)","indie","4.1","2.99","63679","29"
"nonfiction","Amazon Digital Services,  Inc.","1.794","1.794","8.97","5.382","3","(Single-Author Publisher)","single author","4.47","2.99","63679","17"
"nonfiction","Amazon Digital Services,  Inc.","1.794","1.794","8.97","5.382","3","(Small or Medium Publisher)","small/medium","4.0","2.99","63681","6"
"nonfiction","Amazon Digital Services,  Inc.","2.754","2.754","13.77","8.262","3","(Single-Author Publisher)","single author","4.0","4.59","63686","32"
"nonfiction","Amazon Digital Services,  Inc.","5.391","12.579","17.97","0.0","3","(Indie Publisher)","indie","5.0","5.99","63687","5"
"nonfiction","Amazon Digital Services,  Inc.","10.8","10.8","54.0","32.4","3","(Small or Medium Publisher)","small/medium","4.46","18.0","63699","115"
"nonfiction","Amazon Digital Services,  Inc.","2.394","2.394","11.97","7.182","3","(Single-Author Publisher)","single author","4.35","3.99","63701","34"
"nonfiction","Amazon Digital Services,  Inc.","23.976","23.976","119.88","71.928","3","(Small or Medium Publisher)","small/medium","0.0","39.96","63701","0"
"nonfiction","Amazon Digital Services,  Inc.","2.394","2.394","11.97","7.182","3","(Single-Author Publisher)","single author","4.83","3.99","63712","42"
"nonfiction","Amazon Digital Services,  Inc.","2.691","6.279","8.97","0.0","3","(Indie Publisher)","indie","3.8","2.99","63715","10"
"nonfiction","Amazon Digital Services,  Inc.","5.268","5.268","26.34","15.804","3","(Small or Medium Publisher)","small/medium","3.88","8.78","63725","60"
"nonfiction","Amazon Digital Services,  Inc.","0.594","0.594","2.97","1.782","3","(Small or Medium Publisher)","small/medium","3.33","0.99","63727","3"
"nonfiction","Random House LLC","5.658","5.658","28.29","16.974","3","Ten Speed Press","big five","4.63","9.43","63728","22"
"nonfiction","Amazon Digital Services,  Inc.","11.97","11.97","59.85","35.91","3","(Single-Author Publisher)","single author","5.0","19.95","63736","3"
"nonfiction","Amazon Digital Services,  Inc.","2.691","6.279","8.97","0.0","3","(Indie Publisher)","indie","4.2","2.99","63736","5"
"children","Random House LLC","3.588","3.588","17.94","10.764","3","Schwartz & Wade","big five","4.58","5.98","63743","34"
"genre fiction","Amazon Digital Services,  Inc.","2.994","2.994","14.97","8.982","3","(Single-Author Publisher)","single author","4.41","4.99","63745","31"
"nonfiction","HarperCollins Publishers","4.8","4.8","24.0","14.4","3","HarperPress","big five","4.19","8.0","63748","26"
"nonfiction","Macmillan","5.334","5.334","26.67","16.002","3","First Second","big five","4.37","8.89","63750","8"
"nonfiction","Amazon Digital Services,  Inc.","1.794","1.794","8.97","5.382","3","(Small or Medium Publisher)","small/medium","3.66","2.99","63754","3"
"nonfiction","Amazon Digital Services,  Inc.","1.794","1.794","8.97","5.382","3","(Single-Author Publisher)","single author","4.46","2.99","63760","30"
"genre fiction","Random House LLC","3.594","3.594","17.97","10.782","3","Del Rey","big five","4.02","5.99","63771","70"
"nonfiction","Amazon Digital Services,  Inc.","5.931","13.839","19.77","0.0","3","(Indie Publisher)","indie","4.87","6.59","63772","8"
"genre fiction","Amazon Digital Services,  Inc.","1.9305","1.0395","2.97","0.0","3","(Indie Publisher)","indie","0.0","0.99","63776","0"
"nonfiction","Amazon Digital Services,  Inc.","8.208","8.208","41.04","24.624","3","(Small or Medium Publisher)","small/medium","4.25","13.68","63778","8"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Small or Medium Publisher)","small/medium","3.66","9.99","63788","3"
"nonfiction","Amazon Digital Services,  Inc.","2.691","6.279","8.97","0.0","3","(Indie Publisher)","indie","5.0","2.99","63789","1"
"nonfiction","Amazon Digital Services,  Inc.","2.394","2.394","11.97","7.182","3","(Small or Medium Publisher)","small/medium","4.32","3.99","63792","133"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Small or Medium Publisher)","small/medium","4.59","9.99","63797","15"
"children","Random House LLC","5.862","5.862","29.31","17.586","3","Knopf Books for Young Readers","big five","4.8","9.77","63801","5"
"nonfiction","Amazon Digital Services,  Inc.","0.594","0.594","2.97","1.782","3","(Small or Medium Publisher)","small/medium","4.25","0.99","63807","4"
"nonfiction","Amazon Digital Services,  Inc.","1.194","1.194","5.97","3.582","3","(Small or Medium Publisher)","small/medium","4.5","1.99","63811","2"
"children","Amazon Digital Services,  Inc.","5.094","5.094","25.47","15.282","3","(Small or Medium Publisher)","small/medium","4.36","8.49","63812","160"
"nonfiction","Simon and Schuster Digital Sales Inc","5.418","5.418","27.09","16.254","3","Scribner","big five","4.28","9.03","63813","160"
"nonfiction","Hachette Book Group","7.794","7.794","38.97","23.382","3","Grand Central Publishing","big five","4.62","12.99","63818","59"
"children","Amazon Digital Services,  Inc.","0.594","0.594","2.97","1.782","3","(Single-Author Publisher)","single author","5.0","0.99","63819","8"
"nonfiction","Amazon Digital Services,  Inc.","19.6755","10.5945","30.27","0.0","3","(Indie Publisher)","indie","4.23","10.09","63819","46"
"nonfiction","Random House LLC","7.674","7.674","38.37","23.022","3","Fodor's","big five","3.2","12.79","63827","5"
"children","Random House LLC","2.556","2.556","12.78","7.668","3","Random House Books for Young Readers","big five","4.45","4.26","63837","61"
"genre fiction","Amazon Digital Services,  Inc.","3.804","3.804","19.02","11.412","3","(Small or Medium Publisher)","small/medium","3.94","6.34","63846","52"
"comics","Amazon Digital Services,  Inc.","6.594","6.594","32.97","19.782","3","(Small or Medium Publisher)","small/medium","4.33","10.99","63846","18"
"nonfiction","Amazon Digital Services,  Inc.","1.794","1.794","8.97","5.382","3","(Single-Author Publisher)","single author","4.68","2.99","63850","16"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Small or Medium Publisher)","small/medium","4.26","9.99","63856","19"
"nonfiction","Amazon Digital Services,  Inc.","4.932","4.932","24.66","14.796","3","(Small or Medium Publisher)","small/medium","3.75","8.22","63859","28"
"genre fiction","Amazon Digital Services,  Inc.","3.8805","2.0895","5.97","0.0","3","(Indie Publisher)","indie","4.0","1.99","63863","19"
"nonfiction","Random House LLC","7.8","7.8","39.0","23.4","3","Fodor's","big five","3.57","13.0","63880","7"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Single-Author Publisher)","single author","4.31","9.99","63883","51"
"genre fiction","Macmillan","5.334","5.334","26.67","16.002","3","Orb Books","big five","4.17","8.89","63886","67"
"nonfiction","Amazon Digital Services,  Inc.","4.455","10.395","14.85","0.0","3","(Indie Publisher)","indie","4.55","4.95","63901","9"
"nonfiction","Amazon Digital Services,  Inc.","1.794","1.794","8.97","5.382","3","(Single-Author Publisher)","single author","3.92","2.99","63905","14"
"foreign language","Amazon Digital Services,  Inc.","1.794","1.794","8.97","5.382","3","(Single-Author Publisher)","single author","4.5","2.99","63915","2"
"nonfiction","Amazon Digital Services,  Inc.","1.794","1.794","8.97","5.382","3","(Single-Author Publisher)","single author","4.16","2.99","63920","24"
"genre fiction","Amazon Digital Services,  Inc.","4.794","4.794","23.97","14.382","3","(Single-Author Publisher)","single author","4.28","7.99","63924","38"
"nonfiction","Hachette Book Group","1.818","1.818","9.09","5.454","3","Hyperion","big five","3.95","3.03","63925","24"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Small or Medium Publisher)","small/medium","3.46","9.99","63926","123"
"nonfiction","Amazon Digital Services,  Inc.","0.594","0.594","2.97","1.782","3","(Single-Author Publisher)","single author","4.59","0.99","63940","20"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Single-Author Publisher)","single author","4.41","9.99","63941","31"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Small or Medium Publisher)","small/medium","4.22","9.99","63947","95"
"nonfiction","Amazon Digital Services,  Inc.","4.404","4.404","22.02","13.212","3","(Single-Author Publisher)","single author","3.91","7.34","63949","12"
"nonfiction","Amazon Digital Services,  Inc.","2.4","2.4","12.0","7.2","3","(Single-Author Publisher)","single author","4.55","4.0","63956","18"
"nonfiction","Amazon Digital Services,  Inc.","8.394","8.394","41.97","25.182","3","(Single-Author Publisher)","single author","4.85","13.99","63959","7"
"nonfiction","Amazon Digital Services,  Inc.","6.294","6.294","31.47","18.882","3","(Small or Medium Publisher)","small/medium","4.35","10.49","63962","17"
"children","Amazon Digital Services,  Inc.","1.9305","1.0395","2.97","0.0","3","(Indie Publisher)","indie","4.76","0.99","63972","21"
"children","Amazon Digital Services,  Inc.","3.126","3.126","15.63","9.378","3","(Small or Medium Publisher)","small/medium","4.1","5.21","63977","39"
"genre fiction","Amazon Digital Services,  Inc.","2.292","2.292","11.46","6.876","3","(Small or Medium Publisher)","small/medium","4.14","3.82","63993","7"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Small or Medium Publisher)","small/medium","4.28","9.99","63998","49"
"nonfiction","Penguin Group (USA) LLC","5.016","5.016","25.08","15.048","3","Penguin","big five","4.27","8.36","63999","120"
"nonfiction","Amazon Digital Services,  Inc.","5.034","5.034","25.17","15.102","3","(Small or Medium Publisher)","small/medium","0.0","8.39","64006","0"
"nonfiction","Random House LLC","4.794","4.794","23.97","14.382","3","Fodor's","big five","3.91","7.99","64010","12"
"genre fiction","Amazon Digital Services,  Inc.","2.292","2.292","11.46","6.876","3","(Small or Medium Publisher)","small/medium","4.0","3.82","64011","13"
"nonfiction","Amazon Digital Services,  Inc.","19.6755","10.5945","30.27","0.0","3","(Indie Publisher)","indie","4.34","10.09","64011","52"
"nonfiction","Amazon Digital Services,  Inc.","2.628","2.628","13.14","7.884","3","(Small or Medium Publisher)","small/medium","4.62","4.38","64015","16"
"genre fiction","Amazon Digital Services,  Inc.","2.292","2.292","11.46","6.876","3","(Small or Medium Publisher)","small/medium","4.25","3.82","64016","4"
"nonfiction","Amazon Digital Services,  Inc.","15.0","15.0","75.0","45.0","3","(Small or Medium Publisher)","small/medium","0.0","25.0","64027","0"
"children","Simon and Schuster Digital Sales Inc","3.072","3.072","15.36","9.216","3","Margaret K. McElderry Books","big five","4.29","5.12","64034","41"
"genre fiction","Amazon Digital Services,  Inc.","4.194","4.194","20.97","12.582","3","(Small or Medium Publisher)","small/medium","4.7","6.99","64045","62"
"comics","Amazon Digital Services,  Inc.","2.766","2.766","13.83","8.298","3","(Small or Medium Publisher)","small/medium","4.0","4.61","64045","1"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Small or Medium Publisher)","small/medium","4.29","9.99","64046","47"
"nonfiction","Macmillan","2.274","2.274","11.37","6.822","3","Scientific American","big five","4.16","3.79","64048","6"
"nonfiction","Amazon Digital Services,  Inc.","1.9305","1.0395","2.97","0.0","3","(Indie Publisher)","indie","4.45","0.99","64050","20"
"foreign language","Amazon Digital Services,  Inc.","4.131","9.639","13.77","0.0","3","(Indie Publisher)","indie","4.2","4.59","64056","10"
"nonfiction","Amazon Digital Services,  Inc.","7.494","7.494","37.47","22.482","3","(Small or Medium Publisher)","small/medium","4.29","12.49","64060","164"
"nonfiction","Hachette Book Group","2.556","2.556","12.78","7.668","3","Little, Brown Books for Young Readers","big five","4.5","4.26","64064","6"
"nonfiction","Amazon Digital Services,  Inc.","1.794","1.794","8.97","5.382","3","(Single-Author Publisher)","single author","3.88","2.99","64074","27"
"children","Amazon Digital Services,  Inc.","3.144","3.144","15.72","9.432","3","(Small or Medium Publisher)","small/medium","4.81","5.24","64083","72"
"children","HarperCollins Publishers","2.046","2.046","10.23","6.138","3","HarperFestival","big five","4.5","3.41","64086","6"
"nonfiction","Amazon Digital Services,  Inc.","8.394","8.394","41.97","25.182","3","(Small or Medium Publisher)","small/medium","4.02","13.99","64093","46"
"nonfiction","Amazon Digital Services,  Inc.","8.991","20.979","29.97","0.0","3","(Indie Publisher)","indie","2.5","9.99","64096","4"
"nonfiction","Macmillan","6.624","6.624","33.12","19.872","3","Henry Holt and Co.","big five","4.14","11.04","64101","165"
"nonfiction","Penguin Group (USA) LLC","6.594","6.594","32.97","19.782","3","Plume","big five","4.44","10.99","64106","49"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Small or Medium Publisher)","small/medium","4.59","9.99","64107","66"
"nonfiction","Amazon Digital Services,  Inc.","8.982","8.982","44.91","26.946","3","(Single-Author Publisher)","single author","4.41","14.97","64109","17"
"nonfiction","Amazon Digital Services,  Inc.","2.292","2.292","11.46","6.876","3","(Small or Medium Publisher)","small/medium","5.0","3.82","64113","1"
"nonfiction","Amazon Digital Services,  Inc.","2.691","6.279","8.97","0.0","3","(Indie Publisher)","indie","3.45","2.99","64118","11"
"nonfiction","Amazon Digital Services,  Inc.","0.594","0.594","2.97","1.782","3","(Small or Medium Publisher)","small/medium","5.0","0.99","64120","3"
"children","Amazon Digital Services,  Inc.","1.794","1.794","8.97","5.382","3","(Small or Medium Publisher)","small/medium","4.92","2.99","64121","14"
"genre fiction","Amazon Digital Services,  Inc.","1.9305","1.0395","2.97","0.0","3","Montlake Romance","amazon","3.66","0.99","64124","6"
"nonfiction","Amazon Digital Services,  Inc.","2.37","2.37","11.85","7.11","3","(Small or Medium Publisher)","small/medium","4.25","3.95","64136","8"
"nonfiction","Penguin Group (USA) LLC","6.594","6.594","32.97","19.782","3","Penguin Books","big five","3.05","10.99","64136","87"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Small or Medium Publisher)","small/medium","4.4","9.99","64143","30"
"nonfiction","Amazon Digital Services,  Inc.","10.788","10.788","53.94","32.364","3","(Small or Medium Publisher)","small/medium","4.4","17.98","64146","25"
"nonfiction","Amazon Digital Services,  Inc.","5.355","12.495","17.85","0.0","3","(Indie Publisher)","indie","4.63","5.95","64151","11"
"nonfiction","Amazon Digital Services,  Inc.","18.696","18.696","93.48","56.088","3","(Small or Medium Publisher)","small/medium","4.26","31.16","64156","19"
"nonfiction","Amazon Digital Services,  Inc.","7.794","7.794","38.97","23.382","3","(Small or Medium Publisher)","small/medium","4.5","12.99","64163","4"
"nonfiction","Amazon Digital Services,  Inc.","2.691","6.279","8.97","0.0","3","(Indie Publisher)","indie","5.0","2.99","64168","5"
"children","Random House LLC","3.072","3.072","15.36","9.216","3","Random House Books for Young Readers","big five","4.86","5.12","64176","38"
"nonfiction","Random House LLC","5.994","5.994","29.97","17.982","3","Crown Business","big five","4.73","9.99","64185","34"
"nonfiction","Amazon Digital Services,  Inc.","9.594","9.594","47.97","28.782","3","(Small or Medium Publisher)","small/medium","4.25","15.99","64185","35"
"nonfiction","Amazon Digital Services,  Inc.","8.742","8.742","43.71","26.226","3","(Small or Medium Publisher)","small/medium","4.06","14.57","64186","31"
"foreign language","Amazon Digital Services,  Inc.","2.394","2.394","11.97","7.182","3","(Small or Medium Publisher)","small/medium","0.0","3.99","64191","0"
"nonfiction","Amazon Digital Services,  Inc.","5.688","5.688","28.44","17.064","3","(Small or Medium Publisher)","small/medium","4.67","9.48","64192","99"
"nonfiction","Amazon Digital Services,  Inc.","16.494","16.494","82.47","49.482","3","(Small or Medium Publisher)","small/medium","4.37","27.49","64193","40"
"nonfiction","Amazon Digital Services,  Inc.","3.126","3.126","15.63","9.378","3","(Small or Medium Publisher)","small/medium","4.52","5.21","64205","86"
"nonfiction","Amazon Digital Services,  Inc.","10.362","10.362","51.81","31.086","3","(Small or Medium Publisher)","small/medium","4.81","17.27","64207","11"
"nonfiction","Amazon Digital Services,  Inc.","9.39","9.39","46.95","28.17","3","(Small or Medium Publisher)","small/medium","4.71","15.65","64207","14"
"nonfiction","Hachette Book Group","3.984","3.984","19.92","11.952","3","Grand Central Publishing","big five","4.11","6.64","64218","52"
"nonfiction","Macmillan","6.624","6.624","33.12","19.872","3","Thomas Dunne Books","big five","4.66","11.04","64224","54"
"nonfiction","Amazon Digital Services,  Inc.","1.794","1.794","8.97","5.382","3","(Small or Medium Publisher)","small/medium","4.5","2.99","64228","12"
"children","Amazon Digital Services,  Inc.","1.9305","1.0395","2.97","0.0","3","(Indie Publisher)","indie","4.75","0.99","64260","4"
"nonfiction","HarperCollins Publishers","7.794","7.794","38.97","23.382","3","Harper","big five","4.11","12.99","64261","69"
"nonfiction","Amazon Digital Services,  Inc.","5.664","5.664","28.32","16.992","3","(Small or Medium Publisher)","small/medium","4.28","9.44","64277","57"
"nonfiction","Amazon Digital Services,  Inc.","1.9305","1.0395","2.97","0.0","3","(Indie Publisher)","indie","3.6","0.99","64280","5"
"genre fiction","Amazon Digital Services,  Inc.","2.766","2.766","13.83","8.298","3","(Small or Medium Publisher)","small/medium","3.94","4.61","64289","38"
"genre fiction","Amazon Digital Services,  Inc.","4.491","10.479","14.97","0.0","3","(Indie Publisher)","indie","4.43","4.99","64296","30"
"children","Amazon Digital Services,  Inc.","3.228","3.228","16.14","9.684","3","(Small or Medium Publisher)","small/medium","4.21","5.38","64301","23"
"nonfiction","Amazon Digital Services,  Inc.","5.391","12.579","17.97","0.0","3","(Indie Publisher)","indie","4.21","5.99","64304","204"
"nonfiction","Amazon Digital Services,  Inc.","10.788","10.788","53.94","32.364","3","(Single-Author Publisher)","single author","4.78","17.98","64310","23"
"fiction","Random House LLC","5.994","5.994","29.97","17.982","3","Bantam","big five","3.76","9.99","64312","17"
"nonfiction","Amazon Digital Services,  Inc.","3.8805","2.0895","5.97","0.0","3","(Indie Publisher)","indie","0.0","1.99","64323","0"
"nonfiction","Amazon Digital Services,  Inc.","2.691","6.279","8.97","0.0","3","(Indie Publisher)","indie","4.66","2.99","64326","3"
"nonfiction","Amazon Digital Services,  Inc.","1.9305","1.0395","2.97","0.0","3","(Indie Publisher)","indie","4.66","0.99","64332","3"
"children","Amazon Digital Services,  Inc.","2.292","2.292","11.46","6.876","3","(Small or Medium Publisher)","small/medium","1.66","3.82","64335","3"
"nonfiction","Amazon Digital Services,  Inc.","8.532","19.908","28.44","0.0","3","(Indie Publisher)","indie","4.26","9.48","64340","173"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Small or Medium Publisher)","small/medium","4.67","9.99","64342","43"
"genre fiction","Amazon Digital Services,  Inc.","1.794","1.794","8.97","5.382","3","(Single-Author Publisher)","single author","3.77","2.99","64349","9"
"nonfiction","Amazon Digital Services,  Inc.","2.691","6.279","8.97","0.0","3","(Indie Publisher)","indie","4.66","2.99","64355","18"
"genre fiction","Simon and Schuster Digital Sales Inc","4.098","4.098","20.49","12.294","3","Pocket Books/Star Trek","big five","3.63","6.83","64356","38"
"nonfiction","Amazon Digital Services,  Inc.","3.0","3.0","15.0","9.0","3","(Single-Author Publisher)","single author","4.31","5.0","64358","19"
"children","Amazon Digital Services,  Inc.","1.9305","1.0395","2.97","0.0","3","(Indie Publisher)","indie","4.44","0.99","64359","34"
"nonfiction","Amazon Digital Services,  Inc.","9.234","9.234","46.17","27.702","3","(Small or Medium Publisher)","small/medium","4.0","15.39","64372","2"
"genre fiction","Amazon Digital Services,  Inc.","0.594","0.594","2.97","1.782","3","(Single-Author Publisher)","single author","3.27","0.99","64375","11"
"nonfiction","Penguin Group (USA) LLC","7.8","7.8","39.0","23.4","3","Penguin Books","big five","4.01","13.0","64376","184"
"children","Amazon Digital Services,  Inc.","2.046","2.046","10.23","6.138","3","(Small or Medium Publisher)","small/medium","5.0","3.41","64390","8"
"nonfiction","Amazon Digital Services,  Inc.","0.594","0.594","2.97","1.782","3","(Single-Author Publisher)","single author","4.0","0.99","64401","5"
"genre fiction","Penguin Group (USA) LLC","3.594","3.594","17.97","10.782","3","Berkley","big five","3.44","5.99","64402","52"
"nonfiction","Amazon Digital Services,  Inc.","19.8","19.8","99.0","59.4","3","(Small or Medium Publisher)","small/medium","4.81","33.0","64404","16"
"nonfiction","Amazon Digital Services,  Inc.","7.5","7.5","37.5","22.5","3","(Small or Medium Publisher)","small/medium","4.57","12.5","64411","7"
"genre fiction","Amazon Digital Services,  Inc.","2.766","2.766","13.83","8.298","3","(Small or Medium Publisher)","small/medium","0.0","4.61","64414","0"
"genre fiction","Amazon Digital Services,  Inc.","2.064","2.064","10.32","6.192","3","(Small or Medium Publisher)","small/medium","4.2","3.44","64418","5"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Small or Medium Publisher)","small/medium","3.64","9.99","64418","14"
"nonfiction","Amazon Digital Services,  Inc.","3.8805","2.0895","5.97","0.0","3","(Indie Publisher)","indie","3.86","1.99","64434","59"
"nonfiction","Random House LLC","7.104","7.104","35.52","21.312","3","Ballantine Books","big five","4.16","11.84","64440","109"
"nonfiction","Amazon Digital Services,  Inc.","2.388","2.388","11.94","7.164","3","(Single-Author Publisher)","single author","3.77","3.98","64443","31"
"nonfiction","Random House LLC","3.594","3.594","17.97","10.782","3","Random House","big five","4.3","5.99","64447","43"
"nonfiction","Amazon Digital Services,  Inc.","2.691","6.279","8.97","0.0","3","(Indie Publisher)","indie","4.55","2.99","64452","52"
"nonfiction","Amazon Digital Services,  Inc.","8.394","8.394","41.97","25.182","3","(Small or Medium Publisher)","small/medium","3.76","13.99","64453","51"
"children","Amazon Digital Services,  Inc.","1.9305","1.0395","2.97","0.0","3","(Indie Publisher)","indie","3.38","0.99","64457","13"
"genre fiction","Amazon Digital Services,  Inc.","2.274","2.274","11.37","6.822","3","(Small or Medium Publisher)","small/medium","4.19","3.79","64463","36"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Single-Author Publisher)","single author","3.71","9.99","64464","14"
"nonfiction","Amazon Digital Services,  Inc.","4.491","10.479","14.97","0.0","3","(Indie Publisher)","indie","4.93","4.99","64464","46"
"nonfiction","Amazon Digital Services,  Inc.","9.39","9.39","46.95","28.17","3","(Small or Medium Publisher)","small/medium","3.9","15.65","64465","22"
"nonfiction","Amazon Digital Services,  Inc.","5.634","5.634","28.17","16.902","3","(Small or Medium Publisher)","small/medium","4.62","9.39","64467","116"
"nonfiction","Amazon Digital Services,  Inc.","0.72","0.72","3.6","2.16","3","(Small or Medium Publisher)","small/medium","0.0","1.2","64468","0"
"nonfiction","HarperCollins Publishers","0.594","0.594","2.97","1.782","3","HarperOne","big five","4.22","0.99","64470","18"
"genre fiction","Amazon Digital Services,  Inc.","2.292","2.292","11.46","6.876","3","(Small or Medium Publisher)","small/medium","4.2","3.82","64471","10"
"nonfiction","Simon and Schuster Digital Sales Inc","5.838","5.838","29.19","17.514","3","Scribner","big five","4.64","9.73","64472","92"
"genre fiction","Simon and Schuster Digital Sales Inc","5.838","5.838","29.19","17.514","3","Gallery Books","big five","4.58","9.73","64473","17"
"nonfiction","Amazon Digital Services,  Inc.","15.672","15.672","78.36","47.016","3","(Small or Medium Publisher)","small/medium","3.0","26.12","64487","3"
"nonfiction","Amazon Digital Services,  Inc.","4.5","10.5","15.0","0.0","3","(Indie Publisher)","indie","3.66","5.0","64497","9"
"children","Hachette Book Group","5.334","5.334","26.67","16.002","3","Little, Brown Books for Young Readers","big five","4.71","8.89","64509","14"
"nonfiction","Amazon Digital Services,  Inc.","0.594","0.594","2.97","1.782","3","(Small or Medium Publisher)","small/medium","4.62","0.99","64510","1490"
"nonfiction","Amazon Digital Services,  Inc.","3.8805","2.0895","5.97","0.0","3","(Indie Publisher)","indie","5.0","1.99","64510","2"
"nonfiction","Amazon Digital Services,  Inc.","7.194","7.194","35.97","21.582","3","(Small or Medium Publisher)","small/medium","4.84","11.99","64515","13"
"genre fiction","Amazon Digital Services,  Inc.","0.594","0.594","2.97","1.782","3","(Single-Author Publisher)","single author","4.16","0.99","64522","6"
"genre fiction","Amazon Digital Services,  Inc.","1.794","1.794","8.97","5.382","3","(Small or Medium Publisher)","small/medium","3.94","2.99","64526","17"
"children","Amazon Digital Services,  Inc.","1.9305","1.0395","2.97","0.0","3","(Indie Publisher)","indie","4.8","0.99","64529","5"
"nonfiction","Random House LLC","11.388","11.388","56.94","34.164","3","Watson-Guptill","big five","4.66","18.98","64534","3"
"nonfiction","Amazon Digital Services,  Inc.","3.591","8.379","11.97","0.0","3","(Indie Publisher)","indie","4.03","3.99","64555","105"
"nonfiction","Amazon Digital Services,  Inc.","1.194","1.194","5.97","3.582","3","(Single-Author Publisher)","single author","0.0","1.99","64557","0"
"nonfiction","Amazon Digital Services,  Inc.","5.994","5.994","29.97","17.982","3","(Small or Medium Publisher)","small/medium","4.24","9.99","64557","37"
