"State","Year","Population.12-17","Population.18-25","Population.26+","Totals.Alcohol.Use Disorder Past Year.12-17","Totals.Alcohol.Use Disorder Past Year.18-25","Totals.Alcohol.Use Disorder Past Year.26+","Rates.Alcohol.Use Disorder Past Year.12-17","Rates.Alcohol.Use Disorder Past Year.18-25","Rates.Alcohol.Use Disorder Past Year.26+","Totals.Alcohol.Use Past Month.12-17","Totals.Alcohol.Use Past Month.18-25","Totals.Alcohol.Use Past Month.26+","Rates.Alcohol.Use Past Month.12-17","Rates.Alcohol.Use Past Month.18-25","Rates.Alcohol.Use Past Month.26+","Totals.Tobacco.Cigarette Past Month.12-17","Totals.Tobacco.Cigarette Past Month.18-25","Totals.Tobacco.Cigarette Past Month.26+","Rates.Tobacco.Cigarette Past Month.12-17","Rates.Tobacco.Cigarette Past Month.18-25","Rates.Tobacco.Cigarette Past Month.26+","Totals.Illicit Drugs.Cocaine Used Past Year.12-17","Totals.Illicit Drugs.Cocaine Used Past Year.18-25","Totals.Illicit Drugs.Cocaine Used Past Year.26+","Rates.Illicit Drugs.Cocaine Used Past Year.12-17","Rates.Illicit Drugs.Cocaine Used Past Year.18-25","Rates.Illicit Drugs.Cocaine Used Past Year.26+","Totals.Marijuana.New Users.12-17","Totals.Marijuana.New Users.18-25","Totals.Marijuana.New Users.26+","Rates.Marijuana.New Users.12-17","Rates.Marijuana.New Users.18-25","Rates.Marijuana.New Users.26+","Totals.Marijuana.Used Past Month.12-17","Totals.Marijuana.Used Past Month.18-25","Totals.Marijuana.Used Past Month.26+","Rates.Marijuana.Used Past Month.12-17","Rates.Marijuana.Used Past Month.18-25","Rates.Marijuana.Used Past Month.26+","Totals.Marijuana.Used Past Year.12-17","Totals.Marijuana.Used Past Year.18-25","Totals.Marijuana.Used Past Year.26+","Rates.Marijuana.Used Past Year.12-17","Rates.Marijuana.Used Past Year.18-25","Rates.Marijuana.Used Past Year.26+","Totals.Tobacco.Use Past Month.12-17","Totals.Tobacco.Use Past Month.18-25","Totals.Tobacco.Use Past Month.26+","Rates.Tobacco.Use Past Month.12-17","Rates.Tobacco.Use Past Month.18-25","Rates.Tobacco.Use Past Month.26+"
"Georgia","2016","862534","1106098","6555271","11","87","279","0.012692","0.078294","0.042611","67","561","3189","0.077627","0.507115","0.486481","30","258","1324","0.03432","0.232922","0.20198","3","49","96","0.003356","0.044508","0.014643","36","40","14","0.044675","0.063288","0.003324","46","203","325","0.053851","0.183779","0.049511","90","331","572","0.103929","0.29908","0.087283","47","337","1668","0.054548","0.304583","0.254512"
"Hawaii","2016","95796","128416","934643","2","14","44","0.021465","0.112616","0.047192","8","71","444","0.081292","0.551336","0.47536","3","29","126","0.026269","0.229506","0.134535","1","7","14","0.005845","0.052206","0.015468","4","5","2","0.058722","0.088721","0.004356","6","22","66","0.065436","0.17446","0.070582","11","35","106","0.114307","0.271371","0.113868","3","32","163","0.034122","0.251449","0.174022"
"Idaho","2016","149626","177049","1062401","3","18","60","0.023067","0.103873","0.056546","14","88","544","0.090723","0.494443","0.512483","7","48","199","0.043541","0.271464","0.187153","1","8","10","0.006579","0.04239","0.009876","7","7","2","0.046827","0.071801","0.004226","9","28","68","0.063423","0.160693","0.063956","18","50","107","0.119999","0.283961","0.100898","9","58","247","0.059904","0.329633","0.232876"
"Illinois","2016","1006653","1352935","8352680","24","164","481","0.023861","0.121586","0.057571","104","807","4930","0.103343","0.596757","0.590249","31","319","1598","0.03126","0.235665","0.191319","5","79","124","0.004772","0.058361","0.014867","50","58","16","0.058438","0.084489","0.00412","69","318","557","0.068853","0.235063","0.06663","134","477","870","0.133357","0.352625","0.104216","52","394","1958","0.052082","0.290878","0.234455"
"Indiana","2016","538403","741896","4240275","9","79","201","0.015836","0.106914","0.047466","50","444","2261","0.092113","0.598263","0.533249","25","180","975","0.045527","0.242574","0.230006","3","42","60","0.00548","0.05725","0.014056","28","33","10","0.060323","0.088339","0.004833","35","154","324","0.065063","0.206966","0.076461","72","251","473","0.133117","0.338702","0.11164","35","247","1198","0.064312","0.332856","0.282568"
"Iowa","2016","244029","359493","2008814","5","51","128","0.022511","0.142515","0.063874","24","233","1270","0.096847","0.649104","0.632088","9","103","436","0.037036","0.285806","0.217123","1","16","20","0.005459","0.045278","0.009904","10","16","5","0.040529","0.084344","0.003988","12","62","99","0.05111","0.172909","0.049319","25","111","162","0.102195","0.308785","0.080498","12","134","543","0.05011","0.372167","0.270519"
"Kansas","2016","237420","324503","1811408","6","37","89","0.023925","0.112689","0.049053","24","193","1140","0.102735","0.595348","0.629405","8","78","382","0.034304","0.238957","0.210638","1","16","20","0.005522","0.048922","0.01126","11","14","5","0.049812","0.076266","0.004885","12","52","93","0.051583","0.16042","0.051224","28","94","162","0.117648","0.288716","0.089264","13","103","472","0.053736","0.317338","0.260452"
"Kentucky","2016","340232","468636","2883972","5","42","135","0.016134","0.089485","0.046842","35","231","1204","0.102528","0.492709","0.41741","20","147","817","0.05881","0.314618","0.283302","2","22","35","0.005379","0.047395","0.012099","16","18","5","0.051631","0.067391","0.003806","20","81","185","0.060077","0.173838","0.064125","41","135","300","0.11935","0.28745","0.103857","33","190","1022","0.096083","0.406412","0.354525"
"Louisiana","2016","365494","491237","2976965","8","49","179","0.02262","0.100253","0.060004","37","267","1618","0.101929","0.542719","0.543425","16","133","768","0.043632","0.271117","0.257938","1","18","36","0.002765","0.036923","0.01194","15","15","5","0.045331","0.058127","0.003285","21","92","178","0.056679","0.188036","0.059877","36","142","290","0.099181","0.289827","0.097569","25","170","963","0.068962","0.345218","0.323441"
"Maine","2016","90519","124197","942340","2","13","50","0.022559","0.105019","0.05294","10","80","559","0.112442","0.642862","0.593707","6","34","193","0.061723","0.276026","0.205043","1","8","13","0.007038","0.066191","0.013343","5","5","3","0.062364","0.106195","0.007029","9","43","131","0.098925","0.343782","0.138945","14","57","182","0.158137","0.456655","0.193567","7","44","229","0.079048","0.352071","0.243024"
"Maryland","2016","453829","609069","3982694","7","64","201","0.014387","0.104579","0.050426","43","360","2287","0.094778","0.590777","0.57411","12","121","659","0.026777","0.197864","0.165565","2","38","67","0.003486","0.062041","0.016857","23","25","10","0.058792","0.089921","0.005052","32","160","347","0.071271","0.26241","0.087099","62","240","478","0.137608","0.394661","0.12005","20","159","784","0.044526","0.260957","0.196933"
"Massachusetts","2016","484894","792371","4598419","11","112","296","0.02178","0.140954","0.064379","62","559","2985","0.127164","0.705078","0.649147","13","167","793","0.026558","0.211229","0.172498","3","74","102","0.006355","0.093468","0.022221","30","41","16","0.078849","0.131037","0.008651","43","240","503","0.089071","0.302715","0.109411","79","356","737","0.163875","0.449329","0.160334","21","231","964","0.043132","0.291623","0.20965"
"Michigan","2016","770605","1100969","6555498","14","106","342","0.018125","0.096405","0.052227","83","648","3750","0.107627","0.588989","0.572114","28","259","1536","0.036839","0.235582","0.234235","3","52","87","0.004422","0.047484","0.013339","41","48","17","0.060212","0.08907","0.005828","60","267","652","0.077254","0.242372","0.099481","109","418","879","0.141523","0.380049","0.134076","43","334","1830","0.055181","0.303198","0.279129"
"Minnesota","2016","431266","574516","3625172","7","63","164","0.016984","0.109393","0.045305","42","376","2264","0.097787","0.654569","0.624627","16","149","680","0.038181","0.259035","0.187601","2","28","49","0.005667","0.047887","0.013494","23","29","9","0.056688","0.101221","0.005187","25","110","222","0.058126","0.191165","0.061292","56","188","391","0.129497","0.327469","0.107767","23","198","834","0.052437","0.344382","0.230112"
"Mississippi","2016","243347","325383","1879442","3","26","79","0.012497","0.079058","0.04225","19","144","773","0.076495","0.442394","0.411232","11","86","503","0.047072","0.26429","0.267855","1","9","22","0.002449","0.029046","0.01148","11","13","3","0.048384","0.068262","0.002719","12","51","107","0.050457","0.157901","0.056714","26","87","166","0.106896","0.26782","0.088183","19","110","638","0.076178","0.3381","0.339545"
"Missouri","2016","467819","644888","3967539","9","61","201","0.018617","0.094896","0.050607","51","360","2177","0.107986","0.557805","0.54871","24","155","904","0.051959","0.240644","0.22794","2","29","50","0.004687","0.044358","0.012623","22","33","11","0.049257","0.089527","0.004703","27","120","281","0.05802","0.185661","0.070784","55","206","438","0.11805","0.31874","0.110327","34","202","1139","0.072684","0.313264","0.287149"
"Montana","2016","74636","110413","693178","3","15","49","0.03725","0.138508","0.070804","10","71","425","0.128184","0.643751","0.61257","4","31","144","0.060283","0.284455","0.208336","1","6","10","0.008914","0.058122","0.013926","4","5","2","0.065344","0.109485","0.00674","7","28","80","0.088037","0.251324","0.115246","12","45","115","0.159144","0.405116","0.165679","6","42","190","0.083293","0.381988","0.273644"
"Nebraska","2016","154318","213416","1196562","3","27","61","0.021726","0.125368","0.050612","16","134","763","0.102059","0.629435","0.637299","6","56","264","0.036762","0.262479","0.220545","1","12","13","0.005993","0.056549","0.01111","8","11","2","0.051979","0.097158","0.003914","9","40","71","0.059965","0.187564","0.059569","19","65","96","0.120359","0.305545","0.080569","8","77","328","0.04962","0.359029","0.273988"
"Nevada","2016","226449","285045","1964559","5","33","101","0.023309","0.117469","0.051619","22","142","1030","0.096311","0.499426","0.524508","6","64","414","0.027828","0.223316","0.210573","1","17","40","0.006214","0.058313","0.020195","11","11","6","0.063053","0.085223","0.005484","20","74","199","0.08819","0.258643","0.101089","33","102","282","0.143669","0.358075","0.143383","10","79","508","0.04611","0.277482","0.258422"
"New Hampshire","2016","95517","142276","920285","2","18","51","0.019831","0.129419","0.05515","11","99","622","0.112973","0.693347","0.675605","5","36","164","0.048663","0.255497","0.17801","1","13","12","0.008886","0.088124","0.013154","5","7","2","0.063728","0.113667","0.005652","8","41","100","0.086373","0.289259","0.108603","15","61","139","0.154374","0.431675","0.151504","6","48","206","0.063767","0.335276","0.224309"
"New Jersey","2016","691607","890578","6001097","11","99","248","0.015426","0.111144","0.0413","75","534","3420","0.108664","0.599069","0.569878","17","214","1033","0.025036","0.239965","0.172126","3","58","80","0.004904","0.064769","0.013413","29","42","14","0.042259","0.085434","0.00393","36","199","307","0.051556","0.223358","0.051196","71","315","526","0.102807","0.353571","0.087731","29","266","1281","0.041359","0.29886","0.21339"
"New Mexico","2016","165925","220697","1338531","4","24","76","0.022213","0.1087","0.056807","17","118","710","0.103241","0.533727","0.530437","5","56","286","0.027423","0.253338","0.213426","1","12","21","0.007403","0.055818","0.015863","9","9","5","0.075447","0.095398","0.00717","16","54","136","0.097419","0.243874","0.101856","26","74","202","0.156237","0.336302","0.150853","8","69","355","0.047597","0.314248","0.265553"
"New York","2016","1403019","2156021","13244748","25","211","716","0.017893","0.098013","0.05409","138","1338","7720","0.098545","0.620698","0.582889","34","416","2265","0.024084","0.193038","0.171037","6","125","283","0.004437","0.057929","0.021336","68","90","34","0.052102","0.081576","0.005074","95","503","994","0.067491","0.233469","0.075015","167","778","1491","0.118789","0.361048","0.112601","52","562","2685","0.037245","0.260877","0.202738"
"North Carolina","2016","789194","1047806","6651709","10","77","285","0.013109","0.073376","0.042783","70","519","3183","0.088112","0.495673","0.478497","27","268","1410","0.034483","0.255503","0.211934","3","54","100","0.004044","0.051738","0.015073","37","42","15","0.04934","0.06903","0.004082","48","200","425","0.060428","0.190424","0.063954","83","311","630","0.104764","0.297048","0.094706","46","355","1702","0.058844","0.339048","0.255815"
"North Dakota","2016","52376","97469","466368","1","12","27","0.020727","0.124887","0.058252","6","66","296","0.109712","0.675756","0.635239","3","25","97","0.052223","0.254886","0.208235","0","5","4","0.00613","0.046787","0.009647","2","4","1","0.037936","0.074601","0.004242","3","14","23","0.049853","0.144973","0.049334","5","24","38","0.102655","0.249919","0.081306","4","34","126","0.069862","0.352651","0.270712"
"Ohio","2016","902125","1214375","7643985","15","139","392","0.017096","0.114075","0.051347","82","713","4189","0.091344","0.586831","0.547961","42","340","1851","0.047053","0.280363","0.242197","5","63","105","0.005004","0.051702","0.013722","43","53","15","0.053688","0.087965","0.003853","57","258","522","0.063327","0.212731","0.068256","110","419","814","0.121653","0.345253","0.106492","62","444","2300","0.068453","0.36598","0.30093"
"Oklahoma","2016","316132","423784","2464143","6","42","141","0.019702","0.09926","0.057081","28","223","1184","0.088754","0.525957","0.480536","14","113","608","0.043574","0.266286","0.246577","2","23","30","0.004755","0.053868","0.012228","14","15","7","0.046642","0.06642","0.00473","17","71","133","0.053769","0.168024","0.053912","36","124","228","0.113137","0.291519","0.092643","20","144","760","0.061873","0.339163","0.308305"
"Oregon","2016","292642","417821","2791313","9","52","200","0.029426","0.124925","0.071783","31","262","1755","0.105408","0.62702","0.628773","11","111","532","0.037376","0.265941","0.190638","3","37","64","0.010072","0.088588","0.023026","16","21","10","0.068531","0.123615","0.008691","30","139","505","0.103457","0.331518","0.180742","50","199","680","0.170056","0.475713","0.243557","16","135","658","0.054997","0.323063","0.235739"
"Pennsylvania","2016","922209","1328664","8602887","14","137","389","0.015036","0.103175","0.04517","93","801","5230","0.100557","0.603045","0.6079","34","336","1859","0.037132","0.253171","0.216137","5","74","136","0.005356","0.05566","0.01583","37","52","17","0.043926","0.079863","0.004122","52","284","557","0.055948","0.213785","0.06477","96","448","890","0.103612","0.337375","0.103407","54","460","2360","0.058801","0.346019","0.274329"
"Rhode Island","2016","73649","127226","707314","2","16","44","0.0225","0.124833","0.061724","8","86","452","0.110114","0.67964","0.638766","2","27","131","0.029744","0.211517","0.185643","1","10","14","0.007036","0.076784","0.019693","4","6","3","0.065095","0.101041","0.008108","7","41","96","0.094852","0.318622","0.135052","11","56","122","0.152727","0.436671","0.172088","4","36","163","0.049008","0.282238","0.230576"
"South Carolina","2016","370519","510357","3284833","6","58","162","0.015708","0.114437","0.049271","32","272","1584","0.086479","0.533246","0.482258","16","128","766","0.044211","0.251481","0.233058","1","30","49","0.003833","0.059512","0.015","15","18","6","0.045522","0.068527","0.003529","20","94","163","0.05471","0.183822","0.049693","39","144","279","0.105671","0.282655","0.084813","25","175","923","0.067277","0.342532","0.280878"
"South Dakota","2016","67066","92382","544008","2","13","38","0.034719","0.13573","0.069878","8","60","351","0.112738","0.644444","0.645901","4","27","127","0.064792","0.293389","0.234042","0","3","4","0.005641","0.034504","0.008163","3","4","1","0.046462","0.07019","0.004242","4","17","29","0.05944","0.182504","0.053958","8","27","52","0.125102","0.291066","0.094841","6","36","163","0.083586","0.39091","0.299442"
"Tennessee","2016","509963","694756","4382664","8","65","196","0.016623","0.094164","0.044625","46","351","2044","0.090109","0.505238","0.46627","24","191","1092","0.047244","0.275599","0.249089","3","37","65","0.004961","0.052641","0.014919","22","23","6","0.047729","0.063743","0.003121","29","135","282","0.057455","0.194881","0.064396","60","223","465","0.116772","0.321064","0.106128","36","250","1383","0.071108","0.360546","0.315613"
"Texas","2016","2431437","3086931","17182224","39","280","722","0.015954","0.090615","0.042","213","1594","8891","0.087706","0.516495","0.517437","59","691","3414","0.024064","0.223763","0.198691","11","136","186","0.004553","0.044218","0.010835","95","103","29","0.042052","0.055631","0.002673","118","452","788","0.048551","0.146267","0.045855","234","808","1354","0.096091","0.261883","0.078826","91","841","4189","0.037473","0.272409","0.243776"
"Utah","2016","300510","392070","1736486","5","35","79","0.0175","0.089224","0.045241","17","142","552","0.057712","0.361651","0.317621","8","70","247","0.02663","0.177817","0.141956","2","18","21","0.006897","0.046698","0.012253","11","16","5","0.031914","0.060982","0.003645","14","58","80","0.047076","0.147145","0.046349","28","93","133","0.091981","0.237419","0.076414","11","80","280","0.036121","0.203494","0.160999"
"Vermont","2016","42109","74469","426296","1","12","26","0.025314","0.160275","0.061961","6","53","279","0.136244","0.709071","0.653367","2","25","84","0.057548","0.333809","0.19773","0","9","10","0.009268","0.122375","0.02232","2","3","1","0.072492","0.121414","0.008843","5","29","68","0.107482","0.38804","0.159095","8","37","85","0.178838","0.50082","0.198554","3","32","109","0.075013","0.42764","0.256184"
"Virginia","2016","628617","877876","5486815","12","95","277","0.018993","0.107667","0.050508","60","517","3081","0.096235","0.588471","0.561591","21","209","960","0.033641","0.237826","0.175007","3","46","86","0.004293","0.052626","0.015668","26","32","11","0.045181","0.07064","0.004116","34","162","290","0.054833","0.184691","0.052828","65","272","486","0.103547","0.309919","0.088654","32","265","1191","0.050613","0.302255","0.217145"
"Washington","2016","536155","739948","4859213","12","78","283","0.022929","0.10547","0.058204","54","447","2887","0.100488","0.604051","0.594159","18","163","831","0.034036","0.219648","0.171055","4","48","91","0.007045","0.065224","0.018665","27","38","29","0.058087","0.103023","0.010247","48","196","694","0.089576","0.264844","0.142773","80","312","986","0.149683","0.42123","0.202984","29","208","1022","0.054592","0.280704","0.210282"
"West Virginia","2016","127201","181138","1242852","2","17","50","0.016717","0.092818","0.040211","13","97","507","0.10096","0.533107","0.407773","8","61","395","0.064246","0.335128","0.318059","1","9","16","0.006075","0.050739","0.01259","5","5","2","0.0461","0.059502","0.003321","7","31","80","0.054494","0.169444","0.064444","14","52","134","0.106971","0.288044","0.10813","12","79","497","0.094532","0.438186","0.399684"
"Wisconsin","2016","444929","625910","3806407","10","90","239","0.022697","0.144368","0.062755","48","428","2528","0.107274","0.684277","0.664238","17","147","823","0.038544","0.234606","0.216149","3","39","57","0.005829","0.061921","0.014959","23","25","8","0.055605","0.083364","0.00501","26","118","241","0.059074","0.188162","0.063304","56","189","375","0.126134","0.301301","0.09841","25","202","1003","0.055133","0.32322","0.263629"
"Wyoming","2016","44231","59736","375321","1","7","22","0.026812","0.119045","0.058809","4","35","200","0.096836","0.577554","0.533717","2","17","76","0.044847","0.292806","0.202908","0","3","4","0.008266","0.048286","0.01171","2","2","1","0.04452","0.072832","0.004989","3","10","22","0.05763","0.164955","0.057658","5","18","36","0.11753","0.293316","0.094617","3","23","103","0.066249","0.385921","0.275406"
"Alabama","2017","373065","510012","3201636","6","40","145","0.01582","0.079102","0.045332","35","250","1528","0.09251","0.490145","0.477141","18","131","838","0.049056","0.255973","0.261776","1","23","45","0.003843","0.044875","0.014012","14","19","7","0.040615","0.060559","0.003657","23","95","221","0.061763","0.186689","0.069101","38","138","338","0.102404","0.270892","0.105488","27","172","1017","0.073403","0.337879","0.317542"
"Alaska","2017","58106","73343","454286","1","9","30","0.020743","0.127273","0.06557","5","39","259","0.089598","0.538472","0.56993","3","16","82","0.043197","0.222129","0.180906","0","4","9","0.00452","0.05092","0.019468","4","3","2","0.078037","0.084995","0.011357","5","19","73","0.078759","0.262684","0.160981","10","29","101","0.164199","0.392976","0.221368","4","22","115","0.074483","0.298257","0.25339"
"Arizona","2017","556478","753929","4599057","10","74","231","0.018277","0.09874","0.050204","47","373","2533","0.084843","0.494278","0.550705","12","153","841","0.022211","0.20335","0.182819","3","42","72","0.005543","0.055103","0.015617","25","31","21","0.051075","0.077786","0.008665","35","159","452","0.062781","0.210667","0.098257","67","244","677","0.119665","0.323384","0.147197","18","194","1026","0.0329","0.257333","0.223144"
"Arkansas","2017","236702","314368","1937651","5","29","98","0.020434","0.092716","0.050637","21","150","840","0.086841","0.47796","0.433692","12","78","513","0.050209","0.247859","0.264761","1","12","22","0.004789","0.037278","0.011315","11","10","3","0.050065","0.059215","0.002862","13","51","150","0.056172","0.16197","0.077284","27","84","222","0.113757","0.268483","0.114615","18","102","644","0.075321","0.325199","0.332619"
"California","2017","3026428","4250955","25769686","56","437","1455","0.018454","0.102822","0.056456","252","2346","14513","0.083305","0.551764","0.563171","47","617","3326","0.015428","0.145171","0.129055","15","326","585","0.00508","0.076794","0.022708","169","204","96","0.064032","0.095863","0.006785","213","1065","2676","0.07053","0.250649","0.103852","418","1668","4005","0.1382","0.392286","0.155403","83","797","4116","0.027279","0.187553","0.159735"
"Colorado","2017","430432","587460","3708548","10","89","296","0.022656","0.151006","0.079689","45","382","2478","0.105369","0.649849","0.668053","16","141","652","0.036138","0.23999","0.175692","3","68","109","0.007755","0.116361","0.029364","25","29","15","0.076533","0.130873","0.013191","40","195","584","0.093862","0.332081","0.157346","73","289","904","0.169253","0.492342","0.243714","21","175","816","0.048648","0.298282","0.2201"
"Connecticut","2017","272254","387595","2405282","5","47","131","0.019253","0.121266","0.054621","34","265","1604","0.125965","0.68433","0.6668","5","76","380","0.018294","0.196706","0.158119","1","24","38","0.004134","0.061692","0.015767","18","18","8","0.080842","0.115514","0.008437","23","117","230","0.083498","0.300832","0.095765","44","180","342","0.160862","0.463848","0.142154","9","106","489","0.034482","0.2733","0.203393"
"Delaware","2017","69413","94216","651806","1","10","40","0.015594","0.103802","0.060736","7","53","372","0.094301","0.564076","0.570241","2","19","133","0.028146","0.206531","0.204687","0","6","11","0.003721","0.068806","0.017213","4","4","2","0.067197","0.082958","0.006261","6","25","60","0.081936","0.267196","0.092235","10","39","91","0.140317","0.410937","0.139657","3","26","163","0.049352","0.273956","0.250207"
"District of Columbia","2017","31570","87525","474297","1","12","47","0.018879","0.136719","0.099935","3","62","331","0.087363","0.707984","0.697831","1","19","93","0.02429","0.214785","0.196612","0","6","20","0.002639","0.074033","0.042607","2","4","2","0.090263","0.133052","0.01526","3","28","68","0.084719","0.324914","0.142547","5","45","106","0.164071","0.519342","0.224399","1","23","109","0.046426","0.268166","0.229824"
"Florida","2017","1431798","1961154","14656396","22","162","632","0.015468","0.082841","0.04309","145","1028","7984","0.101228","0.524194","0.544755","41","331","2576","0.028459","0.16873","0.175771","7","119","235","0.004812","0.060846","0.01603","72","82","29","0.055116","0.077523","0.003844","101","449","1124","0.070557","0.228752","0.076706","186","678","1722","0.13008","0.345845","0.117498","65","463","3105","0.045535","0.236072","0.211844"
"Georgia","2017","866242","1105245","6661559","12","89","289","0.013322","0.080272","0.043314","72","528","3460","0.083354","0.477824","0.519424","24","224","1286","0.027212","0.202787","0.193078","3","51","103","0.003436","0.046359","0.015443","42","40","13","0.053039","0.063126","0.003517","52","223","435","0.060451","0.201754","0.065307","101","342","724","0.116143","0.309113","0.108621","38","321","1650","0.043564","0.290278","0.24776"
"Hawaii","2017","95447","123940","938835","2","14","45","0.021916","0.11601","0.047406","7","69","471","0.071757","0.555282","0.501942","2","25","125","0.021805","0.19769","0.133217","0","7","16","0.003531","0.060241","0.017504","4","5","1","0.060931","0.07711","0.005072","5","21","76","0.053126","0.167027","0.080936","11","35","120","0.112","0.282768","0.127311","3","28","156","0.027611","0.222497","0.166534"
"Idaho","2017","152823","180549","1089805","3","18","57","0.017519","0.099184","0.052442","12","85","547","0.078403","0.471125","0.501711","6","42","197","0.037546","0.229883","0.181071","1","7","11","0.005475","0.039577","0.01051","7","7","1","0.054661","0.06403","0.003194","10","30","78","0.062843","0.164919","0.071123","19","51","126","0.122946","0.282899","0.115793","8","51","250","0.050208","0.281955","0.229466"
"Illinois","2017","995426","1331211","8380092","19","152","473","0.019464","0.114036","0.056405","98","769","5125","0.09862","0.578034","0.611513","23","257","1506","0.022735","0.192984","0.179716","5","81","153","0.00502","0.060695","0.01829","53","55","19","0.06266","0.080217","0.0048","68","301","664","0.068608","0.225916","0.079184","139","465","1031","0.139428","0.349321","0.123064","38","331","1831","0.038632","0.248289","0.218532"
"Indiana","2017","537556","738014","4276407","8","75","184","0.014286","0.101067","0.042974","50","443","2300","0.092515","0.599914","0.537925","19","184","1020","0.034671","0.249619","0.238414","3","48","67","0.006279","0.065313","0.015706","28","33","9","0.059776","0.096654","0.005187","36","169","362","0.067717","0.228456","0.084579","70","264","533","0.130124","0.357991","0.124607","26","233","1240","0.048512","0.316056","0.290029"
"Iowa","2017","245032","357855","2020666","5","51","120","0.021464","0.142492","0.059263","26","237","1266","0.106772","0.663595","0.626557","8","84","437","0.034065","0.233665","0.216119","1","17","21","0.00491","0.046931","0.010234","11","17","5","0.041581","0.085528","0.004173","13","63","109","0.053618","0.175386","0.05389","26","113","187","0.104249","0.316865","0.092452","11","115","543","0.044521","0.321662","0.268917"
"Kansas","2017","237064","322476","1819258","5","33","85","0.0191","0.102309","0.046586","25","192","1090","0.104031","0.596127","0.599046","7","68","378","0.028417","0.209581","0.208037","1","16","22","0.005512","0.048714","0.012022","12","15","7","0.053827","0.086477","0.005728","11","47","93","0.045281","0.145448","0.051312","28","95","204","0.116837","0.294379","0.111885","10","93","483","0.043211","0.289634","0.265349"
"Kentucky","2017","340220","465663","2903588","5","38","129","0.016097","0.08096","0.04457","34","213","1236","0.099337","0.457617","0.425553","20","129","809","0.057986","0.27743","0.278645","2","23","39","0.005065","0.049234","0.013523","16","18","6","0.050768","0.070164","0.004157","20","81","203","0.059323","0.174199","0.06982","40","126","312","0.116244","0.270394","0.107472","31","163","996","0.091248","0.350567","0.343116"
"Louisiana","2017","361940","479234","2987835","7","51","188","0.018609","0.106011","0.063033","40","270","1605","0.10971","0.563673","0.537146","13","120","719","0.034697","0.250737","0.240575","1","19","37","0.00306","0.039679","0.012483","15","18","6","0.042172","0.067725","0.003686","19","90","186","0.05117","0.188305","0.062151","33","137","297","0.091564","0.286833","0.099535","21","161","940","0.057622","0.336058","0.314443"
"Maine","2017","89705","122655","948984","2","14","55","0.023677","0.116449","0.057792","10","78","560","0.111507","0.633645","0.589881","5","33","187","0.051999","0.266839","0.19665","1","9","14","0.006253","0.075368","0.014599","5","7","7","0.061331","0.157818","0.016951","9","43","140","0.103117","0.351692","0.147505","14","60","203","0.157001","0.491547","0.213406","6","42","218","0.065137","0.343227","0.229666"
"Maryland","2017","452456","600019","4007455","6","51","184","0.012919","0.08531","0.045906","44","358","2493","0.09623","0.596965","0.621979","11","100","642","0.024214","0.1664","0.160204","1","32","64","0.003004","0.053192","0.015899","22","25","9","0.054477","0.084246","0.004877","31","148","321","0.069561","0.247089","0.080081","56","226","456","0.123262","0.376767","0.113884","19","147","787","0.042622","0.245073","0.196387"
"Massachusetts","2017","481835","793182","4649494","10","110","277","0.019875","0.13829","0.059553","61","543","3051","0.126448","0.684166","0.656155","14","148","781","0.029077","0.186971","0.167964","3","72","98","0.005409","0.090333","0.021098","31","47","14","0.080473","0.148647","0.008987","45","249","512","0.093287","0.313888","0.110157","82","368","768","0.170728","0.463553","0.165195","24","199","946","0.05069","0.250547","0.203535"
"Michigan","2017","762352","1091893","6612857","12","105","332","0.015706","0.095999","0.050273","78","653","3801","0.102118","0.598169","0.574848","23","229","1400","0.030166","0.209337","0.211757","3","66","95","0.004561","0.060187","0.014356","43","57","24","0.064344","0.104446","0.007317","60","300","708","0.078658","0.274975","0.107024","105","447","1011","0.137833","0.409181","0.152823","38","314","1705","0.050027","0.287387","0.25787"
"Minnesota","2017","434904","572931","3665430","7","62","174","0.015458","0.10798","0.047557","40","375","2251","0.092667","0.655143","0.613987","14","146","639","0.032733","0.255005","0.174234","2","38","72","0.005158","0.066465","0.019595","20","28","11","0.050146","0.099831","0.006758","27","127","289","0.062529","0.220888","0.078925","54","212","462","0.124592","0.369592","0.126077","21","182","812","0.047339","0.318288","0.221464"
"Mississippi","2017","241768","322550","1887440","3","24","80","0.012143","0.073568","0.042608","21","135","823","0.087101","0.419286","0.4361","11","82","519","0.04507","0.255773","0.275101","1","10","25","0.003171","0.032473","0.013157","11","13","4","0.047587","0.063856","0.003303","12","49","110","0.049611","0.152567","0.058341","26","80","178","0.107722","0.247055","0.094468","18","107","646","0.074036","0.331842","0.342266"
"Missouri","2017","466292","635726","3997148","8","55","194","0.016468","0.085895","0.048413","50","339","2111","0.106794","0.532921","0.528161","20","137","915","0.043664","0.214739","0.228831","2","26","46","0.004226","0.041376","0.011391","22","33","13","0.05095","0.088308","0.005044","29","127","281","0.062113","0.199646","0.07031","56","203","484","0.120967","0.318955","0.121007","28","175","1098","0.061042","0.274887","0.274733"
