Food code,Main food description,WWEIA Category number,WWEIA Category description,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total (g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added
(mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added
(mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),Iron (mg),Zinc (mg),Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),"4:0
(g)","6:0
(g)","8:0
(g)","10:0
(g)","12:0
(g)","14:0
(g)","16:0
(g)","18:0
(g)","16:1
(g)","18:1
(g)","20:1
(g)","22:1
(g)","18:2
(g)","18:3
(g)","18:4
(g)","20:4
(g)","20:5 n-3
(g)","22:5 n-3
(g)","22:6 n-3
(g)",Water (g)
11433000,"Yogurt, nonfat milk, fruit",1820,"Yogurt, regular",83,5.09,15.02,12.58,0.1,0.17,0.103,0.048,0.004,2,2,2,0,0,0,0,0,0.044,0.215,0.113,0.049,0,12,12,12,14.6,0.54,0,1.8,1.2,0.01,0,0.2,177,140,17,0.14,0.86,0.025,3.4,234,72,0,0,0,0.004,0.004,0.002,0.004,0.005,0.017,0.044,0.016,0.004,0.037,0.002,0.002,0.004,0.001,0,0,0,0,0,78.65
11433990,"Yogurt, Greek, NS as to type of milk, fruit",1822,"Yogurt, Greek",105,8.17,12.29,11.23,1,2.57,1.599,0.65,0.113,12,30,31,0,7,0,0,7,0.037,0.235,0.205,0.049,0,9,9,9,14,0.5,0,0.7,0.9,0.02,0,0,88,109,10,0.07,0.41,0.019,9.6,129,33,0,0,0,0.06,0.046,0.031,0.084,0.081,0.254,0.746,0.25,0.042,0.573,0.005,0,0.092,0.011,0,0.004,0,0.002,0,76.41
11434000,"Yogurt, Greek, whole milk, fruit",1822,"Yogurt, Greek",106,7.33,12.29,12,0,3,1.599,1.265,0.219,10,45,46,0,7,0,0,7,0.046,0.235,0.205,0.049,0,5,5,5,14.3,0.5,0,0,0.9,0.07,0,0.3,100,109,10,0,0.41,0.019,9.6,113,37,0,0,0,0.06,0.046,0.031,0.084,0.081,0.254,0.746,0.25,0.042,0.573,0.005,0,0.092,0.011,0,0.004,0,0.002,0,76.81
11434010,"Yogurt, Greek, low fat milk, fruit",1822,"Yogurt, Greek",105,8.17,12.29,11.23,1,2.57,1.599,0.65,0.113,12,30,31,0,7,0,0,7,0.037,0.235,0.205,0.049,0,9,9,9,14,0.5,0,0.7,0.9,0.02,0,0,88,109,10,0.07,0.41,0.019,9.6,129,33,0,0,0,0.06,0.046,0.031,0.084,0.081,0.254,0.746,0.25,0.042,0.573,0.005,0,0.092,0.011,0,0.004,0,0.002,0,76.41
11434020,"Yogurt, Greek, nonfat milk, fruit",1822,"Yogurt, Greek",83,8.06,12.2,11.5,0.6,0.15,0.103,0.029,0.021,4,0,0,0,2,0,0,4,0.037,0.25,0.208,0.05,0,20,20,20,14,0.45,0,0.2,0.9,0.02,0,0,97,113,10,0.09,0.46,0.02,9.8,133,32,0,0,0,0.007,0.001,0.003,0.018,0.006,0.01,0.038,0.017,0.001,0.029,0.001,0,0.015,0.006,0,0,0,0,0,79
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",1820,"Yogurt, regular",73,5.09,9.82,9.82,0,1.51,0.97,0.413,0.043,6,14,14,0,2,0,0,0,0.043,0.208,0.111,0.048,0,11,11,11,14.7,0.54,0,0.8,1.2,0.03,0,0.2,178,140,16,0.08,0.86,0.013,3.2,227,68,0,0,0,0.045,0.031,0.019,0.043,0.051,0.158,0.409,0.146,0.033,0.343,0,0,0.03,0.013,0,0,0,0,0,82.51
11434100,"Yogurt, whole milk, flavors other than fruit",1820,"Yogurt, regular",77,3.3,9.41,9.42,0,3.1,1.991,0.848,0.087,12,26,26,0,5,0,0,0,0.028,0.136,0.071,0.03,0,7,7,7,14.4,0.35,0,0.5,1.2,0.06,0,0.2,115,90,11,0.05,0.56,0.009,2.1,147,44,0,0,0,0.091,0.063,0.04,0.088,0.105,0.326,0.842,0.301,0.067,0.706,0,0,0.062,0.026,0,0,0,0,0,83.5
11434200,"Yogurt, low fat milk, flavors other than fruit",1820,"Yogurt, regular",73,5.09,9.82,9.82,0,1.51,0.97,0.413,0.043,6,14,14,0,2,0,0,0,0.043,0.208,0.111,0.048,0,11,11,11,14.7,0.54,0,0.8,1.2,0.03,0,0.2,178,140,16,0.08,0.86,0.013,3.2,227,68,0,0,0,0.045,0.031,0.019,0.043,0.051,0.158,0.409,0.146,0.033,0.343,0,0,0.03,0.013,0,0,0,0,0,82.51
11434300,"Yogurt, nonfat milk, flavors other than fruit",1820,"Yogurt, regular",66,5.56,10.44,10.44,0,0.18,0.113,0.048,0.005,2,2,2,0,0,0,0,0,0.047,0.228,0.12,0.051,0,12,12,12,14.7,0.59,0,0.9,1.2,0,0,0.2,193,152,18,0.09,0.94,0.015,3.5,247,75,0,0,0,0.005,0.004,0.002,0.005,0.006,0.018,0.048,0.017,0.004,0.04,0,0,0.004,0.001,0,0,0,0,0,82.66
11435000,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1822,"Yogurt, Greek",95,8.64,9.54,9.54,0,2.5,1.465,0.846,0.203,5,110,110,0,3,0,0,0,0.038,0.24,0.201,0.05,0,9,9,9,33.4,0.64,0,0,0.9,0.02,0,0.2,100,119,10,0.04,0.46,0.018,9.7,123,40,0,0,0,0.083,0.021,0.036,0.219,0.102,0.177,0.568,0.215,0.016,0.398,0.005,0,0.094,0.005,0,0.004,0,0,0,78.76
11435010,"Yogurt, Greek, whole milk, flavors other than fruit",1822,"Yogurt, Greek",111,8.47,9.35,9.35,0,4.44,2.674,1.404,0.273,10,124,125,0,7,0,0,0,0.037,0.235,0.197,0.049,0,9,9,9,33.2,0.63,0,0,0.9,0.08,0,0.4,98,117,10,0.04,0.45,0.018,9.5,121,39,0,0,0,0.146,0.059,0.058,0.265,0.156,0.374,1.08,0.452,0.06,0.891,0.005,0,0.137,0.034,0,0.004,0,0,0,77.19
11435020,"Yogurt, Greek, low fat milk, flavors other than fruit",1822,"Yogurt, Greek",95,8.64,9.54,9.54,0,2.5,1.465,0.846,0.203,5,110,110,0,3,0,0,0,0.038,0.24,0.201,0.05,0,9,9,9,33.4,0.64,0,0,0.9,0.02,0,0.2,100,119,10,0.04,0.46,0.018,9.7,123,40,0,0,0,0.083,0.021,0.036,0.219,0.102,0.177,0.568,0.215,0.016,0.398,0.005,0,0.094,0.005,0,0.004,0,0,0,78.76
11435030,"Yogurt, Greek, nonfat milk, flavors other than fruit",1822,"Yogurt, Greek",78,8.64,10.37,9.54,0.5,0.18,0.133,0.039,0.009,3,0,0,0,0,0,0,0,0.042,0.24,0.201,0.05,0,11,11,11,15.2,0.64,0,0,0.9,0.02,0,0.1,99,119,10,0.04,0.46,0.018,9.7,123,34,0,0,0,0.008,0.002,0.003,0.02,0.009,0.016,0.052,0.02,0.002,0.036,0.001,0,0.009,0.001,0,0,0,0,0,80.26
11435100,"Yogurt, Greek, with oats",1822,"Yogurt, Greek",160,8.9,22.38,12.07,1.9,4.29,1.478,1.629,0.915,4,88,88,0,3,0,0,31,0.094,0.23,0.511,0.077,0,13,13,13,31.8,0.53,0,0.1,0.7,0.24,0,2.3,96,165,27,0.64,0.75,0.063,10.2,184,53,0,0,0,0.067,0.017,0.031,0.177,0.096,0.148,0.658,0.233,0.018,1.251,0.017,0,0.688,0.144,0,0.004,0,0,0,63.61
11436000,"Yogurt, liquid",1820,"Yogurt, regular",72,3.71,11.81,9.78,0.1,1.09,0.701,0.302,0.031,4,10,10,0,1,0,0,0,0.032,0.157,0.083,0.036,0,9,9,9,11.7,0.39,0,1.4,1.2,0.03,0,0.1,131,103,12,0.1,0.63,0.021,2.5,171,53,0,0,0,0.032,0.022,0.014,0.031,0.037,0.114,0.296,0.106,0.024,0.248,0.002,0.001,0.022,0.009,0,0,0,0,0,82.57
11440010,"Chipotle dip, yogurt based",8412,"Dips, gravies, other sauces",189,7.93,3.33,2.97,0,15.99,3.219,3.638,8.716,16,73,74,1,16,2,0,17,0.037,0.186,0.177,0.054,0,11,11,11,18.6,0.43,0,3.4,0,0.68,0,32,92,111,9,0.09,0.5,0.022,10.1,119,636,0,0,0,0.036,0.027,0.019,0.052,0.048,0.161,1.973,0.751,0.041,3.517,0.049,0.004,7.634,1.062,0,0.011,0,0,0.001,70.61
11440020,"Dill dip, yogurt based",8412,"Dips, gravies, other sauces",191,8.16,3.76,2.99,0.3,16.03,3.232,3.645,8.742,16,73,74,0,17,1,0,27,0.038,0.207,0.25,0.054,0,12,12,12,19.4,0.43,0,1.9,0,0.75,0,44.9,103,115,13,0.29,0.55,0.028,10.2,141,641,0,0,0,0.036,0.027,0.019,0.052,0.048,0.161,1.985,0.752,0.041,3.524,0.049,0.004,7.642,1.08,0,0.011,0,0,0.001,69.81
11440030,"Onion dip, yogurt based",8412,"Dips, gravies, other sauces",159,6.82,4.07,3.38,0.2,12.88,2.713,2.928,6.865,14,66,66,0,5,1,0,3,0.041,0.168,0.147,0.054,0,10,10,10,17.7,0.42,0,1.1,0.2,0.53,0,25,93,105,10,0.08,0.47,0.019,8.2,126,507,0,0,0,0.035,0.026,0.018,0.049,0.047,0.156,1.637,0.621,0.037,2.834,0.039,0.003,6.014,0.837,0,0.009,0,0,0.001,74.42
11440040,"Ranch dip, yogurt based",8412,"Dips, gravies, other sauces",195,8.48,4.13,3.41,0.3,16.09,3.267,3.661,8.744,17,73,74,0,17,1,0,27,0.042,0.222,0.257,0.056,0,12,12,12,20.5,0.46,0,1.9,0,0.75,0,44.9,114,123,14,0.29,0.58,0.029,10.4,154,646,0,0,0,0.038,0.028,0.019,0.053,0.05,0.167,1.999,0.758,0.042,3.538,0.049,0.004,7.643,1.081,0,0.011,0,0,0.001,69
11440050,"Spinach dip, yogurt based",8412,"Dips, gravies, other sauces",158,7.02,3.6,3.04,0.3,12.94,2.721,2.927,6.892,14,66,112,0,556,1,0,1197,0.043,0.179,0.17,0.054,0,17,17,17,19.1,0.42,0,0.7,0.2,0.8,0,66.2,103,106,15,0.21,0.49,0.028,8.6,136,514,0,0,0,0.035,0.026,0.018,0.049,0.047,0.156,1.646,0.62,0.037,2.833,0.039,0.003,6.013,0.865,0,0.009,0,0,0.001,74.55
11440060,Tzatziki dip,8412,"Dips, gravies, other sauces",92,5.35,3.95,2.92,0.2,6.31,1.838,3.724,0.641,7,1,3,4,21,10,0,9,0.025,0.169,0.16,0.06,0,6,6,6,11,0.42,0,2,0,0.52,0,8.2,64,86,11,0.14,0.38,0.027,5.7,139,307,0,0,0,0,0.029,0.048,0.149,0.071,0.179,0.963,0.306,0.071,3.023,0.03,0,0.467,0.041,0,0,0,0,0.002,83.08
11440070,"Vegetable dip, yogurt based",8412,"Dips, gravies, other sauces",191,8.16,3.76,2.99,0.3,16.03,3.232,3.645,8.742,16,73,74,0,17,1,0,27,0.038,0.207,0.25,0.054,0,12,12,12,19.4,0.43,0,1.9,0,0.75,0,44.9,103,115,13,0.29,0.55,0.028,10.2,141,641,0,0,0,0.036,0.027,0.019,0.052,0.048,0.161,1.985,0.752,0.041,3.524,0.049,0.004,7.642,1.08,0,0.011,0,0,0.001,69.81
11446000,"Yogurt parfait, low fat, with fruit",1820,"Yogurt, regular",84,3.36,15.86,11.68,1.1,1.01,0.525,0.307,0.122,3,29,30,0,12,0,0,12,0.07,0.173,0.714,0.233,38,13,77,51,11.9,0.88,0.58,14.3,1.2,0.25,0,1.7,105,93,17,0.49,0.89,0.054,3.9,189,49,0,0,0,0.021,0.014,0.009,0.021,0.025,0.076,0.249,0.077,0.016,0.273,0,0,0.106,0.016,0,0,0,0,0,78.97
11459990,"Frozen yogurt, NFS",5802,Ice cream and frozen dairy desserts,127,3,21.6,19.92,0,3.6,2.326,0.986,0.1,13,48,49,0,9,0,0,0,0.04,0.18,0.07,0.04,0,4,4,4,23.1,0.07,0,0.7,0.1,0.09,0,0.3,100,89,10,0.46,0.28,0.009,1.9,156,63,0,0,0,0.111,0.078,0.044,0.1,0.122,0.377,0.986,0.355,0.078,0.82,0,0,0.067,0.033,0,0,0,0,0,71.2
11460000,"Frozen yogurt, vanilla",5802,Ice cream and frozen dairy desserts,127,3,21.6,19.92,0,3.6,2.326,0.986,0.1,13,48,49,0,9,0,0,0,0.04,0.18,0.07,0.04,0,4,4,4,23.1,0.07,0,0.7,0.1,0.09,0,0.3,100,89,10,0.46,0.28,0.009,1.9,156,63,0,0,0,0.111,0.078,0.044,0.1,0.122,0.377,0.986,0.355,0.078,0.82,0,0,0.067,0.033,0,0,0,0,0,71.2
11460100,"Frozen yogurt, chocolate",5802,Ice cream and frozen dairy desserts,131,3,21.6,19.24,2.3,3.6,2.272,0.961,0.102,13,38,39,0,9,0,0,0,0.04,0.18,0.14,0.04,0,12,12,12,14.1,0.07,0,0,0.1,0.09,0,0.3,100,89,25,0.46,0.28,0.054,1.9,234,63,3,106,0,0.096,0.067,0.038,0.086,0.106,0.327,0.971,0.443,0.067,0.817,0,0,0.073,0.029,0,0,0,0,0,71.2
11460500,"Frozen yogurt, soft serve, vanilla",5802,Ice cream and frozen dairy desserts,159,4,24.2,24,0,5.6,3.42,1.59,0.21,2,58,59,0,11,0,0,0,0.037,0.224,0.287,0.08,0,6,6,6,20.2,0.29,0,0.8,0.1,0.11,0,0.3,143,129,14,0.3,0.42,0.04,3.3,211,87,0,0,0,0.18,0.1,0.06,0.14,0.16,0.57,1.52,0.68,0.13,1.46,0,0,0.13,0.08,0,0,0,0,0,65.3
11460510,"Frozen yogurt, soft serve, chocolate",5802,Ice cream and frozen dairy desserts,160,4.31,24.87,23.56,0.7,5.76,3.513,1.65,0.215,2,57,58,0,11,0,0,1,0.038,0.224,0.325,0.081,0,7,7,7,20,0.28,0,0.8,0.1,0.11,0,0.3,143,141,24,0.57,0.55,0.115,3.5,237,86,5,41,0,0.176,0.098,0.059,0.137,0.157,0.559,1.563,0.751,0.127,1.522,0,0,0.136,0.078,0,0,0,0,0,64.05
11461200,Frozen yogurt sandwich,5802,Ice cream and frozen dairy desserts,204,3.9,34.38,24.3,0.8,6.25,2.805,1.956,1.113,10,37,38,0,7,0,0,3,0.081,0.202,0.767,0.043,10,5,22,15,20.9,0.08,0,0.5,0.1,0.25,0,0.8,83,100,21,1.35,0.48,0.123,2.8,170,192,2,88,0,0.084,0.061,0.065,0.1,0.282,0.359,1.188,0.548,0.07,1.817,0,0,1.017,0.092,0,0.002,0.001,0,0,54.52
11461210,"Frozen yogurt bar, vanilla",5802,Ice cream and frozen dairy desserts,127,3,21.6,19.92,0,3.6,2.326,0.986,0.1,13,48,49,0,9,0,0,0,0.04,0.18,0.07,0.04,0,4,4,4,23.1,0.07,0,0.7,0.1,0.09,0,0.3,100,89,10,0.46,0.28,0.009,1.9,156,63,0,0,0,0.111,0.078,0.044,0.1,0.122,0.377,0.986,0.355,0.078,0.82,0,0,0.067,0.033,0,0,0,0,0,71.2
11461220,"Frozen yogurt bar, chocolate",5802,Ice cream and frozen dairy desserts,131,3,21.6,19.24,2.3,3.6,2.272,0.961,0.102,13,38,39,0,9,0,0,0,0.04,0.18,0.14,0.04,0,12,12,12,14.1,0.07,0,0,0.1,0.09,0,0.3,100,89,25,0.46,0.28,0.054,1.9,234,63,3,106,0,0.096,0.067,0.038,0.086,0.106,0.327,0.971,0.443,0.067,0.817,0,0,0.073,0.029,0,0,0,0,0,71.2
11461250,"Frozen yogurt cone, chocolate",5802,Ice cream and frozen dairy desserts,142,3.2,23.9,18.71,2.3,3.73,2.23,0.996,0.228,12,36,37,0,9,0,0,1,0.048,0.187,0.311,0.04,7,12,23,18,13.9,0.07,0,0,0.1,0.12,0,0.4,97,89,25,0.59,0.3,0.06,2,229,71,3,102,0,0.092,0.064,0.036,0.083,0.102,0.315,0.971,0.434,0.065,0.858,0,0,0.193,0.035,0,0,0,0,0,68.56
11461260,"Frozen yogurt cone, vanilla",5802,Ice cream and frozen dairy desserts,139,3.2,23.9,19.36,0.1,3.73,2.282,1.02,0.227,12,46,47,0,9,0,0,1,0.048,0.187,0.244,0.04,7,4,15,11,22.6,0.07,0,0.7,0.1,0.12,0,0.4,97,89,11,0.59,0.3,0.017,2,154,71,0,0,0,0.107,0.075,0.042,0.096,0.117,0.363,0.986,0.35,0.075,0.861,0,0,0.187,0.039,0,0,0,0,0,68.56
11461300,"Frozen yogurt cone, vanilla, waffle cone",5802,Ice cream and frozen dairy desserts,143,3.29,25.28,20.26,0.1,3.61,2.223,1.014,0.18,12,45,46,0,8,0,0,1,0.068,0.193,0.364,0.041,8,4,18,12,22.2,0.07,0,0.7,0.1,0.09,0,0.4,97,90,11,0.69,0.31,0.024,2.1,155,77,0,0,0,0.104,0.073,0.041,0.094,0.115,0.355,0.952,0.344,0.074,0.857,0,0,0.143,0.037,0,0,0,0,0,67.19
11461320,"Frozen yogurt cone, chocolate, waffle cone",5802,Ice cream and frozen dairy desserts,147,3.29,25.28,19.62,2.3,3.61,2.172,0.991,0.181,12,36,37,0,8,0,0,1,0.068,0.193,0.43,0.041,8,12,25,20,13.8,0.07,0,0,0.1,0.09,0,0.4,97,90,25,0.69,0.31,0.067,2.1,229,77,3,100,0,0.09,0.063,0.036,0.081,0.1,0.308,0.937,0.427,0.064,0.855,0,0,0.148,0.033,0,0,0,0,0,67.19
11480010,"Yogurt, whole milk, baby food",9010,Baby food: yogurt,61,3.47,4.66,4.66,0,3.25,2.096,0.893,0.092,13,27,27,0,5,0,0,0,0.029,0.142,0.075,0.032,0,7,7,7,15.2,0.37,0,0.5,1.2,0.06,0,0.2,121,95,12,0.05,0.59,0.009,2.2,155,46,0,0,0,0.096,0.066,0.042,0.093,0.111,0.343,0.886,0.317,0.071,0.743,0,0,0.065,0.027,0,0,0,0,0,87.89
11480020,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, NFS",9010,Baby food: yogurt,98,3.4,13.22,11.46,0.3,3.53,1.84,0.916,0.367,14,23,24,0,5,0,0,6,0.047,0.129,0.119,0.034,0,8,8,8,14.2,0.32,0,1.4,0.1,0.07,0,0.3,107,95,15,0.15,0.59,0.023,2.8,149,41,0,0,0,0.083,0.057,0.036,0.081,0.097,0.322,0.866,0.296,0.09,0.782,0.023,0.021,0.147,0.117,0.011,0.007,0.038,0.007,0.04,79.16
11480030,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus iron",9010,Baby food: yogurt,92,3.05,13,11.46,0.6,3.08,1.582,0.74,0.405,10,21,22,0,7,1,0,13,0.048,0.12,0.119,0.036,0,7,7,7,13.4,0.29,0,3.6,0,0.09,0,0.9,98,86,15,4.18,0.54,0.031,2.4,143,38,0,0,0,0.075,0.052,0.033,0.073,0.087,0.269,0.73,0.263,0.056,0.683,0.001,0,0.146,0.259,0,0,0,0,0,80.21
11480040,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus DHA",9010,Baby food: yogurt,98,3.4,13.22,11.46,0.3,3.53,1.84,0.916,0.367,14,23,24,0,5,0,0,6,0.047,0.129,0.119,0.034,0,8,8,8,14.2,0.32,0,1.4,0.1,0.07,0,0.3,107,95,15,0.15,0.59,0.023,2.8,149,41,0,0,0,0.083,0.057,0.036,0.081,0.097,0.322,0.866,0.296,0.09,0.782,0.023,0.021,0.147,0.117,0.011,0.007,0.038,0.007,0.04,79.16
11511000,"Chocolate milk, NFS",1208,"Flavored milk, nonfat",67,3.39,13.46,8.39,0,0,0,0,0,2,63,64,0,11,0,0,0,0.045,0.166,0.164,0.024,0,2,2,2,15.6,0.32,0,1,1.1,0.04,0,0.2,127,101,13,0.27,0.41,0.075,1.9,182,79,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.34
11511100,"Chocolate milk, ready to drink, whole",1202,"Flavored milk, whole",83,3.17,10.34,9.54,0.8,3.39,2.104,0.99,0.124,12,26,27,0,7,0,0,0,0.037,0.162,0.125,0.04,0,5,5,5,17,0.33,0,0.9,1.3,0.07,0,0.3,112,101,13,0.24,0.41,0.065,1.9,167,60,1,23,0,0.101,0.06,0.035,0.078,0.088,0.315,0.889,0.466,0.071,0.872,0,0,0.078,0.046,0,0,0,0,0,82.3
11511200,"Chocolate milk, ready to drink, reduced fat",1204,"Flavored milk, reduced fat",76,2.99,12.13,9.55,0.7,1.9,1.177,0.455,0.089,8,63,64,0,11,0,0,0,0.045,0.183,0.164,0.024,0,2,2,2,17.1,0.33,0,0,1.2,0.04,0,0.2,109,102,14,0.24,0.39,0.075,3.4,169,66,1,22,0,0.056,0.033,0.02,0.045,0.045,0.17,0.515,0.27,0.02,0.43,0,0,0.08,0,0.009,0,0,0,0,82.17
11511300,"Chocolate milk, ready to drink, fat free",1208,"Flavored milk, nonfat",67,3.39,13.46,8.39,0,0,0,0,0,2,63,64,0,11,0,0,0,0.045,0.166,0.164,0.024,0,2,2,2,15.6,0.32,0,1,1.1,0.04,0,0.2,127,101,13,0.27,0.41,0.075,1.9,182,79,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.34
11511400,"Chocolate milk, ready to drink, low fat",1206,"Flavored milk, lowfat",64,3.46,10.15,9.94,0.1,1.11,0.616,0.3,0.049,5,51,52,0,2,0,0,0,0.031,0.247,0.124,0.047,0,3,3,3,17,0.23,0,0.4,1.1,0,0,0.1,129,96,13,0.23,0.43,0.028,1.9,172,65,1,12,0,0.019,0.013,0.008,0.022,0.025,0.09,0.268,0.12,0.015,0.248,0.003,0,0.039,0.006,0,0.002,0.001,0.001,0,84.5
11511550,"Chocolate milk, ready to drink, reduced sugar, NS as to milk",1206,"Flavored milk, lowfat",57,3.43,7.68,7.29,0,1.04,0.616,0.29,0.054,5,96,96,0,2,0,0,0,0.035,0.225,0.122,0.05,0,5,5,5,15.2,0.2,0,0,1.5,0,0,0.1,122,98,13,0.16,0.46,0.018,1.9,168,66,0,6,0,0.02,0.014,0.009,0.025,0.029,0.099,0.278,0.122,0.014,0.26,0.003,0,0.045,0.005,0,0.002,0,0.001,0,87.09
11511600,"Chocolate milk, ready to drink, low fat (Nesquik)",1206,"Flavored milk, lowfat",64,3.46,10.15,9.94,0.1,1.11,0.616,0.3,0.049,5,51,52,0,2,0,0,0,0.031,0.247,0.124,0.047,0,3,3,3,17,0.23,0,0.4,1.1,0,0,0.1,129,96,13,0.23,0.43,0.028,1.9,172,65,1,12,0,0.019,0.013,0.008,0.022,0.025,0.09,0.268,0.12,0.015,0.248,0.003,0,0.039,0.006,0,0.002,0.001,0.001,0,84.5
11511610,"Chocolate milk, ready to drink, fat free (Nesquik)",1208,"Flavored milk, nonfat",67,3.39,13.46,8.39,0,0,0,0,0,2,63,64,0,11,0,0,0,0.045,0.166,0.164,0.024,0,2,2,2,15.6,0.32,0,1,1.1,0.04,0,0.2,127,101,13,0.27,0.41,0.075,1.9,182,79,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.34
11511700,"Chocolate milk, ready to drink, low fat, no sugar added (Nesquik)",1206,"Flavored milk, lowfat",64,3.46,10.15,9.94,0.1,1.11,0.616,0.3,0.049,5,51,52,0,2,0,0,0,0.031,0.247,0.124,0.047,0,3,3,3,17,0.23,0,0.4,1.1,0,0,0.1,129,96,13,0.23,0.43,0.028,1.9,172,65,1,12,0,0.019,0.013,0.008,0.022,0.025,0.09,0.268,0.12,0.015,0.248,0.003,0,0.039,0.006,0,0.002,0.001,0.001,0,84.5
11512010,"Hot chocolate / Cocoa, ready to drink",1204,"Flavored milk, reduced fat",91,2.72,16.54,15.18,0,1.54,0.903,0.325,0.047,7,68,68,0,2,0,0,1,0.047,0.117,0.123,0.049,0,2,2,2,14.2,0.42,0,0.2,0.9,0.03,0,0.2,102,95,17,0,0.45,0.058,1.7,152,60,3,30,0,0.033,0.026,0.017,0.04,0.047,0.147,0.416,0.15,0.024,0.333,0.002,0,0.05,0.006,0,0.002,0,0.001,0,78.43
11512020,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",1208,"Flavored milk, nonfat",78,2.79,16.52,15.31,0,0.06,0.04,0.014,0.005,2,52,52,0,2,0,0,1,0.044,0.112,0.128,0.046,0,2,2,2,14.2,0.45,0,0,0.9,0,0,0,107,98,18,0,0.47,0.059,1.9,159,61,3,30,0,0.002,0.001,0.001,0.002,0.002,0.007,0.017,0.007,0.001,0.015,0,0,0.004,0,0,0,0,0,0,79.81
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",1404,Milk substitutes,80,1.21,16.68,14.62,0.2,0.98,0.115,0.386,0.442,0,58,58,0,1,0,0,1,0.013,0.085,0.232,0.014,0,5,5,5,11,0.35,0.35,0,0.8,1.14,1.1,1.3,122,32,16,0.28,0.23,0.132,1.3,99,75,3,30,0,0,0,0,0,0,0.001,0.087,0.028,0.002,0.346,0.004,0,0.336,0.03,0,0,0,0,0,80.39
11512100,"Hot chocolate / Cocoa, ready to drink, with whipped cream",1204,"Flavored milk, reduced fat",103,2.73,15.89,14.6,0,3.18,1.952,0.742,0.119,12,84,84,0,6,0,0,1,0.045,0.121,0.121,0.048,0,2,2,2,14.4,0.41,0,0.2,0.9,0.07,0,0.3,101,93,17,0,0.44,0.056,1.8,149,58,3,29,0,0.066,0.054,0.034,0.081,0.095,0.298,0.838,0.312,0.054,0.696,0.005,0,0.109,0.011,0,0.005,0,0.002,0,77.44
11512110,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk and whipped cream",1208,"Flavored milk, nonfat",90,2.79,15.87,14.72,0,1.77,1.13,0.445,0.079,8,69,69,0,5,0,0,1,0.043,0.116,0.125,0.046,0,2,2,2,14.4,0.43,0,0,0.9,0.04,0,0.2,105,96,17,0,0.46,0.057,2,156,60,3,29,0,0.037,0.03,0.019,0.044,0.051,0.164,0.457,0.176,0.032,0.392,0.003,0,0.065,0.006,0,0.003,0,0.001,0,78.76
11512120,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream",1404,Milk substitutes,92,1.29,16.02,14.07,0.2,2.64,1.202,0.799,0.496,5,74,74,0,4,0,0,1,0.013,0.09,0.224,0.015,0,5,5,5,11.3,0.34,0.33,0,0.9,1.13,1.04,1.3,119,33,15,0.27,0.23,0.127,1.3,98,73,3,29,0,0.035,0.029,0.018,0.043,0.05,0.159,0.524,0.196,0.033,0.707,0.007,0,0.381,0.035,0,0.003,0,0.001,0,79.32
11513000,"Chocolate milk, made from dry mix, NS as to type of milk",1204,"Flavored milk, reduced fat",72,3.41,10.13,9.63,0.3,2.01,1.232,0.4,0.061,8,55,55,0,4,0,0,0,0.054,0.132,0.115,0.112,0,1,1,1,17,0.53,0,1.7,1,0.03,0,0.2,146,102,15,0,0.82,0.057,1.9,164,45,0,17,0,0.04,0.031,0.021,0.049,0.056,0.179,0.571,0.254,0.028,0.406,0.002,0,0.065,0.007,0,0.003,0,0.001,0,83.63
