"Year","Demographics.Total","Education.Major","Salaries.Highest","Salaries.Lowest","Salaries.Mean","Salaries.Median","Salaries.Quantity","Salaries.Standard Deviation","Demographics.Ethnicity.Asians","Demographics.Ethnicity.Minorities","Demographics.Ethnicity.Whites","Demographics.Gender.Females","Demographics.Gender.Males","Education.Degrees.Bachelors","Education.Degrees.Doctorates","Education.Degrees.Masters","Education.Degrees.Professionals","Employment.Employer Type.Business/Industry","Employment.Employer Type.Educational Institution","Employment.Employer Type.Government","Employment.Reason Working Outside Field.Career Change","Employment.Reason Working Outside Field.Family-related","Employment.Reason Working Outside Field.Job Location","Employment.Reason Working Outside Field.No Job Available","Employment.Reason Working Outside Field.Other","Employment.Reason Working Outside Field.Pay/Promotion","Employment.Reason Working Outside Field.Working Conditions","Employment.Reason for Not Working.Family","Employment.Reason for Not Working.Layoff","Employment.Reason for Not Working.No Job Available","Employment.Reason for Not Working.No need/want","Employment.Reason for Not Working.Student","Employment.Status.Employed","Employment.Status.Not in Labor Force","Employment.Status.Unemployed","Employment.Work Activity.Accounting/Finance/Contracts","Employment.Work Activity.Applied Research","Employment.Work Activity.Basic Research","Employment.Work Activity.Computer Applications","Employment.Work Activity.Design","Employment.Work Activity.Development","Employment.Work Activity.Human Resources","Employment.Work Activity.Managing/Supervising People/Projects","Employment.Work Activity.Other","Employment.Work Activity.Productions/Operations/Maintenance","Employment.Work Activity.Professional Service","Employment.Work Activity.Qualitity/Productivity Management","Employment.Work Activity.Sales, Purchasing, Marketing","Employment.Work Activity.Teaching"
"2006","37027","Chemistry","100000.0","0.0","32291.44","30000.0","549","17483.74","7795","6311","22921","19249","17778","27827","643","7718","839","15636","12638","1688","1811","682","2291","1447","664","1900","2540","799","467","2195","1584","4959","29961","5340","1726","3109","17303","16747","3888","7861","11603","5338","11337","2162","12080","3508","7332","4612","10971"
"2006","32009","Civil Engineering","100000.0","1000.0","48523.4","49000.0","577","16977.92","5123","4637","22248","7069","24940","22300","187","9522","0","23148","2584","4732","318","209","593","139","189","568","516","148","65","126","457","1340","30464","1239","306","9076","14226","9451","6146","19811","10125","4615","20046","1605","4339","5073","11372","5340","4154"
"2006","237830","Computer Science and Math","100000.0","0.0","41451.5","40000.0","1732","21675.15","73839","40507","123484","68313","169518","198024","152","39604","50","156065","40167","16214","13571","5507","13936","16960","3630","15554","14031","4668","3018","10709","5895","11749","212446","14538","10846","35351","83182","62315","127976","85968","91138","36121","81279","14856","36960","21878","53654","57251","48198"
"2006","85983","Economics","100000.0","0.0","42750.66","40000.0","754","20072.61","22290","13581","50111","32957","53025","76202","472","8995","313","60849","8065","4868","6507","2434","8642","7239","1133","9772","8831","1037","599","3071","3727","8179","73783","8932","3268","41841","23343","18945","14405","14559","21708","20121","34581","4819","7585","25421","21601","37450","13138"
"2006","96087","Electrical Engineering","100000.0","0.0","52363.55","54000.0","1048","21356.54","45212","14596","36279","17579","78508","57305","681","38101","0","67578","12180","7380","3594","1070","2824","3924","460","3786","3235","1824","866","2309","2740","4706","87139","5259","3689","11734","48638","37827","55354","50151","49941","10179","33472","4070","25245","6326","20938","14760","11772"
"2006","59552","Mechanical Engineering","100000.0","0.0","51757.74","53000.0","937","19438.1","16273","7166","36113","7435","52117","38121","197","21234","0","44928","7021","3710","1919","214","1777","2049","702","1808","1663","473","270","684","1108","2539","55659","2802","1090","9531","31338","22405","18448","39048","33357","7885","29319","2619","16683","3538","18007","11688","6701"
"2006","60225","Other Engineering","100000.0","0.0","48324.37","51000.0","1301","20322.57","14990","8459","36777","18877","41349","40296","828","18735","366","35375","11239","5681","1723","537","2603","2026","709","2418","2615","623","228","1508","2354","6337","52295","5973","1957","9722","28593","21338","16141","28681","26138","8307","26590","3359","15758","4686","17395","8732","8930"
"2006","18980","Physics and Astronomy","100000.0","0.0","31212.45","25000.0","466","21023.49","3268","2186","13526","4512","14468","11446","502","7032","0","5756","8667","1219","889","352","1223","1247","353","1134","1453","253","109","778","1432","2481","15643","2689","647","1537","7508","7636","5774","6016","4810","2024","4710","860","3546","956","2429","2206","5271"
"2006","145199","Political and related sciences","100000.0","0.0","33684.47","32000.0","824","19023.68","12832","28540","103827","73845","71354","128466","96","15921","717","79308","19061","18950","16797","8122","31867","19990","5936","31655","28904","3553","1135","6260","9019","20411","117320","19245","8635","36835","32683","25324","15481","13725","31934","35057","58855","12356","10320","34865","28237","56228","26222"
"2006","289435","Psychology","100000.0","0.0","30293.59","29000.0","998","16892.16","18054","62176","209204","222071","67364","237006","996","50135","1297","147132","76839","22999","24811","12204","41719","27047","9260","43645","44584","8973","2220","9209","9847","27830","246971","33177","9287","45661","61703","42417","25392","24150","54201","66545","106335","30403","14708","109676","45609","84154","99147"
"2006","0","Biochemistry and Biophysics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Anthropology and Archeology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Physiology, Human and Animal","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Nutritional Science","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Pharmacology, Human and Animal","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Zoology, General","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Information Services and Systems","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Animal Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Genetics, Animal and Plant","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","International Relations","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Management & Administration","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Geology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Operations Research","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Sociology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Oceanography","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","History of Science","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Plant Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Philosophy of Science","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Agricultural Economics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","OTHER Geological Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Botany","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Environmental Science Studies","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Forestry Services","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Earth Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Criminology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Public Policy Studies","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","OTHER Physical and Related Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Area and Ethnic Studies","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Atmospheric Sciences and Meteorology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Food Sciences and Technology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Political Science and Government","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Statistics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Linguistics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","Geography","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","0","OTHER Agricultural Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","186588","Biological Sciences","100000.0","0.0","37848.97","35000.0","682","23383.96","35529","33927","117131","114431","72157","146514","1041","35414","3618","77716","38542","11416","7977","4406","11515","11095","4826","12632","11748","3924","1294","9345","11841","49671","127675","51104","7809","19129","56653","47920","14092","22784","30108","28048","50748","9428","31577","47636","27936","35013","43588"
"2008","12104","Chemical Engineering","100000.0","1000.0","54929.25","60000.0","424","22996.24","3435","1638","7031","3718","8386","8303","329","3472","0","7665","2456","695","580","191","423","193","125","440","319","157","192","246","287","791","10816","910","378","1363","6553","4538","2619","5940","5534","1783","5597","427","4533","1336","3419","1966","2485"
"2008","27747","Chemistry","100000.0","0.0","38026.67","34000.0","300","21071.93","4917","5641","17188","13935","13812","21170","282","6201","94","10492","9080","1601","481","170","983","897","565","831","1081","395","540","1035","1446","5217","21173","5345","1229","1978","12624","9814","3059","6840","8643","3662","7314","1443","8249","3948","4497","3545","8866"
"2008","23359","Civil Engineering","100000.0","1000.0","54218.62","55000.0","494","18079.52","4167","3802","15389","5508","17851","15403","185","7696","74","16651","2410","2762","445","91","516","434","52","377","508","109","271","502","166","934","21823","906","630","6961","9820","8032","4053","13860","9343","2783","12471","1790","3694","3616","6803","3571","2982"
"2008","144782","Computer Science and Math","100000.0","0.0","50557.21","50000.0","1005","24507.7","32456","25103","87223","38024","106758","109323","1209","34161","88","94867","29203","9507","2916","2565","4952","5036","2330","4892","5258","2175","892","5515","2578","4235","133577","6295","4910","26442","59529","46045","85267","53070","61829","22352","53385","8423","23407","15547","33238","29918","34959"
"2008","54062","Economics","100000.0","0.0","46212.6","45000.0","381","23075.26","14804","9992","29266","20194","33867","46959","195","6905","2","38060","5305","3802","3816","578","5467","2130","2259","4993","5081","329","844","1058","1685","4801","47168","5369","1525","27903","16510","14733","9218","11282","14891","10041","21710","3804","6286","20359","12253","21282","8001"
"2008","45165","Electrical Engineering","100000.0","3000.0","63211.92","68000.0","453","23120.87","20411","8431","16323","7284","37881","24235","298","20631","0","29573","5335","5666","2258","453","2518","1620","946","1496","2923","1023","108","1564","649","2206","40574","3051","1540","6913","22605","17330","22447","24063","21436","5668","17773","4455","11032","3830","11539","6582","6959"
"2008","40684","Mechanical Engineering","100000.0","0.0","59800.29","62000.0","701","21038.13","9395","6334","24956","4394","36290","27715","434","12535","0","32094","4121","2768","1312","35","1164","648","156","1390","1464","83","79","482","375","1381","38982","1438","264","7889","23204","16634","11843","26996","22125","5421","21644","1819","12839","2586","13470","7290","5810"
"2008","59642","Other Engineering","100000.0","1000.0","56177.8","59500.0","1288","21758.87","16721","10202","32719","15796","43847","38475","811","20356","0","38125","9030","5555","1359","478","2400","1485","737","2454","2190","1254","331","1382","1380","4514","52710","5467","1465","9240","26942","19682","23920","31119","26208","9770","24636","2661","14629","5185","17965","9538","9668"
"2008","16430","Physics and Astronomy","100000.0","1000.0","38101.3","30000.0","385","23053.78","3324","2299","10806","3769","12661","8641","349","7358","82","6132","7245","1170","783","343","824","856","977","573","607","90","72","407","330","1558","14547","1438","445","1387","7614","6850","6163","6674","6361","1835","5130","910","3494","1332","2400","1544","5186"
"2008","106071","Political and related sciences","100000.0","0.0","39843.94","37000.0","487","22041.87","10712","21714","73645","56003","50068","92657","50","12895","468","58408","13993","13284","10806","4892","19628","15835","7398","22077","21611","1714","437","4598","4789","14736","85685","14040","6346","32565","26175","22450","6521","12117","27944","25383","39770","10330","5799","30038","14469","37323","20851"
"2008","224705","Psychology","100000.0","0.0","34204.29","32000.0","793","19825.66","16072","51444","157189","170850","53855","169865","1215","53029","596","115890","53065","15401","12339","8056","22416","21068","5906","22548","26785","5374","4957","13216","7190","23933","184355","24300","16050","35406","49522","35311","15535","20611","44297","58108","79612","20867","13252","85944","33038","62206","78090"
"2008","0","Biochemistry and Biophysics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Anthropology and Archeology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Physiology, Human and Animal","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Nutritional Science","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Pharmacology, Human and Animal","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Zoology, General","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Information Services and Systems","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Animal Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Genetics, Animal and Plant","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","International Relations","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Management & Administration","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Geology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Operations Research","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Sociology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Oceanography","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","History of Science","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Plant Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Philosophy of Science","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Agricultural Economics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","OTHER Geological Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Botany","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Environmental Science Studies","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Forestry Services","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Earth Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Criminology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Public Policy Studies","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","OTHER Physical and Related Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Area and Ethnic Studies","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Atmospheric Sciences and Meteorology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Food Sciences and Technology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Political Science and Government","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Statistics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Linguistics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","Geography","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","0","OTHER Agricultural Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2010","83763","Agricultural Economics","150000.0","0.0","71697.53","65500.0","162","39383.78","2835","5456","75472","19584","64180","66177","1730","13980","1876","62877","955","8699","8346","9776","12797","4820","323","14555","16364","1871","1080","650","2736","0","72531","9880","1352","48836","21833","16480","11474","13076","17669","23586","51584","4686","17774","26879","26080","48069","9318"
"2010","183518","Animal Sciences","150000.0","0.0","60747.8","56000.0","341","36146.04","5032","15509","162977","66802","116716","114523","9835","30369","28791","126567","21339","12224","14930","13676","28836","19835","1848","22479","31495","2217","997","804","5651","4067","160130","18786","4602","62991","46700","35472","11254","28803","36086","41040","97185","14578","48016","45523","54960","72820","38940"
"2010","239587","Anthropology and Archeology","150000.0","0.0","55191.84","48000.0","490","38121.16","11864","29867","197856","158629","80959","134465","12041","72599","20482","111993","61637","18501","34052","15648","33616","27415","5146","28966","30926","14522","2308","7975","15413","7043","192131","39385","8071","58115","51970","30408","12488","44016","52447","58934","114229","26769","24148","51166","51322","80048","71188"
"2010","185343","Area and Ethnic Studies","150000.0","0.0","57317.73","50000.0","406","39393.11","14183","43380","127780","113328","72015","89261","7647","73040","15395","77105","47608","14148","23651","12010","26285","13639","6723","23354","22177","6602","2122","5862","16009","3463","138861","40498","5983","44326","30097","21376","16387","17602","34593","35466","83099","16700","6543","47118","28768","53682","56536"
"2010","27039","Atmospheric Sciences and Meteorology","150000.0","3000.0","71431.82","67500.0","132","34223.15","2661","547","23830","10206","16833","17271","1982","6685","1101","13634","3161","9151","1880","8479","10224","4742","4","6187","5137","173","53","191","157","72","25946","849","244","7205","12334","12906","11911","8016","9732","1332","8805","1042","6670","7606","12685","6974","3656"
"2010","179091","Biochemistry and Biophysics","150000.0","0.0","74355.9","68000.0","517","43356.7","36325","17978","124788","79820","99271","73334","33448","34283","38025","99775","35994","18793","9119","6121","10276","10597","1883","11168","9698","5034","2606","4106","3643","5508","154562","19034","5495","31930","74783","55497","24866","30311","45507","35989","92768","11246","32280","62122","43072","38133","48763"
"2010","2034213","Biological Sciences","150000.0","0.0","69541.25","60000.0","4303","41011.98","235132","293240","1505840","1048629","985584","962464","162912","457795","451042","1095102","380267","186111","118852","74850","142847","109491","21617","148946","140217","94960","26282","44960","88570","78721","1661480","320061","52671","386861","609394","447678","156596","234076","340383","397959","948692","157549","309570","809881","417397","491774","616961"
"2010","40229","Botany","150000.0","0.0","56198.28","52500.0","116","34256.38","9937","1269","29023","19576","20653","18794","8683","10784","1969","15293","8193","3931","595","1058","1905","1771","1005","2374","1875","1685","1153","2068","4638","536","27417","11174","1638","4085","12898","11330","2328","5834","9531","7491","17047","3102","6281","6358","7753","9289","10034"
