"Year","Country.Name","Country.Code","Country.GDP","Country.Population","Emissions.Production.CH4","Emissions.Production.N2O","Emissions.Production.CO2.Cement","Emissions.Production.CO2.Coal","Emissions.Production.CO2.Gas","Emissions.Production.CO2.Oil","Emissions.Production.CO2.Flaring","Emissions.Production.CO2.Other","Emissions.Production.CO2.Total","Emissions.Global Share.CO2.Cement","Emissions.Global Share.CO2.Coal","Emissions.Global Share.CO2.Gas","Emissions.Global Share.CO2.Oil","Emissions.Global Share.CO2.Flaring","Emissions.Global Share.CO2.Total"
"2010","Spain","ESP","1498927202304.0","46931012","38.59","20.7","11.197","36.352","73.634","157.343","2.28","3.067000000000064","283.873","0.9","0.26","1.19","1.39","0.62","0.85"
"2011","Spain","ESP","1495441604608.0","47084244","38.44","19.65","9.523","54.215","68.042","147.002","2.739","3.209000000000003","284.73","0.71","0.37","1.07","1.3","0.77","0.83"
"2012","Spain","ESP","1453746159616.0","47063060","37.74","19.02","8.754","63.253","65.086","135.635","3.379","2.856999999999971","278.964","0.64","0.42","1.0","1.18","0.93","0.8"
"2013","Spain","ESP","1429213675520.0","46930556","37.19","19.57","7.642","49.191","59.063","130.195","3.834","2.801000000000016","252.726","0.53","0.33","0.9","1.12","1.04","0.72"
"2014","Spain","ESP","1450312204288.0","46777924","37.0","20.37","8.897","54.142","54.255","130.864","4.065","2.8450000000000273","255.068","0.6","0.36","0.81","1.13","1.07","0.72"
"2015","Spain","ESP","1497526566912.0","46671916","38.59","20.51","9.216","61.751","56.603","137.451","3.707","2.966000000000008","271.694","0.64","0.42","0.83","1.16","1.0","0.77"
"2016","Spain","ESP","1417044295680.0","46634132","38.71","20.29","9.414","45.584","57.66","141.523","3.763","2.8140000000000214","260.758","0.64","0.32","0.83","1.18","0.97","0.74"
"2017","Spain","ESP","1458021990400.0","46647424","39.11","20.72","9.449","53.522","62.542","142.321","3.825","2.983000000000004","274.642","0.63","0.37","0.88","1.17","0.9","0.76"
"2018","Spain","ESP","1492300201984.0","46692864","39.1","20.43","9.667","47.995","61.864","143.381","3.791","3.015000000000043","269.713","0.62","0.33","0.83","1.18","0.92","0.74"
"1992","Sweden","SWE","235763220480.0","8686735","8.64","5.95","1.089","11.107","2.023","42.491","0.311","0.47399999999999665","57.495","0.2","0.13","0.05","0.46","0.13","0.25"
"1993","Sweden","SWE","231559217152.0","8746770","8.58","6.14","1.092","11.052","2.093","42.44","0.345","0.5140000000000029","57.536","0.2","0.13","0.05","0.46","0.15","0.25"
"1994","Sweden","SWE","241527455744.0","8798235","8.46","6.03","1.109","11.243","2.059","44.681","0.295","0.6129999999999995","60.0","0.19","0.13","0.05","0.48","0.12","0.26"
"1995","Sweden","SWE","251744239616.0","8836421","8.33","5.88","1.296","11.239","2.094","43.884","0.337","0.5640000000000001","59.414","0.21","0.13","0.05","0.47","0.14","0.25"
"1996","Sweden","SWE","256500908032.0","8859180","8.32","6.04","1.225","12.411","2.258","46.547","0.322","0.5869999999999962","63.35","0.19","0.14","0.05","0.48","0.14","0.26"
"1997","Sweden","SWE","264172109824.0","8868857","8.27","6.02","1.105","10.805","2.289","43.094","0.358","0.6000000000000014","58.251","0.17","0.12","0.05","0.44","0.15","0.24"
"1998","Sweden","SWE","276042121216.0","8870854","8.09","5.98","1.133","11.126","2.265","43.176","0.365","0.6569999999999965","58.722","0.17","0.13","0.05","0.44","0.16","0.24"
"1999","Sweden","SWE","289704280064.0","8873105","7.83","5.81","1.139","10.053","2.195","41.432","0.375","0.6629999999999896","55.857","0.17","0.12","0.05","0.41","0.17","0.23"
"2000","Sweden","SWE","303455109120.0","8881642","7.67","5.84","1.288","10.119","2.116","40.174","0.374","0.6390000000000029","54.71","0.18","0.11","0.04","0.39","0.14","0.22"
"2001","Sweden","SWE","308399210496.0","8897802","7.51","5.56","1.332","10.958","2.436","39.921","0.373","0.6180000000000021","55.638","0.18","0.12","0.05","0.38","0.14","0.22"
"2002","Sweden","SWE","317464870912.0","8920703","7.28","5.51","1.28","11.435","2.482","40.36","0.368","0.681999999999995","56.607","0.16","0.12","0.05","0.39","0.13","0.22"
"2003","Sweden","SWE","326406144000.0","8951439","7.09","5.5","1.206","11.563","2.304","41.055","0.396","0.6639999999999944","57.188","0.14","0.11","0.05","0.38","0.14","0.21"
"2004","Sweden","SWE","341905244160.0","8990653","7.09","5.54","1.284","11.829","2.238","40.103","0.387","0.6599999999999966","56.501","0.14","0.11","0.04","0.36","0.12","0.2"
"2005","Sweden","SWE","354498740224.0","9038627","6.81","5.42","1.315","10.96","1.907","38.59","0.364","0.7480000000000047","53.884","0.14","0.09","0.04","0.35","0.11","0.18"
"2006","Sweden","SWE","372237959168.0","9096170","6.66","5.39","1.442","10.707","2.085","37.983","0.812","0.6740000000000066","53.703","0.14","0.09","0.04","0.34","0.24","0.18"
"2007","Sweden","SWE","387885170688.0","9162941","6.39","5.28","1.339","10.801","2.194","37.039","0.848","0.7489999999999952","52.97","0.12","0.08","0.04","0.33","0.24","0.17"
"2008","Sweden","SWE","388983685120.0","9236433","6.1","5.45","1.396","10.367","1.921","35.639","0.861","0.7029999999999959","50.887","0.12","0.08","0.03","0.32","0.24","0.16"
"2009","Sweden","SWE","373029306368.0","9313085","5.94","5.21","1.263","7.39","2.513","34.673","0.864","0.5490000000000066","47.252","0.11","0.06","0.04","0.32","0.24","0.15"
"2010","Sweden","SWE","399841820672.0","9390157","5.87","5.43","1.324","10.342","3.469","36.465","0.825","0.7009999999999934","53.126","0.11","0.07","0.06","0.32","0.22","0.16"
"2011","Sweden","SWE","397621100544.0","9466705","5.84","5.19","1.361","9.497","2.755","34.112","0.834","0.6979999999999933","49.257","0.1","0.06","0.04","0.3","0.24","0.14"
"2012","Sweden","SWE","396489588736.0","9542817","5.7","5.11","1.479","8.667","2.391","32.732","0.838","0.6670000000000016","46.774","0.11","0.06","0.04","0.28","0.23","0.13"
"2013","Sweden","SWE","401409179648.0","9618016","5.53","5.14","1.402","8.743","2.369","31.332","0.699","0.6610000000000014","45.206","0.1","0.06","0.04","0.27","0.19","0.13"
"2014","Sweden","SWE","411859910656.0","9692137","5.41","5.37","1.399","8.116","2.062","30.412","0.773","0.5739999999999981","43.336","0.09","0.05","0.03","0.26","0.2","0.12"
"2015","Sweden","SWE","428683493376.0","9764949","5.21","5.44","1.537","8.152","1.975","30.536","0.822","0.580999999999996","43.603","0.11","0.06","0.03","0.26","0.22","0.12"
"2016","Sweden","SWE","443163607040.0","9836003","5.15","5.46","1.554","8.002","2.266","30.215","0.64","0.5849999999999937","43.262","0.11","0.06","0.03","0.25","0.16","0.12"
"2017","Sweden","SWE","454543736832.0","9904895","5.12","5.66","1.484","8.474","1.816","29.392","0.801","0.6269999999999953","42.594","0.1","0.06","0.03","0.24","0.19","0.12"
"2018","Sweden","SWE","463407448064.0","9971630","4.88","5.45","1.607","8.046","1.889","29.178","0.825","0.5499999999999972","42.095","0.1","0.05","0.03","0.24","0.2","0.11"
"1992","Switzerland","CHE","240475389952.0","6792906","6.27","2.79","2.108","0.897","4.545","38.173","0.036","0.25","46.009","0.39","0.01","0.11","0.42","0.02","0.2"
"1993","Switzerland","CHE","244573601792.0","6868937","6.24","2.75","1.913","0.764","4.757","35.876","0.04","0.2510000000000048","43.601","0.34","0.01","0.12","0.39","0.02","0.19"
"1994","Switzerland","CHE","252214820864.0","6938407","6.2","2.75","2.11","0.778","4.684","34.82","0.041","0.2430000000000092","42.676","0.36","0.01","0.11","0.38","0.02","0.19"
"1995","Switzerland","CHE","258065989632.0","6995519","6.14","2.73","1.989","0.798","5.145","35.201","0.039","0.24099999999999255","43.413","0.32","0.01","0.12","0.38","0.02","0.19"
"1996","Switzerland","CHE","264364883968.0","7038027","6.14","2.71","1.791","0.576","5.586","35.87","0.044","0.23200000000000642","44.099","0.28","0.01","0.13","0.37","0.02","0.18"
"1997","Switzerland","CHE","275430572032.0","7068503","5.93","2.63","1.607","0.501","5.405","35.258","0.042","0.22399999999999665","43.037","0.24","0.01","0.12","0.36","0.02","0.18"
"1998","Switzerland","CHE","288736575488.0","7091775","5.87","2.63","1.607","0.439","5.567","36.735","0.042","0.22500000000000142","44.615","0.25","0.01","0.12","0.37","0.02","0.18"
"1999","Switzerland","CHE","298852253696.0","7115031","5.74","2.55","1.606","0.453","5.777","36.341","0.043","0.22599999999999199","44.446","0.23","0.01","0.12","0.36","0.02","0.18"
"2000","Switzerland","CHE","316330344448.0","7143764","5.68","2.55","1.725","0.643","5.758","35.222","0.039","0.23099999999999454","43.618","0.24","0.01","0.12","0.34","0.01","0.17"
"2001","Switzerland","CHE","326784483328.0","7179174","5.73","2.59","1.758","0.653","5.997","36.403","0.041","0.23000000000000398","45.082","0.24","0.01","0.13","0.35","0.02","0.18"
"2002","Switzerland","CHE","333238534144.0","7220378","5.69","2.48","1.691","0.596","5.896","35.025","0.041","0.2190000000000083","43.468","0.21","0.01","0.12","0.34","0.01","0.17"
"2003","Switzerland","CHE","339510165504.0","7268363","5.6","2.47","1.654","0.602","6.23","35.908","0.039","0.2189999999999941","44.652","0.2","0.01","0.12","0.34","0.01","0.16"
"2004","Switzerland","CHE","355558785024.0","7323728","5.52","2.49","1.752","0.587","6.442","36.169","0.044","0.24199999999999733","45.236","0.19","0.01","0.12","0.33","0.01","0.16"
"2005","Switzerland","CHE","373064302592.0","7386818","5.55","2.54","1.847","0.636","6.614","36.379","0.058","0.2539999999999978","45.788","0.19","0.01","0.12","0.33","0.02","0.15"
"2006","Switzerland","CHE","395138629632.0","7457961","5.56","2.56","1.853","0.681","6.439","36.11","0.045","0.24499999999999744","45.373","0.18","0.01","0.12","0.32","0.01","0.15"
"2007","Switzerland","CHE","419030794240.0","7536986","5.51","2.52","1.885","0.742","6.277","34.176","0.042","0.24600000000000222","43.368","0.17","0.01","0.11","0.3","0.01","0.14"
"2008","Switzerland","CHE","436420476928.0","7622826","5.59","2.59","1.858","0.682","6.683","35.216","0.044","0.23100000000000165","44.714","0.16","0.01","0.11","0.31","0.01","0.14"
"2009","Switzerland","CHE","434943557632.0","7713902","5.52","2.56","1.848","0.637","6.403","34.409","0.044","0.19300000000000495","43.534","0.16","0.0","0.11","0.31","0.01","0.14"
"2010","Switzerland","CHE","455990116352.0","7808674","5.53","2.56","1.955","0.65","7.16","35.022","0.046","0.21600000000000108","45.049","0.16","0.0","0.12","0.31","0.01","0.14"
"2011","Switzerland","CHE","472720965632.0","7906988","5.42","2.51","1.925","0.609","6.364","31.82","0.056","0.21100000000000563","40.985","0.14","0.0","0.1","0.28","0.02","0.12"
"2012","Switzerland","CHE","477669457920.0","8008006","5.4","2.46","1.808","0.558","6.959","32.673","0.047","0.21000000000000085","42.255","0.13","0.0","0.11","0.28","0.01","0.12"
"2013","Switzerland","CHE","486174916608.0","8108876","5.34","2.48","1.833","0.585","7.314","33.225","0.038","0.1910000000000025","43.186","0.13","0.0","0.11","0.29","0.01","0.12"
"2014","Switzerland","CHE","495886106624.0","8206003","5.28","2.46","1.88","0.604","6.356","30.163","0.033","0.19500000000000028","39.231","0.13","0.0","0.1","0.26","0.01","0.11"
"2015","Switzerland","CHE","500062388224.0","8296775","5.22","2.44","1.715","0.563","6.78","29.466","0.028","0.17899999999999494","38.731","0.12","0.0","0.1","0.25","0.01","0.11"
"2016","Switzerland","CHE","508579282944.0","8379915","5.21","2.45","1.769","0.533","7.131","29.556","0.028","0.17600000000000193","39.193","0.12","0.0","0.1","0.25","0.01","0.11"
"2017","Switzerland","CHE","517730729984.0","8455797","5.16","2.44","1.76","0.509","7.089","28.618","0.031","0.17600000000000193","38.183","0.12","0.0","0.1","0.24","0.01","0.11"
"2018","Switzerland","CHE","531971145728.0","8525614","5.11","2.41","1.738","0.479","6.685","27.764","0.028","0.1740000000000066","36.868","0.11","0.0","0.09","0.23","0.01","0.1"
"1992","Syria","SYR","131799334912.0","13187669","38.02","3.68","1.521","0.004","3.781","31.375","5.881","0.0","42.562","0.28","0.0","0.1","0.34","2.48","0.19"
"1993","Syria","SYR","136522850304.0","13565074","40.1","3.56","1.836","0.004","3.745","32.751","6.885","0.0010000000000118803","45.222","0.33","0.0","0.09","0.36","2.95","0.2"
"1994","Syria","SYR","138964369408.0","13950486","41.57","3.81","1.823","0.004","4.059","32.841","7.463","0.0","46.19","0.31","0.0","0.1","0.36","3.15","0.2"
"1995","Syria","SYR","141281067008.0","14345491","43.29","4.1","1.794","0.015","5.119","32.415","1.858","0.0","41.2","0.29","0.0","0.12","0.35","0.79","0.18"
"1996","Syria","SYR","140306432000.0","14754148","42.63","4.16","1.795","0.011","5.453","33.206","1.858","0.0","42.322","0.28","0.0","0.12","0.35","0.78","0.18"
"1997","Syria","SYR","133840109568.0","15175308","43.49","4.21","1.916","0.011","8.457","32.599","2.396","0.0","45.378","0.29","0.0","0.19","0.33","0.99","0.19"
"1998","Syria","SYR","136275861504.0","15599588","44.65","4.36","1.809","0.011","10.941","34.504","2.492","0.0","49.756","0.28","0.0","0.24","0.35","1.08","0.21"
"1999","Syria","SYR","127372288000.0","16013992","44.82","4.31","2.0","0.011","11.201","36.032","2.528","0.0","51.772","0.29","0.0","0.24","0.36","1.13","0.21"
"2000","Syria","SYR","125737189376.0","16410848","44.45","4.22","1.79","0.011","11.314","34.838","2.528","0.0","50.481","0.25","0.0","0.24","0.34","0.94","0.2"
"2001","Syria","SYR","125802782720.0","16766555","43.56","3.89","1.897","0.011","10.365","34.306","1.561","0.0","48.14","0.25","0.0","0.22","0.33","0.57","0.19"
"2002","Syria","SYR","128537526272.0","17084628","44.88","4.25","1.737","0.007","12.613","22.968","1.114","0.0","38.439","0.22","0.0","0.26","0.22","0.39","0.15"
"2003","Syria","SYR","121572827136.0","17415214","44.48","4.58","1.754","0.011","12.702","37.627","1.487","0.0009999999999976694","53.582","0.21","0.0","0.25","0.35","0.52","0.2"
"2004","Syria","SYR","125609369600.0","17827826","37.52","4.74","1.694","0.011","13.167","33.988","1.524","0.000999999999990564","50.385","0.19","0.0","0.25","0.31","0.49","0.18"
"2005","Syria","SYR","129115660288.0","18361178","36.44","5.28","1.638","0.011","11.314","35.432","1.487","0.0","49.882","0.17","0.0","0.21","0.32","0.45","0.17"
"2006","Syria","SYR","131435757568.0","19059258","35.55","5.62","1.696","0.011","11.684","38.242","1.209","0.0","52.841","0.16","0.0","0.21","0.34","0.36","0.17"
"2007","Syria","SYR","134655729664.0","19878258","34.93","5.64","1.848","0.011","11.498","51.34","1.022","0.0","65.719","0.16","0.0","0.2","0.46","0.29","0.21"
"2008","Syria","SYR","136279523328.0","20664038","34.07","5.2","1.91","0.011","11.201","52.919","0.835","0.0010000000000047748","66.877","0.17","0.0","0.19","0.47","0.23","0.21"
"2009","Syria","SYR","139559239680.0","21205874","35.18","4.83","1.861","0.011","13.761","45.185","0.744","0.0","61.562","0.16","0.0","0.24","0.41","0.2","0.19"
"2010","Syria","SYR","139183456256.0","21362542","36.57","4.01","2.151","0.011","17.858","39.842","0.854","0.000999999999990564","60.717","0.17","0.0","0.29","0.35","0.23","0.18"
"2011","Syria","SYR","125945634816.0","21081814","34.2","4.44","1.769","0.011","15.058","39.664","1.282","0.000999999999990564","57.785","0.13","0.0","0.24","0.35","0.36","0.17"
"2012","Syria","SYR","98618941440.0","20438862","24.89","4.23","2.087","0.004","11.962","32.417","0.762","0.0","47.231","0.15","0.0","0.18","0.28","0.21","0.14"
"2013","Syria","SYR","80675889152.0","19578466","18.59","3.52","1.393","0.004","9.829","21.985","1.022","0.0010000000000047748","34.234","0.1","0.0","0.15","0.19","0.28","0.1"
"2014","Syria","SYR","66107252736.0","18710710","17.02","3.38","0.646","0.004","9.086","20.454","0.652","0.0","30.841","0.04","0.0","0.14","0.18","0.17","0.09"
"2015","Syria","SYR","54829457408.0","17997410","16.4","3.2","0.646","0.004","7.973","18.983","0.557","0.0","28.163","0.04","0.0","0.12","0.16","0.15","0.08"
"2016","Syria","SYR","53942173696.0","17465566","15.82","3.09","0.559","0.004","6.954","20.449","1.114","0.0","29.079","0.04","0.0","0.1","0.17","0.29","0.08"
"2017","Syria","SYR","55368777728.0","17095670","17.0","2.74","0.559","0.004","6.863","22.768","1.858","0.0","32.051","0.04","0.0","0.1","0.19","0.44","0.09"
"2018","Syria","SYR","56710615040.0","16945062","15.82","2.62","0.559","0.004","6.825","21.307","1.671","0.0","30.366","0.04","0.0","0.09","0.17","0.41","0.08"
"1992","Tajikistan","TJK","15578967040.0","5502490","4.38","1.56","0.196","0.934","3.221","2.957","0.0","0.0","7.308","0.04","0.01","0.08","0.03","0.0","0.03"
"1993","Tajikistan","TJK","13768157184.0","5593317","4.11","1.32","0.147","0.52","2.706","1.798","0.0","8.881784197001252e-16","5.171","0.03","0.01","0.07","0.02","0.0","0.02"
"1994","Tajikistan","TJK","10806555648.0","5679169","3.63","1.26","0.098","0.114","1.488","0.656","0.0","0.0","2.355","0.02","0.0","0.04","0.01","0.0","0.01"
"1995","Tajikistan","TJK","9460370432.0","5764806","3.38","1.21","0.049","0.051","1.674","0.671","0.0","0.0","2.445","0.01","0.0","0.04","0.01","0.0","0.01"
"1996","Tajikistan","TJK","8989076480.0","5851354","3.12","1.12","0.025","0.022","2.147","0.63","0.0","4.440892098500626e-16","2.824","0.0","0.0","0.05","0.01","0.0","0.01"
"1997","Tajikistan","TJK","9105128448.0","5938404","3.08","1.16","0.018","0.062","1.44","0.63","0.0","4.440892098500626e-16","2.15","0.0","0.0","0.03","0.01","0.0","0.01"
"1998","Tajikistan","TJK","9509147648.0","6027395","2.9","1.04","0.009","0.048","1.473","0.967","0.0","0.0","2.497","0.0","0.0","0.03","0.01","0.0","0.01"
"1999","Tajikistan","TJK","9907040256.0","6119664","2.79","0.92","0.015","0.033","1.466","1.004","0.0","0.0","2.517","0.0","0.0","0.03","0.01","0.0","0.01"
"2000","Tajikistan","TJK","10735309824.0","6216329","2.8","0.92","0.024","0.044","1.436","0.729","0.0","0.0009999999999998899","2.234","0.0","0.0","0.03","0.01","0.0","0.01"
"2001","Tajikistan","TJK","11697939456.0","6318510","2.86","0.95","0.034","0.066","1.407","0.78","0.0","0.0009999999999998899","2.288","0.0","0.0","0.03","0.01","0.0","0.01"
"2002","Tajikistan","TJK","12792779776.0","6426861","2.88","1.01","0.049","0.081","0.978","0.769","0.0","2.220446049250313e-16","1.877","0.01","0.0","0.02","0.01","0.0","0.01"
"2003","Tajikistan","TJK","14027435008.0","6541550","3.03","1.01","0.081","0.106","1.052","0.832","0.0","0.0","2.071","0.01","0.0","0.02","0.01","0.0","0.01"
"2004","Tajikistan","TJK","15391066112.0","6662391","3.12","1.07","0.095","0.161","1.227","1.077","0.0","0.0","2.56","0.01","0.0","0.02","0.01","0.0","0.01"
"2005","Tajikistan","TJK","16469403648.0","6789318","3.31","1.1","0.124","0.169","1.229","0.917","0.0","0.0","2.439","0.01","0.0","0.02","0.01","0.0","0.01"
"2006","Tajikistan","TJK","17531570176.0","6922590","3.47","1.24","0.138","0.176","1.231","1.11","0.0","0.0","2.655","0.01","0.0","0.02","0.01","0.0","0.01"
"2007","Tajikistan","TJK","18732054528.0","7062667","3.59","1.27","0.153","0.315","1.238","1.521","0.0","0.0","3.227","0.01","0.0","0.02","0.01","0.0","0.01"
"2008","Tajikistan","TJK","20204808192.0","7209924","4.04","1.45","0.093","0.341","0.989","1.473","0.0","0.0","2.896","0.01","0.0","0.02","0.01","0.0","0.01"
"2009","Tajikistan","TJK","20972316672.0","7364752","4.28","1.55","0.095","0.308","0.443","1.598","0.0","0.0","2.444","0.01","0.0","0.01","0.01","0.0","0.01"
"2010","Tajikistan","TJK","22280812544.0","7527397","4.33","1.57","0.144","0.338","0.367","1.688","0.0","0.0","2.536","0.01","0.0","0.01","0.01","0.0","0.01"
"2011","Tajikistan","TJK","23726721024.0","7697507","4.48","1.59","0.146","0.37","0.37","1.455","0.0","0.0","2.341","0.01","0.0","0.01","0.01","0.0","0.01"
"2012","Tajikistan","TJK","25517533184.0","7874838","4.74","1.7","0.123","0.703","0.271","1.837","0.0","0.0","2.933","0.01","0.0","0.0","0.02","0.0","0.01"
"2013","Tajikistan","TJK","27454017536.0","8059782","4.91","1.79","0.188","0.875","0.007","1.837","0.0","0.0","2.907","0.01","0.01","0.0","0.02","0.0","0.01"
"2014","Tajikistan","TJK","29249296384.0","8252828","5.02","1.86","0.562","1.479","0.007","2.552","0.0","0.0","4.6","0.04","0.01","0.0","0.02","0.0","0.01"
"2015","Tajikistan","TJK","31037368320.0","8454019","5.23","1.94","0.693","1.759","0.007","2.843","0.0","0.0","5.302","0.05","0.01","0.0","0.02","0.0","0.01"
"2016","Tajikistan","TJK","33246705664.0","8663575","5.46","1.95","0.665","2.988","0.007","2.779","0.0","0.001000000000000334","6.44","0.04","0.02","0.0","0.02","0.0","0.02"
"2017","Tajikistan","TJK","35607220224.0","8880270","5.54","1.98","1.523","3.963","0.004","2.375","0.0","0.0","7.865","0.1","0.03","0.0","0.02","0.0","0.02"
"2018","Tajikistan","TJK","38206550016.0","9100847","5.58","1.99","1.879","4.192","0.11","2.928","0.0","0.0","9.108","0.12","0.03","0.0","0.02","0.0","0.02"
"1992","Tanzania","TZA","23885627392.0","26961204","25.06","19.54","0.221","0.011","0.0","1.946","0.0","0.0","2.178","0.04","0.0","0.0","0.02","0.0","0.01"
"1993","Tanzania","TZA","24817405952.0","27887204","25.51","19.65","0.221","0.264","0.0","1.941","0.0","0.0","2.426","0.04","0.0","0.0","0.02","0.0","0.01"
"1994","Tanzania","TZA","25898516480.0","28792648","26.14","19.76","0.129","0.15","0.0","1.784","0.0","4.440892098500626e-16","2.063","0.02","0.0","0.0","0.02","0.0","0.01"
"1995","Tanzania","TZA","27505913856.0","29649128","28.31","20.93","0.243","0.114","0.0","2.077","0.0","4.440892098500626e-16","2.434","0.04","0.0","0.0","0.02","0.0","0.01"
"1996","Tanzania","TZA","29552889856.0","30444524","25.07","17.16","0.295","0.15","0.0","2.081","0.0","0.001000000000000334","2.527","0.05","0.0","0.0","0.02","0.0","0.01"
"1997","Tanzania","TZA","31408193536.0","31192854","24.92","17.14","0.252","0.073","0.0","2.499","0.0","0.0","2.824","0.04","0.0","0.0","0.03","0.0","0.01"
"1998","Tanzania","TZA","33434640384.0","31924202","27.78","18.68","0.316","0.121","0.0","2.045","0.0","0.0","2.481","0.05","0.0","0.0","0.02","0.0","0.01"
"1999","Tanzania","TZA","36002058240.0","32682240","27.85","18.86","0.337","0.198","0.0","1.924","0.0","0.0","2.459","0.05","0.0","0.0","0.02","0.0","0.01"
"2000","Tanzania","TZA","38757965824.0","33499176","26.32","17.38","0.337","0.209","0.0","2.026","0.0","0.0","2.572","0.05","0.0","0.0","0.02","0.0","0.01"
"2001","Tanzania","TZA","42179645440.0","34385848","28.47","19.8","0.362","0.205","0.0","2.473","0.0","0.0009999999999998899","3.041","0.05","0.0","0.0","0.02","0.0","0.01"
"2002","Tanzania","TZA","46307549184.0","35334788","31.33","21.99","0.412","0.209","0.0","2.865","0.0","0.0","3.486","0.05","0.0","0.0","0.03","0.0","0.01"
"2003","Tanzania","TZA","50559131648.0","36337776","35.6","25.86","0.474","0.147","0.0","3.067","0.0","0.0","3.687","0.06","0.0","0.0","0.03","0.0","0.01"
"2004","Tanzania","TZA","55646048256.0","37379764","34.51","24.83","0.51","0.172","0.245","3.294","0.011","0.0","4.232","0.06","0.0","0.0","0.03","0.0","0.01"
"2005","Tanzania","TZA","60800811008.0","38450324","37.5","27.22","0.541","0.081","0.678","4.056","0.004","0.0","5.359","0.06","0.0","0.01","0.04","0.0","0.02"
"2006","Tanzania","TZA","65321259008.0","39548664","34.93","24.14","0.538","0.048","0.945","4.346","0.004","0.0","5.88","0.05","0.0","0.02","0.04","0.0","0.02"
"2007","Tanzania","TZA","72742379520.0","40681416","35.88","25.47","0.631","0.073","1.018","3.984","0.004","0.0","5.71","0.06","0.0","0.02","0.04","0.0","0.02"
"2008","Tanzania","TZA","78843625472.0","41853944","37.86","25.94","0.675","0.04","1.052","4.144","0.004","8.881784197001252e-16","5.915","0.06","0.0","0.02","0.04","0.0","0.02"
"2009","Tanzania","TZA","85283995648.0","43073828","38.91","27.2","0.747","0.0","1.242","3.778","0.004","8.881784197001252e-16","5.771","0.06","0.0","0.02","0.03","0.0","0.02"
"2010","Tanzania","TZA","93138952192.0","44346532","40.59","27.58","0.892","0.0","1.472","4.559","0.004","0.0","6.927","0.07","0.0","0.02","0.04","0.0","0.02"
"2011","Tanzania","TZA","103207059456.0","45673520","41.4","27.25","0.921","0.216","1.626","4.984","0.004","0.001000000000000334","7.752","0.07","0.0","0.03","0.04","0.0","0.02"
"2012","Tanzania","TZA","108488548352.0","47053032","42.47","29.07","0.987","0.209","1.858","6.004","0.004","0.0","9.062","0.07","0.0","0.03","0.05","0.0","0.03"
"2013","Tanzania","TZA","116367294464.0","48483132","43.46","28.99","0.913","0.227","1.868","6.897","0.004","0.0","9.909","0.06","0.0","0.03","0.06","0.0","0.03"
"2014","Tanzania","TZA","124481503232.0","49960564","44.18","29.04","1.088","0.652","1.74","6.416","0.004","0.0","9.9","0.07","0.0","0.03","0.06","0.0","0.03"
"2015","Tanzania","TZA","133146214400.0","51482636","47.26","31.19","1.215","0.682","1.674","7.064","0.004","0.0","10.639","0.08","0.0","0.02","0.06","0.0","0.03"
"2016","Tanzania","TZA","141908852736.0","53049232","46.73","30.99","1.577","0.733","1.59","6.969","0.004","0.0","10.873","0.11","0.01","0.02","0.06","0.0","0.03"
"2017","Tanzania","TZA","151520329728.0","54660344","45.97","30.11","1.627","1.495","1.484","6.797","0.004","0.0","11.407","0.11","0.01","0.02","0.06","0.0","0.03"
"2018","Tanzania","TZA","162052505600.0","56313444","45.49","29.59","1.747","1.667","1.425","6.948","0.004","0.0","11.791","0.11","0.01","0.02","0.06","0.0","0.03"
"1992","Thailand","THA","476583460864.0","57811024","59.3","16.66","9.267","16.686","14.803","65.208","0.0","0.0","105.964","1.73","0.2","0.37","0.71","0.0","0.47"
"1993","Thailand","THA","514625699840.0","58337772","59.19","17.87","11.409","18.118","16.69","74.694","0.0","0.0","120.911","2.05","0.21","0.41","0.81","0.0","0.53"
"1994","Thailand","THA","552247492608.0","58875272","59.5","17.99","12.699","20.529","18.767","81.304","0.0","0.0","133.299","2.14","0.24","0.46","0.88","0.0","0.58"
"1995","Thailand","THA","593301602304.0","59467272","59.79","17.43","14.827","24.072","19.489","97.129","0.0","0.0","155.517","2.37","0.27","0.46","1.04","0.0","0.66"
"1996","Thailand","THA","622895955968.0","60130192","60.89","17.13","16.467","30.324","22.105","104.833","0.0","2.842170943040401e-14","173.729","2.58","0.34","0.5","1.09","0.0","0.72"
"1997","Thailand","THA","601920897024.0","60846588","64.2","16.59","15.777","30.411","27.575","104.831","0.0","0.0","178.594","2.39","0.34","0.62","1.07","0.0","0.73"
"1998","Thailand","THA","552405762048.0","61585100","64.55","17.19","9.661","24.519","28.641","95.324","0.0","0.0","158.145","1.48","0.28","0.64","0.97","0.0","0.65"
"1999","Thailand","THA","574009180160.0","62298572","65.95","17.63","10.784","27.758","30.928","95.517","0.0","0.0","164.987","1.57","0.32","0.67","0.95","0.0","0.67"
"2000","Thailand","THA","595846889472.0","62952640","66.41","16.44","10.848","30.084","35.445","92.422","0.0","0.0010000000000047748","168.8","1.51","0.33","0.75","0.9","0.0","0.67"
"2001","Thailand","THA","612467343360.0","63539192","66.92","16.88","11.846","34.761","45.405","88.696","0.0","0.0","180.708","1.58","0.38","0.95","0.85","0.0","0.71"
"2002","Thailand","THA","645971836928.0","64069092","66.25","17.87","13.41","35.116","48.548","93.736","0.0","2.842170943040401e-14","190.81","1.7","0.37","0.99","0.9","0.0","0.73"
