"id","impact.gap","impact.magnitude","impact.significance","location.depth","location.distance","location.full","location.latitude","location.longitude","location.name","time.day","time.epoch","time.full","time.hour","time.minute","time.month","time.second","time.year"
"pr16236007","190.8","4.0","246","139.0","0.62253249","37km SSE of La Romana, Dominican Republic","18.1033","-68.8768","Dominican Republic","23","1471967384700","2016-08-23 11:49:44","11","49","8","44","2016"
"ci37669560","74.0","1.28","25","16.98","0.05712","5km ESE of Yucaipa, CA","34.0146667","-116.9953333","California","23","1471967727140","2016-08-23 11:55:27","11","55","8","27","2016"
"ak13874177","0.0","1.7","44","100.0","0.0","74km WSW of Anchor Point, Alaska","59.5633","-153.0836","Alaska","23","1471968129000","2016-08-23 12:02:09","12","2","8","9","2016"
"ci37669584","79.0","0.78","9","3.36","0.05455","11km ENE of Desert Hot Springs, CA","33.993","-116.3896667","California","23","1471968494090","2016-08-23 12:08:14","12","8","8","14","2016"
"nc72683986","82.0","0.62","6","3.4","0.009151","6km WNW of The Geysers, California","38.8081667","-122.8175","California","23","1471969560360","2016-08-23 12:26:00","12","26","8","0","2016"
"ak13874179","0.0","2.6","104","15.0","0.0","14km SW of Tok, Alaska","63.2622","-143.2209","Alaska","23","1471969581000","2016-08-23 12:26:21","12","26","8","21","2016"
"nn00557271","175.7","1.3","26","0.0","0.599","25km NNW of Currant, Nevada","38.9479","-115.5929","Nevada","23","1471969726313","2016-08-23 12:28:46","12","28","8","46","2016"
"nc72683991","47.0","0.56","5","0.51","0.008337","7km W of Cobb, California","38.8311653","-122.8061676","California","23","1471970282880","2016-08-23 12:38:02","12","38","8","2","2016"
"ci37669608","69.0","0.66","7","8.45","0.0411","12km E of Desert Hot Springs, CA","33.9728333","-116.3778333","California","23","1471970425070","2016-08-23 12:40:25","12","40","8","25","2016"
"pr16236013","324.0","2.0","62","15.0","0.85339952","86km N of Road Town, British Virgin Islands","19.1884","-64.7165","British Virgin Islands","23","1471970841300","2016-08-23 12:47:21","12","47","8","21","2016"
"mb80166479","154.0","0.99","15","12.51","0.211","23km ENE of Seeley Lake, Montana","47.2328333","-113.1815","Montana","23","1471971185140","2016-08-23 12:53:05","12","53","8","5","2016"
"us10006g0b","64.0","3.9","236","4.51","0.449","43km WSW of Trinidad, Colorado","36.992","-104.9418","Colorado","23","1471971371720","2016-08-23 12:56:11","12","56","8","11","2016"
"ci37669648","34.0","0.82","10","13.55","0.03681","6km NNW of Anza, CA","33.6046667","-116.6985","California","23","1471971867300","2016-08-23 13:04:27","13","4","8","27","2016"
"ak13874184","0.0","1.0","15","5.0","0.0","24km WSW of Tok, Alaska","63.2529","-143.4401","Alaska","23","1471971885000","2016-08-23 13:04:45","13","4","8","45","2016"
"nn00557274","231.45","0.2","1","9.1","0.136","46km SSE of Hawthorne, Nevada","38.1376","-118.4104","Nevada","23","1471972250841","2016-08-23 13:10:50","13","10","8","50","2016"
"nc72684006","250.0","2.29","81","10.14","0.4697","59km WSW of Guadalupe, California","34.7645","-121.1676667","California","23","1471972357840","2016-08-23 13:12:37","13","12","8","37","2016"
"ci37669688","74.0","1.08","18","10.48","0.1011","10km NNE of Ocotillo Wells, CA","33.227","-116.0886667","California","23","1471973978200","2016-08-23 13:39:38","13","39","8","38","2016"
"nn00557314","141.17","0.7","8","10.7","0.073","10km NNE of Portola, California","39.9063","-120.4392","California","23","1471974012649","2016-08-23 13:40:12","13","40","8","12","2016"
"us10006g1c","39.0","4.9","369","29.53","6.798","North of Ascension Island","-1.2487","-15.8264","North of Ascension Island","23","1471974466920","2016-08-23 13:47:46","13","47","8","46","2016"
"nc72684016","85.0","0.41","3","7.38","0.02559","9km SE of Mammoth Lakes, California","37.5893333","-118.9005","California","23","1471974946350","2016-08-23 13:55:46","13","55","8","46","2016"
"ci37669704","25.0","2.24","78","5.14","0.02087","4km WSW of Borrego Springs, CA","33.2473333","-116.4153333","California","23","1471975020400","2016-08-23 13:57:00","13","57","8","0","2016"
"nc72684021","126.0","1.07","18","4.59","0.05772","17km E of East Foothills, California","37.3951683","-121.6151657","California","23","1471975573960","2016-08-23 14:06:13","14","6","8","13","2016"
"nn00557278","137.33","1.1","19","0.0","0.349","40km WSW of Alamo, Nevada","37.247","-115.5932","Nevada","23","1471975849203","2016-08-23 14:10:49","14","10","8","49","2016"
"ak13874636","0.0","1.7","44","5.0","0.0","53km E of Cape Yakataga, Alaska","60.1071","-141.4657","Alaska","23","1471977034000","2016-08-23 14:30:34","14","30","8","34","2016"
"ak13874638","0.0","1.2","22","15.0","0.0","18km ENE of Sutton-Alpine, Alaska","61.8422","-148.517","Alaska","23","1471977066000","2016-08-23 14:31:06","14","31","8","6","2016"
"ak13874641","0.0","1.2","22","5.0","0.0","56km S of Deltana, Alaska","63.368","-145.0922","Alaska","23","1471977220000","2016-08-23 14:33:40","14","33","8","40","2016"
"se60156426","53.0","2.12","69","17.88","0.2583","0km NNE of Collegedale, Tennessee","35.0601667","-85.0468333","Tennessee","23","1471977930640","2016-08-23 14:45:30","14","45","8","30","2016"
"ci37669792","97.0","0.48","4","6.92","0.05455","11km W of Anza, CA","33.5408333","-116.7956667","California","23","1471978130660","2016-08-23 14:48:50","14","48","8","50","2016"
"nn00557316","155.01","0.6","6","9.7","0.212","20km NW of Hawthorne, Nevada","38.6478","-118.7924","Nevada","23","1471978225469","2016-08-23 14:50:25","14","50","8","25","2016"
"ci37669832","83.0","1.58","38","-0.12","0.08329","46km NE of Holtville, CA","33.0553333","-114.9878333","California","23","1471979112590","2016-08-23 15:05:12","15","5","8","12","2016"
"ci37669840","140.0","1.16","21","-0.49","0.02103","4km NNW of West Hills, CA","34.2238333","-118.6641667","California","23","1471979459370","2016-08-23 15:10:59","15","10","8","59","2016"
"nc72684041","87.0","1.45","32","-0.46","0.1935","29km ENE of Covelo, California","39.8715","-122.9156667","California","23","1471980383980","2016-08-23 15:26:23","15","26","8","23","2016"
"pr16236014","255.6","2.0","62","12.0","0.20751083","25km ESE of El Negro, Puerto Rico","17.9111","-65.652","Puerto Rico","23","1471980586800","2016-08-23 15:29:46","15","29","8","46","2016"
"hv61385111","88.0","2.16","72","34.9","0.01997","4km S of Pahala, Hawaii","19.1690006","-155.4776611","Hawaii","23","1471981059690","2016-08-23 15:37:39","15","37","8","39","2016"
"us10006g2n","11.0","6.0","554","532.4","1.359","132km N of Nebe, Indonesia","-7.2805","122.4255","Indonesia","23","1471981184660","2016-08-23 15:39:44","15","39","8","44","2016"
"us10006gj0","13.0","5.8","518","514.33","6.129","140km N of Palue, Indonesia","-7.2081","122.5412","Indonesia","23","1471981246230","2016-08-23 15:40:46","15","40","8","46","2016"
"ci37669904","46.0","1.48","34","-0.54","0.04596","5km SE of Home Gardens, CA","33.8461667","-117.4881667","California","23","1471981402910","2016-08-23 15:43:22","15","43","8","22","2016"
"hv61385121","240.0","1.97","60","37.623","0.1344","13km NW of Pepeekeo, Hawaii","19.9203333","-155.2015","Hawaii","23","1471981641050","2016-08-23 15:47:21","15","47","8","21","2016"
"ci37669920","99.0","1.4","30","-1.24","0.3638","16km NNE of Apple Valley, CA","34.6286667","-117.1086667","California","23","1471981869680","2016-08-23 15:51:09","15","51","8","9","2016"
"nc72684061","154.0","0.56","5","1.52","0.008767","5km WNW of Cobb, California","38.8354988","-122.7829971","California","23","1471982392340","2016-08-23 15:59:52","15","59","8","52","2016"
"ci37669952","22.0","2.3","81","7.66","0.07475","8km NE of Desert Hot Springs, CA","34.0093333","-116.4448333","California","23","1471982664340","2016-08-23 16:04:24","16","4","8","24","2016"
"ak13875586","0.0","1.7","44","5.0","0.0","61km ENE of Cantwell, Alaska","63.533","-147.7581","Alaska","23","1471982922000","2016-08-23 16:08:42","16","8","8","42","2016"
"hv61385226","86.0","3.15","153","3.392","0.006096","25km ESE of Honaunau-Napoopoo, Hawaii","19.4088333","-155.6283333","Hawaii","23","1471983212950","2016-08-23 16:13:32","16","13","8","32","2016"
"us10006g4w","30.0","5.2","416","6.46","1.137","39km SSE of Taron, Papua New Guinea","-4.8183","153.1178","Papua New Guinea","23","1471983338470","2016-08-23 16:15:38","16","15","8","38","2016"
"uw61183807","125.0","1.6","39","24.96","0.0666","1km NNW of Seattle, Washington","47.615","-122.3388333","Washington","23","1471984108320","2016-08-23 16:28:28","16","28","8","28","2016"
"us10006g5c","71.0","4.7","340","16.31","3.538","209km S of Muara Siberut, Indonesia","-3.467","99.5222","Indonesia","23","1471984176970","2016-08-23 16:29:36","16","29","8","36","2016"
"ak13875709","0.0","3.0","138","50.0","0.0","50km W of Anchor Point, Alaska","59.8081","-152.5377","Alaska","23","1471984599000","2016-08-23 16:36:39","16","36","8","39","2016"
"nn00557346","148.26","0.7","8","8.6","0.13","65km ENE of Searles Valley, California","35.9496","-116.7098","California","23","1471984842809","2016-08-23 16:40:42","16","40","8","42","2016"
"uw61183812","87.0","0.24","1","-1.72","0.008922","37km NNE of Amboy, Washington","46.1915","-122.1878333","Washington","23","1471984900710","2016-08-23 16:41:40","16","41","8","40","2016"
"uw61183817","133.0","0.24","1","0.02","0.0003252","37km NNE of Amboy, Washington","46.2003333","-122.1901667","Washington","23","1471985072160","2016-08-23 16:44:32","16","44","8","32","2016"
"pr16236015","248.4","2.4","89","11.0","0.50754814","46km S of Santa Isabel, Puerto Rico","17.5515","-66.4619","Puerto Rico","23","1471985198100","2016-08-23 16:46:38","16","46","8","38","2016"
"uu60159237","122.0","2.8","121","10.07","0.0537","10km ENE of Hildale, Utah","37.0523333","-112.8721667","Utah","23","1471985237040","2016-08-23 16:47:17","16","47","8","17","2016"
"ci37670024","91.0","0.8","10","-0.57","0.07802","1km SE of Home Gardens, CA","33.872","-117.5121667","California","23","1471986318960","2016-08-23 17:05:18","17","5","8","18","2016"
"ak13875730","0.0","2.3","81","5.0","0.0","60km S of Kaktovik, Alaska","69.5927","-143.5277","Alaska","23","1471986827000","2016-08-23 17:13:47","17","13","8","47","2016"
"uw61183842","213.0","2.09","67","-0.53","0.6008","1km S of Princeton, Canada","49.4476667","-120.5138333","Canada","23","1471987013860","2016-08-23 17:16:53","17","16","8","53","2016"
"ci37670072","70.0","1.07","18","2.27","0.03924","15km NNE of Coso Junction, CA","36.1568333","-117.8576667","California","23","1471987867620","2016-08-23 17:31:07","17","31","8","7","2016"
"nc72684091","60.0","0.26","1","2.08","0.003814","7km WNW of The Geysers, California","38.8126667","-122.8286667","California","23","1471989131500","2016-08-23 17:52:11","17","52","8","11","2016"
"us10006g6m","76.0","4.5","312","21.17","2.243","144km NE of Naze, Japan","29.2609","130.5674","Japan","23","1471989613610","2016-08-23 18:00:13","18","0","8","13","2016"
"ak13876189","0.0","1.7","44","15.0","0.0","56km E of Whittier, Alaska","60.7296","-147.6477","Alaska","23","1471989704000","2016-08-23 18:01:44","18","1","8","44","2016"
"us10006g6i","114.0","4.8","354","45.78","2.257","136km NE of Naze, Japan","29.2447","130.4695","Japan","23","1471989728580","2016-08-23 18:02:08","18","2","8","8","2016"
"ak13876191","0.0","1.9","56","30.0","0.0","77km NW of Valdez, Alaska","61.6731","-147.2604","Alaska","23","1471990233000","2016-08-23 18:10:33","18","10","8","33","2016"
"nc72684106","58.0","1.18","21","3.22","0.004303","3km NW of The Geysers, California","38.7963333","-122.7841667","California","23","1471990472090","2016-08-23 18:14:32","18","14","8","32","2016"
"us10006g6t","74.0","4.5","312","110.16","1.517","51km ESE of Nahrin, Afghanistan","35.9654","69.6909","Afghanistan","23","1471991830490","2016-08-23 18:37:10","18","37","8","10","2016"
"nc72684126","69.0","1.97","60","2.15","0.01092","3km E of Aromas, California","36.8871651","-121.6051636","California","23","1471992261360","2016-08-23 18:44:21","18","44","8","21","2016"
"nc72684136","123.0","0.56","5","2.68","0.006788","6km NW of The Geysers, California","38.8115005","-122.821167","California","23","1471993203150","2016-08-23 19:00:03","19","0","8","3","2016"
"ci37670168","66.0","0.83","11","4.39","0.04271","12km E of Desert Hot Springs, CA","33.9728333","-116.3748333","California","23","1471993677610","2016-08-23 19:07:57","19","7","8","57","2016"
"nm60156491","154.0","1.32","27","8.33","0.07465","10km NNW of Tiptonville, Tennessee","36.4655","-89.5248333","Tennessee","23","1471993793560","2016-08-23 19:09:53","19","9","8","53","2016"
"ak13876205","0.0","0.9","12","20.0","0.0","21km NNW of North Nenana, Alaska","64.7408","-149.3597","Alaska","23","1471993885000","2016-08-23 19:11:25","19","11","8","25","2016"
"nm60156496","113.0","1.49","34","7.52","0.02964","12km WNW of Luxora, Arkansas","35.8155","-90.0438333","Arkansas","23","1471993976040","2016-08-23 19:12:56","19","12","8","56","2016"
"uw61183872","128.0","0.74","8","23.67","0.1537","2km SSE of Castle Rock, Washington","46.2553333","-122.9018333","Washington","23","1471994934320","2016-08-23 19:28:54","19","28","8","54","2016"
"ak13876207","0.0","1.3","26","5.0","0.0","54km ENE of Cantwell, Alaska","63.4847","-147.8737","Alaska","23","1471995217000","2016-08-23 19:33:37","19","33","8","37","2016"
"ak13876210","0.0","4.1","259","2.0","0.0","10km NW of Faro, Canada","62.302","-133.483","Canada","23","1471995383000","2016-08-23 19:36:23","19","36","8","23","2016"
"ak13876218","0.0","1.4","30","5.0","0.0","109km NW of Talkeetna, Alaska","63.0929","-151.4351","Alaska","23","1471995420000","2016-08-23 19:37:00","19","37","8","0","2016"
"ci37670184","62.0","0.87","12","-0.5","0.03077","13km SSE of Home Gardens, CA","33.7766667","-117.4455","California","23","1471995779290","2016-08-23 19:42:59","19","42","8","59","2016"
"us10006g71","52.0","2.5","96","5.074","0.0","24km W of Perry, Oklahoma","36.2741","-97.5621","Oklahoma","23","1471996122200","2016-08-23 19:48:42","19","48","8","42","2016"
"nc72684151","46.0","0.93","13","2.09","0.00552","8km NW of The Geysers, California","38.8269997","-122.8300018","California","23","1471997317570","2016-08-23 20:08:37","20","8","8","37","2016"
"ak13876225","0.0","1.6","39","5.0","0.0","19km NNE of Badger, Alaska","64.9546","-147.3372","Alaska","23","1471997461000","2016-08-23 20:11:01","20","11","8","1","2016"
"us10006g77","72.0","4.2","271","397.25","5.55","88km SSW of Leksula, Indonesia","-4.5144","126.2058","Indonesia","23","1471997620340","2016-08-23 20:13:40","20","13","8","40","2016"
"uw61183892","138.0","1.76","48","-0.79","0.1185","9km S of Tieton, Washington","46.6211667","-120.768","Washington","23","1471998042510","2016-08-23 20:20:42","20","20","8","42","2016"
"ci37670208","86.0","0.71","8","8.19","0.05952","23km ESE of Anza, CA","33.4665","-116.4471667","California","23","1471998717170","2016-08-23 20:31:57","20","31","8","57","2016"
"nn00557359","205.78","1.2","22","1.0","0.048","29km S of Boulder City, Nevada","35.7121","-114.7948","Nevada","23","1471998863918","2016-08-23 20:34:23","20","34","8","23","2016"
"mb80166559","292.0","1.16","21","6.03","0.324","39km W of Hoback, Wyoming","43.259","-111.2718333","Wyoming","23","1471998889620","2016-08-23 20:34:49","20","34","8","49","2016"
"ci37670224","71.0","1.18","21","11.83","0.03015","11km ESE of Anza, CA","33.503","-116.5675","California","23","1471999377910","2016-08-23 20:42:57","20","42","8","57","2016"
"nc72684171","108.0","0.82","10","2.79","0.03938","24km SW of Coalinga, California","36.016","-120.5855","California","23","1471999658710","2016-08-23 20:47:38","20","47","8","38","2016"
"uw61183902","82.0","0.84","11","1.49","0.008449","38km NNE of Amboy, Washington","46.1976667","-122.179","Washington","23","1471999873060","2016-08-23 20:51:13","20","51","8","13","2016"
"ak13876239","0.0","2.5","96","5.0","0.0","74km NW of Arctic Village, Alaska","68.5037","-147.0407","Alaska","23","1472001144000","2016-08-23 21:12:24","21","12","8","24","2016"
"ak13876243","0.0","0.9","12","10.0","0.0","27km NE of North Nenana, Alaska","64.7313","-148.6573","Alaska","23","1472002087000","2016-08-23 21:28:07","21","28","8","7","2016"
"us10006g7d","35.0","6.2","2674","10.0","0.126","10km SE of Norcia, Italy","42.714","13.1719","Italy","23","1472002593590","2016-08-23 21:36:33","21","36","8","33","2016"
"ci37670240","90.0","0.62","6","9.53","0.08695","15km S of Joshua Tree, CA","34.0025","-116.3226667","California","23","1472002596540","2016-08-23 21:36:36","21","36","8","36","2016"
"us10006g7j","46.0","4.6","326","10.0","0.336","10km W of Amatrice, Italy","42.6399","13.1651","Italy","23","1472003762330","2016-08-23 21:56:02","21","56","8","2","2016"
"nn00557389","128.58","0.3","1","6.4","0.09","0km N of Mogul, Nevada","39.5218","-119.9267","Nevada","23","1472004033537","2016-08-23 22:00:33","22","0","8","33","2016"
"us10006g7m","84.0","4.1","259","10.0","0.4","6km SW of Arquata del Tronto, Italy","42.7347","13.2367","Italy","23","1472004357670","2016-08-23 22:05:57","22","5","8","57","2016"
"ak13876274","0.0","1.7","44","5.0","0.0","36km WNW of North Nenana, Alaska","64.6953","-149.8304","Alaska","23","1472004419000","2016-08-23 22:06:59","22","6","8","59","2016"
"ak13876276","0.0","1.3","26","15.0","0.0","67km WSW of Delta Junction, Alaska","63.7028","-146.8713","Alaska","23","1472004443000","2016-08-23 22:07:23","22","7","8","23","2016"
"us10006g7q","40.0","2.5","96","5.474","0.0","25km W of Perry, Oklahoma","36.2717","-97.566","Oklahoma","23","1472004757300","2016-08-23 22:12:37","22","12","8","37","2016"
"nc72684206","96.0","0.08","0","1.85","0.008461","7km ESE of Mammoth Lakes, California","37.6303333","-118.8936667","California","23","1472004862410","2016-08-23 22:14:22","22","14","8","22","2016"
"us10006g7u","125.0","4.0","246","7.75","0.35","9km SSE of Maltignano, Italy","42.6196","13.0957","Italy","23","1472005184990","2016-08-23 22:19:44","22","19","8","44","2016"
"us10006g7w","23.0","5.5","696","10.0","0.511","4km NE of Norcia, Italy","42.8223","13.1257","Italy","23","1472006010640","2016-08-23 22:33:30","22","33","8","30","2016"
"us10006g81","75.0","4.4","298","522.01","4.783","150km ENE of Ndoi Island, Fiji","-19.9531","-177.4594","Fiji","23","1472006271150","2016-08-23 22:37:51","22","37","8","51","2016"
"us10006g84","46.0","4.3","284","6.31","0.016","3km N of Norcia, Italy","42.821","13.0995","Italy","23","1472007575900","2016-08-23 22:59:35","22","59","8","35","2016"
"nn00557364","237.8","1.1","19","4.1","0.131","13km NE of East Quincy, California","40.0258","-120.7997","California","23","1472008257909","2016-08-23 23:10:57","23","10","8","57","2016"
"nn00557391","189.75","1.0","15","0.0","0.331","9km WNW of Greenville, California","40.1715","-121.0566","California","23","1472008307817","2016-08-23 23:11:47","23","11","8","47","2016"
"pr16237000","259.2","3.2","158","42.0","0.82195848","74km N of San Juan, Puerto Rico","19.1303","-65.9804","Puerto Rico","23","1472008398000","2016-08-23 23:13:18","23","13","8","18","2016"
"ci37670280","99.0","0.49","4","14.49","0.04515","8km S of Idyllwild, CA","33.6688333","-116.7333333","California","23","1472008452290","2016-08-23 23:14:12","23","14","8","12","2016"
"ak13876337","0.0","1.3","26","35.0","0.0","79km E of Sutton-Alpine, Alaska","61.7251","-147.3614","Alaska","23","1472008643000","2016-08-23 23:17:23","23","17","8","23","2016"
"nn00557392","258.38","0.8","10","12.6","0.337","9km WNW of Greenville, California","40.1789","-121.0516","California","23","1472009297685","2016-08-23 23:28:17","23","28","8","17","2016"
"ak13876352","0.0","2.9","129","50.0","0.0","35km NW of Anchor Point, Alaska","60.0374","-152.2006","Alaska","23","1472009662000","2016-08-23 23:34:22","23","34","8","22","2016"
"ci37670288","82.0","0.94","14","10.33","0.09684","15km ENE of Borrego Springs, CA","33.2855","-116.22","California","23","1472009683370","2016-08-23 23:34:43","23","34","8","43","2016"
"us10006g8a","64.0","4.3","286","10.72","0.221","4km W of Amatrice, Italy","42.6328","13.2398","Italy","23","1472010011540","2016-08-23 23:40:11","23","40","8","11","2016"
"ak13876371","0.0","2.1","68","15.0","0.0","44km N of Valdez, Alaska","61.5316","-146.436","Alaska","23","1472010237000","2016-08-23 23:43:57","23","43","8","57","2016"
"ci37670296","69.0","0.52","4","13.82","0.04206","7km SSW of Idyllwild, CA","33.6893333","-116.7573333","California","23","1472010797460","2016-08-23 23:53:17","23","53","8","17","2016"
"nc72684266","82.0","0.58","5","3.17","0.008756","6km NW of The Geysers, California","38.8095","-122.818","California","24","1472011494510","2016-08-24 00:04:54","0","4","8","54","2016"
"us10006g8k","49.0","4.5","315","10.0","0.485","4km NNE of Cascia, Italy","42.7545","13.0332","Italy","24","1472011613180","2016-08-24 00:06:53","0","6","8","53","2016"
"us10006g8p","84.0","4.6","326","528.84","1.836","30km SSW of Palimbang, Philippines","5.9494","124.1084","Philippines","24","1472012210980","2016-08-24 00:16:50","0","16","8","50","2016"
"nn00557396","106.95","0.3","1","1.4","0.05","59km SSW of Goldfield, Nevada","37.2483","-117.5865","Nevada","24","1472012400372","2016-08-24 00:20:00","0","20","8","0","2016"
"nn00557366","159.08","0.9","12","5.5","0.064","13km NE of East Quincy, California","40.0336","-120.8038","California","24","1472012547531","2016-08-24 00:22:27","0","22","8","27","2016"
"ci37670304","68.0","1.58","38","3.4","0.05793","6km SSE of Bombay Beach, CA","33.2971667","-115.7126667","California","24","1472012763980","2016-08-24 00:26:03","0","26","8","3","2016"
"ci37381893","99.0","1.45","32","2.88","0.06099","6km SSE of Bombay Beach, CA","33.294","-115.7125","California","24","1472012771020","2016-08-24 00:26:11","0","26","8","11","2016"
"nc72684286","90.0","0.57","5","1.66","0.007738","8km NW of The Geysers, California","38.836834","-122.8258362","California","24","1472013594870","2016-08-24 00:39:54","0","39","8","54","2016"
"hv61386141","273.0","0.6","6","30.871","0.07524","10km SW of Volcano, Hawaii","19.3665","-155.314","Hawaii","24","1472013817510","2016-08-24 00:43:37","0","43","8","37","2016"
"ak13876447","0.0","1.7","44","70.0","0.0","17km NNW of Fritz Creek, Alaska","59.89","-151.3821","Alaska","24","1472013912000","2016-08-24 00:45:12","0","45","8","12","2016"
"mb80166584","184.0","0.97","14","6.98","0.245","31km E of Pablo, Montana","47.6518333","-113.7045","Montana","24","1472014400100","2016-08-24 00:53:20","0","53","8","20","2016"
"pr16237001","259.2","2.4","89","15.0","0.14462876","9km SSE of Esperanza, Puerto Rico","18.0209","-65.4233","Puerto Rico","24","1472014743000","2016-08-24 00:59:03","0","59","8","3","2016"
"ci37670328","61.0","0.89","12","3.66","0.1198","9km NE of Lake Arrowhead, CA","34.3091667","-117.1236667","California","24","1472014743290","2016-08-24 00:59:03","0","59","8","3","2016"
"ak13876481","0.0","1.3","26","10.0","0.0","88km WNW of Cantwell, Alaska","63.5985","-150.6739","Alaska","24","1472015348000","2016-08-24 01:09:08","1","9","8","8","2016"
"ci37670336","75.0","0.51","4","10.65","0.04472","10km NNW of Banning, CA","34.0108333","-116.9121667","California","24","1472016430320","2016-08-24 01:27:10","1","27","8","10","2016"
"ci37670352","22.0","1.68","43","9.44","0.04593","10km NNW of Banning, CA","34.0071667","-116.9173333","California","24","1472017679990","2016-08-24 01:47:59","1","47","8","59","2016"
"ak13876541","0.0","1.1","19","5.0","0.0","120km W of Cantwell, Alaska","63.5439","-151.3453","Alaska","24","1472018453000","2016-08-24 02:00:53","2","0","8","53","2016"
"ci37670360","48.0","1.03","16","2.76","0.03335","6km NNW of Little Lake, CA","35.9886667","-117.9241667","California","24","1472019502120","2016-08-24 02:18:22","2","18","8","22","2016"
"nc72684331","114.0","1.06","17","0.34","0.003041","4km NW of The Geysers, California","38.8073349","-122.7914963","California","24","1472019536650","2016-08-24 02:18:56","2","18","8","56","2016"
"ak13876582","0.0","1.4","30","5.0","0.0","108km NW of Talkeetna, Alaska","62.9906","-151.6502","Alaska","24","1472019693000","2016-08-24 02:21:33","2","21","8","33","2016"
"uw61184107","301.0","0.41","3","7.39","0.06402","17km NW of Packwood, Washington","46.6973333","-121.8611667","Washington","24","1472019795630","2016-08-24 02:23:15","2","23","8","15","2016"
"ci37670368","91.0","0.13","0","15.07","0.04454","14km SE of Anza, CA","33.4805","-116.5516667","California","24","1472019902300","2016-08-24 02:25:02","2","25","8","2","2016"
"ak13876586","0.0","0.6","6","10.0","0.0","41km WNW of Ester, Alaska","64.9347","-148.8756","Alaska","24","1472019934000","2016-08-24 02:25:34","2","25","8","34","2016"
"ak13876588","0.0","1.0","15","5.0","0.0","50km WSW of North Nenana, Alaska","64.397","-150.0745","Alaska","24","1472020224000","2016-08-24 02:30:24","2","30","8","24","2016"
"nn00557398","92.59","0.6","6","10.8","0.183","30km SSW of Hawthorne, Nevada","38.2629","-118.7375","Nevada","24","1472021170649","2016-08-24 02:46:10","2","46","8","10","2016"
"ak13876625","0.0","1.3","26","5.0","0.0","114km W of Cantwell, Alaska","63.2949","-151.2227","Alaska","24","1472021172000","2016-08-24 02:46:12","2","46","8","12","2016"
"uu60159297","73.0","0.71","8","6.27","0.1362","16km WNW of Garland, Utah","41.7946667","-112.3526667","Utah","24","1472022295240","2016-08-24 03:04:55","3","4","8","55","2016"
"ak13876665","0.0","0.8","10","15.0","0.0","43km WNW of Ester, Alaska","64.9847","-148.8716","Alaska","24","1472022343000","2016-08-24 03:05:43","3","5","8","43","2016"
"ak13876667","0.0","2.3","81","100.0","0.0","25km WNW of Nikiski, Alaska","60.7665","-151.7303","Alaska","24","1472022661000","2016-08-24 03:11:01","3","11","8","1","2016"
"us10006g9n","100.0","2.9","130","2.53","0.683","20km WSW of Pueblo, Colorado","38.1524","-104.8066","Colorado","24","1472022751650","2016-08-24 03:12:31","3","12","8","31","2016"
"pr16237002","219.6","2.5","96","11.0","0.23985018","28km ESE of Emajagua, Puerto Rico","17.8738","-65.6491","Puerto Rico","24","1472023355500","2016-08-24 03:22:35","3","22","8","35","2016"
"nc72684356","233.0","0.31","1","0.23","0.02701","25km WSW of Coalinga, California","36.0493333","-120.6193333","California","24","1472023563250","2016-08-24 03:26:03","3","26","8","3","2016"
"nn00557401","146.85","0.3","1","10.7","0.082","5km NE of East Quincy, California","39.9684","-120.8466","California","24","1472023570203","2016-08-24 03:26:10","3","26","8","10","2016"
"nc72684361","126.0","1.02","16","5.02","0.0148","5km S of Ridgemark, California","36.7621667","-121.3546667","California","24","1472023670170","2016-08-24 03:27:50","3","27","8","50","2016"
"nn00557371","106.05","0.8","10","3.4","0.066","35km NNW of Nellis Air Force Base, Nevada","36.5309","-115.2316","Nevada","24","1472024449929","2016-08-24 03:40:49","3","40","8","49","2016"
"ak13876715","0.0","1.6","39","50.0","0.0","27km W of Talkeetna, Alaska","62.2909","-150.6412","Alaska","24","1472024569000","2016-08-24 03:42:49","3","42","8","49","2016"
"ak13876729","0.0","1.9","56","92.3","0.0","41km S of Redoubt Volcano, Alaska","60.1176","-152.6894","Alaska","24","1472025092000","2016-08-24 03:51:32","3","51","8","32","2016"
"ci37670392","48.0","0.97","14","1.17","0.09799","26km NE of Thermal, CA","33.77","-115.911","California","24","1472025461200","2016-08-24 03:57:41","3","57","8","41","2016"
"ci37670400","61.0","0.93","13","11.02","0.1033","14km S of Tehachapi, CA","35.0095","-118.4653333","California","24","1472025516530","2016-08-24 03:58:36","3","58","8","36","2016"
"nc72684371","114.0","1.18","21","1.84","0.007757","6km WNW of The Geysers, California","38.8030014","-122.82267","California","24","1472025695060","2016-08-24 04:01:35","4","1","8","35","2016"
"uu60159312","139.0","0.62","6","3.61","0.3013","8km S of Beaver, Utah","38.2005","-112.6348333","Utah","24","1472025982740","2016-08-24 04:06:22","4","6","8","22","2016"
"nc72684376","75.0","1.81","50","3.32","0.0724","12km NNW of Healdsburg, California","38.7179985","-122.9240036","California","24","1472026168780","2016-08-24 04:09:28","4","9","8","28","2016"
"ak13876788","0.0","1.7","44","40.0","0.0","15km ENE of Nikiski, Alaska","60.7462","-151.0229","Alaska","24","1472026518000","2016-08-24 04:15:18","4","15","8","18","2016"
