"County","Population","State","Housing Data.Residing in Group Quarters","Housing Data.Total Housing Units","Vehicle Access.1 Mile","Vehicle Access.1/2 Mile","Vehicle Access.10 Miles","Vehicle Access.20 Miles","Low Access Numbers.Children.1 Mile","Low Access Numbers.Children.1/2 Mile","Low Access Numbers.Children.10 Miles","Low Access Numbers.Children.20 Miles","Low Access Numbers.Low Income People.1 Mile","Low Access Numbers.Low Income People.1/2 Mile","Low Access Numbers.Low Income People.10 Miles","Low Access Numbers.Low Income People.20 Miles","Low Access Numbers.People.1 Mile","Low Access Numbers.People.1/2 Mile","Low Access Numbers.People.10 Miles","Low Access Numbers.People.20 Miles","Low Access Numbers.Seniors.1 Mile","Low Access Numbers.Seniors.1/2 Mile","Low Access Numbers.Seniors.10 Miles","Low Access Numbers.Seniors.20 Miles"
"Guadalupe County","131533","Texas","1888.0","45762","875.0","1123.0","19.0","0.0","25909.0","33175.0","268.0","0.0","26089.0","32054.0","404.0","0.0","92571.0","119015.0","1179.0","0.0","10123.0","13421.0","187.0","0.0"
"Hale County","36273","Texas","2802.0","11846","123.0","446.0","12.0","0.0","3180.0","8046.0","585.0","0.0","5079.0","11622.0","804.0","0.0","12558.0","28244.0","2061.0","0.0","1361.0","3182.0","305.0","0.0"
"Hall County","3353","Texas","44.0","1372","28.0","81.0","15.0","9.0","346.0","657.0","200.0","119.0","755.0","1631.0","436.0","274.0","1333.0","2637.0","820.0","519.0","332.0","625.0","214.0","142.0"
"Hamilton County","8517","Texas","254.0","3442","44.0","107.0","4.0","0.0","949.0","1370.0","236.0","0.0","1637.0","2433.0","325.0","0.0","4945.0","6613.0","1389.0","0.0","1262.0","1588.0","381.0","0.0"
"Hansford County","5613","Texas","60.0","2006","16.0","31.0","7.0","0.0","268.0","873.0","127.0","0.0","481.0","1451.0","204.0","0.0","987.0","2950.0","427.0","0.0","131.0","404.0","46.0","0.0"
"Hardeman County","4139","Texas","21.0","1722","24.0","55.0","15.0","0.0","395.0","752.0","264.0","0.0","586.0","1270.0","323.0","0.0","1727.0","3054.0","1070.0","0.0","338.0","561.0","210.0","0.0"
"Hardin County","54635","Texas","380.0","20462","561.0","752.0","95.0","0.0","9644.0","12332.0","789.0","0.0","10568.0","13520.0","1234.0","0.0","37803.0","47926.0","3037.0","0.0","5115.0","6478.0","456.0","0.0"
"Harris County","4092459","Texas","44524.0","1435155","11094.0","42521.0","0.0","0.0","250060.0","696657.0","0.0","0.0","260673.0","824879.0","0.0","0.0","854873.0","2466743.0","0.0","0.0","64433.0","204085.0","0.0","0.0"
"Harrison County","65631","Texas","1363.0","24523","686.0","1108.0","20.0","0.0","11062.0","14834.0","455.0","0.0","14994.0","21241.0","604.0","0.0","43522.0","58044.0","1770.0","0.0","5765.0","7764.0","247.0","0.0"
"Hartley County","6062","Texas","1406.0","1771","3.0","3.0","2.0","1.0","680.0","964.0","480.0","139.0","1011.0","1351.0","699.0","220.0","3446.0","4457.0","1450.0","468.0","224.0","416.0","123.0","60.0"
"Haskell County","5899","Texas","544.0","2297","64.0","110.0","5.0","0.0","726.0","995.0","53.0","0.0","1447.0","2008.0","132.0","0.0","3319.0","4573.0","296.0","0.0","806.0","1057.0","83.0","0.0"
"Hays County","157107","Texas","7017.0","55245","717.0","1408.0","4.0","0.0","27324.0","35379.0","50.0","0.0","24890.0","39132.0","43.0","0.0","104162.0","138089.0","294.0","0.0","9408.0","11881.0","38.0","0.0"
"Hemphill County","3807","Texas","40.0","1382","5.0","32.0","0.0","0.0","256.0","718.0","79.0","2.0","311.0","876.0","106.0","3.0","1114.0","2597.0","403.0","12.0","194.0","386.0","89.0","2.0"
"Henderson County","78532","Texas","1242.0","31020","1079.0","1370.0","38.0","0.0","14192.0","16714.0","611.0","0.0","25377.0","30178.0","943.0","0.0","63294.0","73421.0","2579.0","0.0","12408.0","14333.0","471.0","0.0"
"Hidalgo County","774769","Texas","6982.0","216471","4514.0","10177.0","19.0","1.0","126461.0","216540.0","736.0","35.0","207985.0","354200.0","1365.0","61.0","340945.0","608569.0","2285.0","122.0","25672.0","52145.0","316.0","22.0"
"Hill County","35089","Texas","829.0","13238","331.0","492.0","3.0","0.0","5488.0","7354.0","178.0","0.0","8045.0","11156.0","186.0","0.0","23855.0","30818.0","804.0","0.0","4464.0","5657.0","139.0","0.0"
"Hockley County","22935","Texas","641.0","8242","148.0","279.0","35.0","0.0","3330.0","4645.0","1002.0","0.0","4812.0","7322.0","1598.0","0.0","12560.0","17685.0","3692.0","0.0","1764.0","2386.0","531.0","0.0"
"Hood County","51182","Texas","701.0","20795","263.0","444.0","10.0","0.0","7954.0","10132.0","320.0","0.0","10279.0","13457.0","406.0","0.0","36537.0","46860.0","1411.0","0.0","7451.0","9695.0","231.0","0.0"
"Hopkins County","35161","Texas","431.0","13308","228.0","331.0","33.0","0.0","6218.0","7584.0","575.0","0.0","8465.0","10808.0","746.0","0.0","24650.0","29883.0","2497.0","0.0","3983.0","4733.0","417.0","0.0"
"Houston County","23732","Texas","2908.0","8656","352.0","562.0","119.0","0.0","3474.0","4347.0","1244.0","0.0","6576.0","8861.0","2250.0","0.0","17524.0","21093.0","7988.0","0.0","3302.0","3970.0","1202.0","0.0"
"Howard County","35012","Texas","6080.0","11333","264.0","508.0","4.0","0.0","4271.0","6534.0","157.0","2.0","7345.0","10612.0","232.0","10.0","21451.0","29604.0","711.0","28.0","2753.0","3798.0","146.0","9.0"
"Hudspeth County","3476","Texas","86.0","1174","45.0","45.0","44.0","15.0","1047.0","1047.0","1044.0","454.0","2031.0","2031.0","2023.0","738.0","3476.0","3476.0","3463.0","1615.0","472.0","472.0","470.0","249.0"
"Hunt County","86129","Texas","1869.0","32076","1089.0","1552.0","13.0","0.0","16669.0","19403.0","343.0","0.0","24129.0","29954.0","488.0","0.0","65520.0","76639.0","1466.0","0.0","9161.0","10629.0","254.0","0.0"
"Hutchinson County","22150","Texas","161.0","8812","106.0","318.0","2.0","0.0","2585.0","4493.0","49.0","0.0","3023.0","6004.0","98.0","0.0","10346.0","17258.0","204.0","0.0","1627.0","2592.0","40.0","0.0"
"Irion County","1599","Texas","0.0","653","6.0","6.0","6.0","2.0","368.0","368.0","368.0","243.0","422.0","422.0","422.0","282.0","1599.0","1599.0","1599.0","1003.0","291.0","291.0","291.0","166.0"
"Jack County","9044","Texas","1140.0","3136","96.0","155.0","49.0","0.0","1341.0","1742.0","771.0","0.0","1955.0","2640.0","1039.0","0.0","6633.0","8114.0","3266.0","0.0","965.0","1183.0","563.0","0.0"
"Jackson County","14075","Texas","217.0","5284","81.0","198.0","0.0","0.0","1725.0","2813.0","712.0","0.0","2071.0","3358.0","810.0","0.0","7350.0","11304.0","2844.0","0.0","1312.0","1951.0","477.0","0.0"
"Jasper County","35710","Texas","941.0","13770","362.0","524.0","62.0","0.0","6666.0","7934.0","543.0","3.0","8866.0","11364.0","756.0","3.0","27838.0","32633.0","2905.0","8.0","4772.0","5524.0","672.0","2.0"
"Jeff Davis County","2342","Texas","88.0","1034","0.0","0.0","0.0","0.0","258.0","352.0","99.0","45.0","398.0","541.0","189.0","73.0","1448.0","1901.0","705.0","272.0","374.0","466.0","190.0","60.0"
"Jefferson County","252273","Texas","15983.0","93441","2059.0","5475.0","33.0","0.0","18447.0","46047.0","749.0","0.0","26464.0","71179.0","677.0","0.0","88101.0","195371.0","3151.0","0.0","10645.0","24673.0","402.0","0.0"
"Jim Hogg County","5300","Texas","16.0","1902","98.0","203.0","8.0","5.0","624.0","1259.0","12.0","6.0","1156.0","2292.0","68.0","39.0","2181.0","4343.0","116.0","64.0","321.0","657.0","16.0","9.0"
"Jim Wells County","40838","Texas","357.0","13961","346.0","665.0","15.0","0.0","6232.0","9571.0","322.0","0.0","9133.0","14236.0","574.0","0.0","21588.0","32918.0","1239.0","0.0","2665.0","4132.0","217.0","0.0"
"Johnson County","150934","Texas","2644.0","52193","713.0","1030.0","14.0","0.0","24953.0","34055.0","127.0","0.0","27753.0","38025.0","227.0","0.0","95284.0","127099.0","601.0","0.0","10964.0","14873.0","89.0","0.0"
"Jones County","20202","Texas","5007.0","6034","307.0","350.0","32.0","0.0","2681.0","3259.0","580.0","0.0","4237.0","5182.0","774.0","0.0","16458.0","18512.0","2500.0","0.0","2127.0","2463.0","384.0","0.0"
"Karnes County","14824","Texas","3336.0","4463","73.0","177.0","6.0","0.0","1542.0","2221.0","348.0","0.0","2928.0","4170.0","430.0","0.0","9395.0","12283.0","1532.0","0.0","1231.0","1704.0","281.0","0.0"
"Kaufman County","103350","Texas","1336.0","34964","794.0","1165.0","4.0","0.0","20289.0","26827.0","212.0","0.0","20165.0","27492.0","198.0","0.0","72579.0","93682.0","905.0","0.0","7762.0","9625.0","134.0","0.0"
"Kendall County","33410","Texas","519.0","12617","216.0","311.0","10.0","0.0","5777.0","7290.0","374.0","0.0","3591.0","5256.0","176.0","0.0","24024.0","29996.0","1947.0","0.0","3909.0","4854.0","340.0","0.0"
"Kenedy County","416","Texas","0.0","147","11.0","11.0","10.0","3.0","102.0","102.0","99.0","23.0","160.0","160.0","156.0","40.0","416.0","416.0","405.0","103.0","59.0","59.0","59.0","8.0"
"Kent County","808","Texas","52.0","350","35.0","35.0","34.0","26.0","185.0","185.0","180.0","149.0","251.0","251.0","244.0","192.0","808.0","808.0","785.0","617.0","208.0","208.0","204.0","167.0"
"Kerr County","49625","Texas","1910.0","20550","406.0","571.0","3.0","0.0","7374.0","9063.0","217.0","5.0","12555.0","15419.0","311.0","14.0","35831.0","44424.0","930.0","41.0","8865.0","10934.0","192.0","5.0"
"Kimble County","4607","Texas","43.0","2016","19.0","50.0","11.0","1.0","319.0","570.0","145.0","3.0","715.0","1264.0","387.0","16.0","2151.0","3203.0","1109.0","40.0","610.0","834.0","330.0","20.0"
"King County","286","Texas","0.0","113","0.0","0.0","0.0","0.0","68.0","68.0","68.0","68.0","64.0","64.0","64.0","61.0","286.0","286.0","286.0","273.0","38.0","38.0","38.0","35.0"
"Kinney County","3598","Texas","332.0","1350","2.0","14.0","0.0","0.0","216.0","344.0","29.0","2.0","922.0","1194.0","86.0","6.0","1674.0","2242.0","155.0","11.0","520.0","655.0","34.0","3.0"
"Kleberg County","32061","Texas","1974.0","11097","477.0","881.0","14.0","0.0","3400.0","6892.0","355.0","0.0","7179.0","13503.0","606.0","0.0","14811.0","27856.0","1586.0","0.0","1593.0","3161.0","303.0","0.0"
"Knox County","3719","Texas","104.0","1506","6.0","19.0","4.0","1.0","277.0","491.0","103.0","11.0","445.0","677.0","221.0","35.0","1187.0","1997.0","470.0","75.0","247.0","401.0","97.0","24.0"
"La Salle County","6886","Texas","1583.0","1931","60.0","75.0","35.0","33.0","971.0","1398.0","297.0","270.0","2144.0","2549.0","795.0","749.0","5079.0","6611.0","2006.0","1853.0","604.0","827.0","157.0","122.0"
"Lamar County","49793","Texas","713.0","19829","582.0","1079.0","100.0","0.0","7197.0","10097.0","2086.0","0.0","11705.0","17245.0","3699.0","0.0","29954.0","41636.0","9012.0","0.0","5096.0","6980.0","1625.0","0.0"
"Lamb County","13977","Texas","184.0","5081","151.0","238.0","93.0","0.0","1695.0","2514.0","862.0","0.0","2834.0","4333.0","1412.0","0.0","6085.0","8856.0","2925.0","0.0","1095.0","1475.0","519.0","0.0"
"Lampasas County","19677","Texas","222.0","7539","190.0","319.0","50.0","0.0","3513.0","4289.0","552.0","14.0","3611.0","4841.0","772.0","20.0","14497.0","17499.0","2391.0","99.0","2240.0","2771.0","536.0","28.0"
"Lavaca County","19263","Texas","409.0","7808","214.0","315.0","33.0","0.0","2742.0","3758.0","491.0","0.0","3607.0","5098.0","593.0","0.0","13073.0","16816.0","2501.0","2.0","2955.0","3667.0","606.0","1.0"
"Lee County","16612","Texas","525.0","6151","92.0","123.0","20.0","0.0","2512.0","3584.0","202.0","0.0","3324.0","4745.0","277.0","0.0","10695.0","13942.0","856.0","0.0","1807.0","2220.0","166.0","0.0"
"Leon County","16801","Texas","104.0","6896","240.0","275.0","68.0","0.0","2752.0","3269.0","716.0","0.0","4644.0","5586.0","1353.0","0.0","13152.0","15054.0","3452.0","0.0","3099.0","3383.0","798.0","0.0"
"Liberty County","75643","Texas","5144.0","25073","1004.0","1360.0","182.0","0.0","14959.0","17879.0","1565.0","0.0","21502.0","26208.0","2612.0","0.0","59626.0","70330.0","6305.0","0.0","6390.0","7750.0","868.0","0.0"
"Limestone County","23384","Texas","1592.0","8499","206.0","361.0","40.0","0.0","3109.0","4553.0","782.0","0.0","5740.0","9242.0","1613.0","0.0","13754.0","19895.0","3561.0","0.0","2510.0","3348.0","731.0","0.0"
"Lipscomb County","3302","Texas","37.0","1263","30.0","30.0","30.0","4.0","911.0","911.0","905.0","143.0","1047.0","1047.0","1042.0","169.0","3302.0","3302.0","3288.0","567.0","484.0","484.0","484.0","105.0"
"Live Oak County","11531","Texas","1164.0","4257","89.0","117.0","9.0","0.0","1338.0","1848.0","197.0","0.0","2913.0","3767.0","412.0","1.0","7785.0","9667.0","1148.0","2.0","1561.0","1872.0","318.0","0.0"
"Llano County","19301","Texas","184.0","9008","140.0","214.0","11.0","0.0","2060.0","2618.0","201.0","0.0","4021.0","5343.0","598.0","0.0","13896.0","17157.0","1919.0","0.0","4459.0","5437.0","710.0","0.0"
"Loving County","82","Texas","0.0","39","0.0","0.0","0.0","0.0","9.0","9.0","9.0","8.0","15.0","15.0","15.0","14.0","82.0","82.0","82.0","73.0","12.0","12.0","12.0","8.0"
"Lubbock County","278831","Texas","11037.0","105781","1799.0","4144.0","3.0","0.0","23695.0","48542.0","136.0","0.0","34108.0","78443.0","119.0","0.0","84576.0","194145.0","494.0","0.0","8270.0","20509.0","45.0","0.0"
"Lynn County","5915","Texas","42.0","2246","48.0","87.0","26.0","0.0","889.0","1144.0","542.0","0.0","1312.0","1868.0","832.0","0.0","3257.0","4230.0","1911.0","0.0","515.0","708.0","318.0","0.0"
"Madison County","13664","Texas","2554.0","4187","55.0","101.0","10.0","0.0","1660.0","2359.0","266.0","0.0","3554.0","4414.0","1553.0","0.0","9333.0","11537.0","3544.0","0.0","1294.0","1565.0","206.0","0.0"
"Marion County","10546","Texas","167.0","4595","183.0","203.0","19.0","0.0","1602.0","1849.0","151.0","0.0","3946.0","4474.0","305.0","0.0","8713.0","9691.0","837.0","0.0","1866.0","2088.0","212.0","0.0"
"Martin County","4799","Texas","48.0","1649","0.0","0.0","0.0","0.0","696.0","1137.0","331.0","77.0","753.0","1299.0","324.0","74.0","2299.0","3772.0","1028.0","235.0","266.0","460.0","137.0","38.0"
"Mason County","4012","Texas","3.0","1754","19.0","45.0","0.0","0.0","547.0","806.0","153.0","0.0","797.0","1409.0","112.0","0.0","2673.0","3716.0","847.0","0.0","651.0","882.0","258.0","0.0"
"Matagorda County","36702","Texas","400.0","13894","449.0","693.0","76.0","0.0","5553.0","7888.0","1238.0","2.0","8597.0","12009.0","2229.0","2.0","21971.0","30259.0","5865.0","6.0","3234.0","4458.0","1072.0","1.0"
"Maverick County","54258","Texas","969.0","15563","151.0","579.0","26.0","1.0","6730.0","14130.0","393.0","5.0","11102.0","22451.0","799.0","19.0","19211.0","41016.0","1303.0","31.0","1420.0","3800.0","188.0","3.0"
"McCulloch County","8283","Texas","109.0","3338","132.0","196.0","23.0","3.0","1112.0","1608.0","240.0","22.0","1970.0","3009.0","446.0","59.0","4674.0","6560.0","1262.0","174.0","947.0","1261.0","326.0","58.0"
"McLennan County","234906","Texas","9085.0","86892","2805.0","4488.0","7.0","0.0","36582.0","51989.0","789.0","0.0","55398.0","84741.0","706.0","0.0","139415.0","203983.0","3265.0","0.0","17515.0","25522.0","460.0","0.0"
"McMullen County","707","Texas","0.0","310","13.0","13.0","12.0","8.0","119.0","119.0","116.0","79.0","186.0","186.0","179.0","120.0","707.0","707.0","682.0","456.0","187.0","187.0","177.0","107.0"
"Medina County","46006","Texas","2309.0","15530","620.0","751.0","55.0","0.0","9110.0","10895.0","689.0","2.0","9694.0","11918.0","526.0","9.0","35849.0","42305.0","3267.0","22.0","4563.0","5516.0","534.0","7.0"
"Menard County","2242","Texas","38.0","994","48.0","59.0","4.0","0.0","189.0","251.0","55.0","2.0","456.0","591.0","135.0","5.0","1171.0","1442.0","452.0","18.0","374.0","426.0","173.0","5.0"
"Midland County","136872","Texas","1678.0","50845","573.0","1218.0","1.0","0.0","15945.0","28983.0","60.0","7.0","11391.0","22846.0","53.0","8.0","55987.0","102807.0","290.0","44.0","5386.0","10621.0","31.0","8.0"
"Milam County","24757","Texas","405.0","9408","227.0","350.0","82.0","0.0","3664.0","5143.0","1037.0","0.0","6158.0","8509.0","1873.0","0.0","14529.0","19936.0","4387.0","0.0","2537.0","3557.0","794.0","0.0"
"Mills County","4936","Texas","151.0","1975","17.0","52.0","8.0","0.0","686.0","936.0","238.0","0.0","1156.0","1548.0","445.0","0.0","2982.0","3890.0","1219.0","0.0","708.0","903.0","316.0","0.0"
"Mitchell County","9403","Texas","2406.0","2809","40.0","73.0","3.0","0.0","912.0","1496.0","52.0","1.0","1062.0","1746.0","64.0","3.0","5922.0","8206.0","237.0","11.0","747.0","1103.0","42.0","1.0"
"Montague County","19719","Texas","266.0","7989","72.0","193.0","16.0","0.0","2743.0","3966.0","372.0","0.0","3854.0","5790.0","561.0","0.0","12387.0","17319.0","1725.0","0.0","2394.0","3348.0","323.0","0.0"
"Montgomery County","455746","Texas","3224.0","162530","2511.0","4151.0","12.0","0.0","74015.0","108482.0","338.0","0.0","71555.0","101455.0","515.0","0.0","265891.0","388611.0","1407.0","0.0","29029.0","39803.0","172.0","0.0"
"Moore County","21904","Texas","154.0","7197","96.0","181.0","60.0","0.0","2214.0","5040.0","989.0","0.0","2723.0","6679.0","1437.0","0.0","6465.0","15622.0","2670.0","0.0","387.0","1329.0","103.0","0.0"
"Morris County","12934","Texas","145.0","5226","156.0","242.0","0.0","0.0","1749.0","2539.0","0.0","0.0","2544.0","3836.0","0.0","0.0","8237.0","11149.0","2.0","0.0","1778.0","2215.0","0.0","0.0"
"Motley County","1210","Texas","0.0","542","28.0","30.0","10.0","2.0","124.0","179.0","53.0","11.0","106.0","241.0","40.0","8.0","589.0","828.0","223.0","47.0","156.0","236.0","56.0","10.0"
"Nacogdoches County","64524","Texas","5144.0","23861","801.0","1254.0","172.0","0.0","11102.0","13495.0","2158.0","0.0","17075.0","23354.0","3216.0","0.0","41557.0","52615.0","8953.0","0.0","5585.0","6680.0","1482.0","0.0"
"Navarro County","47735","Texas","736.0","17380","621.0","1098.0","95.0","0.0","7791.0","11187.0","1183.0","0.0","11690.0","18133.0","1607.0","0.0","30455.0","42261.0","5057.0","0.0","4614.0","6322.0","903.0","0.0"
"Newton County","14445","Texas","724.0","5476","288.0","288.0","119.0","0.0","3346.0","3350.0","1065.0","0.0","6151.0","6158.0","2040.0","0.0","14413.0","14434.0","4689.0","1.0","2337.0","2340.0","929.0","0.0"
"Nolan County","15216","Texas","410.0","5999","115.0","297.0","16.0","7.0","1669.0","2832.0","274.0","101.0","2156.0","4201.0","330.0","108.0","6932.0","11104.0","1133.0","380.0","1268.0","1884.0","228.0","69.0"
"Nueces County","340223","Texas","5792.0","124587","3300.0","7446.0","12.0","0.0","35133.0","68223.0","403.0","0.0","43149.0","95327.0","469.0","0.0","136261.0","262988.0","1489.0","0.0","15353.0","31935.0","155.0","0.0"
"Ochiltree County","10223","Texas","54.0","3617","18.0","47.0","3.0","0.0","531.0","1965.0","118.0","2.0","474.0","2380.0","92.0","1.0","2026.0","6309.0","477.0","6.0","266.0","682.0","80.0","1.0"
"Oldham County","2052","Texas","282.0","691","13.0","13.0","13.0","12.0","698.0","698.0","698.0","643.0","668.0","668.0","668.0","592.0","2052.0","2052.0","2052.0","1831.0","255.0","255.0","255.0","212.0"
"Orange County","81837","Texas","639.0","31031","812.0","1352.0","0.0","0.0","13426.0","17818.0","0.0","0.0","15621.0","21817.0","0.0","0.0","54022.0","71123.0","0.0","0.0","7364.0","9865.0","0.0","0.0"
"Palo Pinto County","28111","Texas","263.0","10871","291.0","507.0","85.0","3.0","4606.0","6392.0","1643.0","44.0","7116.0","9945.0","2448.0","67.0","19785.0","25737.0","7925.0","253.0","3462.0","4198.0","1601.0","49.0"
"Panola County","23796","Texas","358.0","9271","298.0","368.0","18.0","0.0","4475.0","5351.0","984.0","0.0","7253.0","8676.0","1541.0","0.0","18044.0","21667.0","4053.0","0.0","2768.0","3405.0","619.0","0.0"
"Parker County","116927","Texas","3121.0","42069","716.0","933.0","26.0","0.0","24192.0","27934.0","885.0","0.0","21266.0","24849.0","870.0","0.0","93473.0","108205.0","3652.0","0.0","10785.0","13040.0","509.0","0.0"
"Parmer County","10269","Texas","73.0","3413","29.0","113.0","6.0","0.0","1104.0","2245.0","219.0","0.0","1220.0","2932.0","231.0","0.0","3554.0","7261.0","748.0","0.0","420.0","857.0","102.0","0.0"
"Pecos County","15507","Texas","2025.0","4894","101.0","159.0","13.0","11.0","1329.0","2761.0","260.0","156.0","3064.0","4915.0","779.0","260.0","6653.0","11645.0","1790.0","662.0","609.0","1327.0","177.0","107.0"
"Polk County","45413","Texas","4241.0","16503","779.0","894.0","129.0","0.0","8070.0","8938.0","1189.0","0.0","17984.0","19469.0","2285.0","0.0","39735.0","43083.0","4984.0","0.0","7693.0","8261.0","985.0","0.0"
"Potter County","121073","Texas","6919.0","42933","985.0","2270.0","8.0","2.0","12385.0","24256.0","172.0","16.0","20314.0","40104.0","89.0","13.0","48348.0","89566.0","634.0","123.0","4472.0","9517.0","93.0","38.0"
"Presidio County","7818","Texas","0.0","2906","49.0","133.0","16.0","8.0","721.0","1422.0","97.0","57.0","1565.0","3045.0","216.0","101.0","2354.0","4823.0","431.0","229.0","346.0","785.0","93.0","41.0"
"Rains County","10914","Texas","66.0","4377","107.0","121.0","0.0","0.0","1893.0","2123.0","0.0","0.0","2607.0","3019.0","0.0","0.0","8692.0","9819.0","0.0","0.0","1767.0","2021.0","0.0","0.0"
"Randall County","120725","Texas","2000.0","47975","278.0","1029.0","4.0","0.0","9323.0","21444.0","224.0","0.0","6553.0","19162.0","110.0","0.0","34619.0","84087.0","901.0","1.0","3476.0","10128.0","147.0","0.0"
"Reagan County","3367","Texas","27.0","1156","31.0","47.0","19.0","14.0","94.0","275.0","51.0","32.0","90.0","273.0","51.0","36.0","380.0","1005.0","214.0","153.0","46.0","122.0","30.0","20.0"
"Real County","3309","Texas","70.0","1374","41.0","41.0","41.0","41.0","660.0","660.0","660.0","648.0","1605.0","1605.0","1605.0","1556.0","3309.0","3309.0","3309.0","3212.0","853.0","853.0","853.0","825.0"
"Red River County","12860","Texas","189.0","5469","188.0","217.0","118.0","0.0","2031.0","2462.0","1436.0","0.0","3864.0","4909.0","2565.0","0.0","9836.0","11686.0","6613.0","0.0","2176.0","2557.0","1430.0","0.0"
"Reeves County","13783","Texas","3110.0","3839","69.0","163.0","13.0","12.0","1094.0","2454.0","295.0","254.0","2290.0","3446.0","554.0","487.0","6932.0","11466.0","1184.0","991.0","634.0","1359.0","254.0","213.0"
"Refugio County","7383","Texas","129.0","2841","86.0","143.0","22.0","4.0","1123.0","1461.0","298.0","38.0","1825.0","2258.0","649.0","132.0","4864.0","6094.0","1416.0","250.0","951.0","1183.0","284.0","65.0"
"Roberts County","929","Texas","0.0","359","13.0","13.0","12.0","9.0","236.0","236.0","218.0","165.0","218.0","218.0","199.0","159.0","929.0","929.0","849.0","679.0","149.0","149.0","138.0","118.0"
"Robertson County","16622","Texas","193.0","6541","373.0","440.0","154.0","0.0","2413.0","3268.0","670.0","0.0","3780.0","4801.0","1115.0","0.0","10588.0","13458.0","3264.0","0.0","1986.0","2369.0","730.0","0.0"
"Rockwall County","78337","Texas","659.0","26448","194.0","505.0","0.0","0.0","12285.0","19291.0","0.0","0.0","6184.0","10937.0","0.0","0.0","38093.0","62904.0","0.0","0.0","2787.0","5512.0","0.0","0.0"
"Runnels County","10501","Texas","194.0","4165","47.0","137.0","3.0","0.0","1351.0","2296.0","397.0","0.0","2090.0","3756.0","443.0","0.0","5816.0","9130.0","1734.0","0.0","1238.0","1795.0","362.0","0.0"
"Rusk County","53330","Texas","5210.0","18476","660.0","796.0","115.0","0.0","9588.0","10999.0","1125.0","0.0","14295.0","16817.0","2135.0","0.0","41131.0","48026.0","5027.0","0.0","5893.0","6729.0","922.0","0.0"
"Sabine County","10834","Texas","79.0","4738","149.0","191.0","5.0","0.0","1612.0","1950.0","214.0","0.0","3952.0","4678.0","601.0","0.0","8951.0","10220.0","1642.0","0.0","2562.0","2808.0","573.0","0.0"
"San Augustine County","8865","Texas","223.0","3625","159.0","201.0","36.0","0.0","1387.0","1763.0","481.0","0.0","2952.0","3642.0","1065.0","0.0","6997.0","8436.0","2354.0","0.0","1674.0","1969.0","558.0","0.0"
"San Jacinto County","26384","Texas","128.0","10096","214.0","238.0","7.0","0.0","5549.0","5905.0","465.0","0.0","9799.0","10490.0","853.0","0.0","23529.0","24804.0","1995.0","0.0","4154.0","4335.0","321.0","0.0"
"San Patricio County","64804","Texas","680.0","22637","441.0","1170.0","0.0","0.0","7535.0","14337.0","22.0","0.0","10143.0","19781.0","26.0","0.0","27558.0","51153.0","85.0","0.0","3654.0","6652.0","13.0","0.0"
"San Saba County","6131","Texas","684.0","2257","67.0","99.0","35.0","1.0","646.0","890.0","396.0","19.0","1279.0","1835.0","576.0","32.0","3678.0","4646.0","1864.0","106.0","711.0","889.0","433.0","36.0"
"Schleicher County","3461","Texas","0.0","1182","8.0","21.0","0.0","0.0","548.0","822.0","73.0","23.0","446.0","713.0","103.0","28.0","1573.0","2454.0","369.0","101.0","207.0","299.0","87.0","17.0"
"Scurry County","16921","Texas","1724.0","5838","80.0","262.0","3.0","0.0","2326.0","3570.0","176.0","1.0","3849.0","5441.0","235.0","2.0","10147.0","14646.0","883.0","8.0","1347.0","1985.0","206.0","2.0"
"Shackelford County","3378","Texas","36.0","1367","22.0","50.0","4.0","0.0","333.0","559.0","105.0","0.0","567.0","888.0","182.0","0.0","1489.0","2314.0","494.0","0.0","297.0","423.0","118.0","0.0"
"Shelby County","25448","Texas","172.0","9648","344.0","448.0","50.0","0.0","4859.0","5906.0","735.0","0.0","8113.0","10111.0","1137.0","0.0","18907.0","22343.0","3251.0","0.0","3083.0","3534.0","690.0","0.0"
"Sherman County","3034","Texas","31.0","1081","3.0","13.0","2.0","0.0","291.0","590.0","248.0","2.0","355.0","736.0","289.0","2.0","1021.0","1974.0","832.0","6.0","124.0","243.0","103.0","2.0"
"Smith County","209714","Texas","4127.0","79055","1360.0","2518.0","0.0","0.0","30968.0","44365.0","5.0","0.0","42468.0","64756.0","9.0","0.0","119035.0","173184.0","21.0","0.0","16991.0","25054.0","2.0","0.0"
"Somervell County","8490","Texas","287.0","3078","14.0","20.0","0.0","0.0","1585.0","1848.0","0.0","0.0","1916.0","2316.0","0.0","0.0","5985.0","7134.0","0.0","0.0","823.0","1076.0","0.0","0.0"
"Starr County","60968","Texas","810.0","17001","866.0","1159.0","44.0","3.0","13111.0","16873.0","630.0","246.0","24152.0","31699.0","1542.0","517.0","37406.0","49050.0","2428.0","1046.0","3412.0","4742.0","396.0","209.0"
"Stephens County","9630","Texas","591.0","3665","139.0","186.0","14.0","0.0","1039.0","1669.0","112.0","0.0","2183.0","3360.0","210.0","0.0","5137.0","7366.0","608.0","0.0","1047.0","1409.0","154.0","0.0"
"Sterling County","1143","Texas","35.0","440","3.0","3.0","3.0","3.0","279.0","279.0","279.0","279.0","410.0","410.0","410.0","410.0","1143.0","1143.0","1143.0","1143.0","187.0","187.0","187.0","187.0"
