Location Code,Region Code,Bldg Address1,Bldg Address2,Bldg City,Bldg County,Bldg State,Bldg Zip,Congressional District,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag 
AZ7854,9,3439 E University Dr, ,PHOENIX,MARICOPA COUNTY,AZ,850347214,7,ACTIVE,BUILDING,73697,359,LEASED,15.Feb.07,Field Not In Use,Not Evaluated,Yes
AZ7861,9,275 N COMMERCE PARK LOOP, ,TUCSON,PIMA COUNTY,AZ,857452796,3,ACTIVE,BUILDING,75586,251,LEASED,1.Mar.12,Field Not In Use,Not Evaluated,Yes
AZ7875,9,2211 Oakmont Dr, ,SIERRA VISTA,COCHISE COUNTY,AZ,856352499,2,ACTIVE,BUILDING,10025,15,LEASED,5.Nov.08,Field Not In Use,Not Evaluated,Yes
AZ7887,9,7350 W Camino San Xavier, ,GLENDALE,MARICOPA COUNTY,AZ,85308,8,ACTIVE,BUILDING,18218,7,LEASED,31.Dec.08,Field Not In Use,Not Evaluated,Yes
AZ7892,9,88 W 38th St, ,SOUTH TUCSON,PIMA COUNTY,AZ,857134884,3,ACTIVE,BUILDING,12783,3,LEASED,21.Oct.08,Field Not In Use,Not Evaluated,Yes
AZ7902,9,21711 N 7th St, ,PHOENIX,MARICOPA COUNTY,AZ,85024,6,ACTIVE,BUILDING,191095,405,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
AZ7926,9,7431 E 30TH ST, ,YUMA,YUMA COUNTY,AZ,853656530,4,ACTIVE,BUILDING,23710,57,LEASED,15.Sep.10,Field Not In Use,Not Evaluated,Yes
AZ7927,9,7102 E 30TH ST, ,YUMA,YUMA COUNTY,AZ,853656547,4,ACTIVE,BUILDING,11126,53,LEASED,15.Sep.10,Field Not In Use,Not Evaluated,Yes
AZ7942,9,1824 S THOMPSON ST, ,FLAGSTAFF,COCONINO COUNTY,AZ,860012529,1,ACTIVE,BUILDING,20330,72,LEASED,1.Apr.04,Field Not In Use,Not Evaluated,Yes
AZ7956,9,1585 S Plaza Way,1611 & 1615 S. PLAZA WAY,FLAGSTAFF,COCONINO COUNTY,AZ,860017156,1,ACTIVE,BUILDING,15031,33,LEASED,1.Apr.97,Field Not In Use,Not Evaluated,Yes
AZ7962,9,410 N 44th St, ,PHOENIX,MARICOPA COUNTY,AZ,850087605,7,ACTIVE,BUILDING,22519,56,LEASED,1.Mar.88,Field Not In Use,Not Evaluated,Yes
AZ7964,9,250 N 7th Ave, ,PHOENIX,MARICOPA COUNTY,AZ,850072304,7,ACTIVE,BUILDING,44563,133,LEASED,28.Jul.07,Field Not In Use,Not Evaluated,Yes
AZ7974,9,6335 S Downwind, ,MESA,MARICOPA COUNTY,AZ,852126433,5,ACTIVE,BUILDING,32297,65,LEASED,1.Apr.05,Field Not In Use,Not Evaluated,Yes
AZ7976,9,1360 W Irvington Rd, ,TUCSON,PIMA COUNTY,AZ,857464110,3,ACTIVE,BUILDING,4500,20,LEASED,24.Jul.92,Field Not In Use,Not Evaluated,Yes
AZ7977,9,2715 S WOODLANDS VILLAGE BLVD, ,FLAGSTAFF,COCONINO COUNTY,AZ,860012804,1,ACTIVE,BUILDING,6801,3,LEASED,1.Jan.00,Field Not In Use,Not Evaluated,Yes
AZ7980,9,3401 E Airport Loop, ,SHOW LOW,NAVAJO COUNTY,AZ,85901,1,ACTIVE,BUILDING,1050,4,LEASED,1.Jun.81,Field Not In Use,Not Evaluated,Yes
AZ8005,9,6431 S COUNTRY CLUB RD, ,TUCSON,PIMA COUNTY,AZ,857065907,3,ACTIVE,BUILDING,24792,14,LEASED,1.Jan.98,Field Not In Use,Not Evaluated,Yes
AZ8031,9,4370 S FREMONT AVE, ,TUCSON,PIMA COUNTY,AZ,857141629,3,ACTIVE,BUILDING,14556,91,LEASED,1.Jan.80,Field Not In Use,Not Evaluated,Yes
AZ8036,9,Main St,SECTION 29,TUBA CITY,COCONINO COUNTY,AZ,86045,1,ACTIVE,BUILDING,2780,1,LEASED,1.Jan.01,Field Not In Use,Not Evaluated,Yes
AZ8045,9,1605 W American Ave,1605-1635 W. AMERICAN AVENUE,ORACLE,PINAL COUNTY,AZ,85623,1,ACTIVE,BUILDING,3973,0,LEASED,1.Jan.98,Field Not In Use,Not Evaluated,Yes
AZ8063,9,345 S River Run Rd, ,FLAGSTAFF,COCONINO COUNTY,AZ,860015934,1,ACTIVE,BUILDING,2636,4,LEASED,5.May.05,Field Not In Use,Not Evaluated,Yes
AZ8092,9,7373 E ROSEWOOD ST, ,TUCSON,PIMA COUNTY,AZ,857101427,2,ACTIVE,BUILDING,26268,105,LEASED,1.Jun.95,Field Not In Use,Not Evaluated,Yes
AZ8101,9,1405 E ASH ST, ,GLOBE,GILA COUNTY,AZ,855011413,1,ACTIVE,BUILDING,3442,19,LEASED,1.Dec.10,Field Not In Use,Not Evaluated,Yes
AZ8147,9,18444 N 25th Ave, ,PHOENIX,MARICOPA COUNTY,AZ,850231261,6,ACTIVE,BUILDING,15322,2,LEASED,1.Jan.81,Field Not In Use,Not Evaluated,Yes
AZ8164,9,S Avenue E,1120 S. Co. Ave. E,SAN LUIS,YUMA COUNTY,AZ,85349,3,ACTIVE,BUILDING,3464,4,LEASED,1.Sep.09,Field Not In Use,Not Evaluated,Will Conform
AZ8169,9,2270 S Ridgeview Dr, ,YUMA,YUMA COUNTY,AZ,853648875,3,ACTIVE,BUILDING,5878,12,LEASED,1.Jan.06,Field Not In Use,Not Evaluated,Yes
AZ8185,9,3201 E Universal Way, ,TUCSON,PIMA COUNTY,AZ,857565021,3,ACTIVE,BUILDING,13891,96,LEASED,0,Field Not In Use,Not Evaluated,Yes
AZ8201,9,2255 W Ina Rd, ,TUCSON,PIMA COUNTY,AZ,857412650,2,ACTIVE,BUILDING,14475,39,LEASED,1.Jan.10,Field Not In Use,Not Evaluated,Yes
AZ8217,9,6970 S PALO VERDE RD, ,TUCSON,PIMA COUNTY,AZ,857565002,3,ACTIVE,BUILDING,58397,154,LEASED,0,Field Not In Use,Not Evaluated,Yes
AZ8231,9,5365 N 99TH AVE, ,GLENDALE,MARICOPA COUNTY,AZ,853052203,8,ACTIVE,BUILDING,16632,40,LEASED,1.Jan.06,Field Not In Use,Not Evaluated,Yes
AZ8232,9,7101 E 29TH ST, ,YUMA,YUMA COUNTY,AZ,853656552,4,ACTIVE,BUILDING,14218,52,LEASED,1.Jan.08,Field Not In Use,Not Evaluated,Yes
AZ8246,9,431 N 2nd Ave, ,AJO,PIMA COUNTY,AZ,853212368,3,ACTIVE,LAND,0,0,LEASED,1.Jan.10,Field Not In Use,Not Evaluated,Yes
AZ8259,9,2800 N CENTRAL AVE, ,PHOENIX,MARICOPA COUNTY,AZ,850041007,7,ACTIVE,BUILDING,29427,12,LEASED,0,Field Not In Use,Not Evaluated,No
AZ8269,9,7016 E 30th St, ,YUMA,YUMA COUNTY,AZ,853656552,4,ACTIVE,BUILDING,8747,12,LEASED,1.Oct.07,Field Not In Use,Not Evaluated,Yes
AZ8302,9,2121 W CHANDLER BLVD, ,CHANDLER,MARICOPA COUNTY,AZ,852246154,9,ACTIVE,BUILDING,3969,14,LEASED,1.Jan.00,Field Not In Use,Not Evaluated,Yes
AZ8308,9,333 E WETMORE RD, ,TUCSON,PIMA COUNTY,AZ,857051720,2,ACTIVE,BUILDING,7456,12,LEASED,0,Field Not In Use,Not Evaluated,Yes
AZ8316,9,4475 S COACH DR, ,TUCSON,PIMA COUNTY,AZ,857143419,3,ACTIVE,BUILDING,16317,4,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
AZ8319,9,41 Paseo de Yucatan, ,RIO RICO,SANTA CRUZ COUNTY,AZ,856482806,3,ACTIVE,BUILDING,23393,52,LEASED,0,Field Not In Use,Not Evaluated,Yes
AZ8320,9,57 Paseo de Yucatan, ,RIO RICO,SANTA CRUZ COUNTY,AZ,856482806,3,ACTIVE,BUILDING,4820,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
AZ8325,9,2995 S PACIFIC AVE, ,YUMA,YUMA COUNTY,AZ,853653510,4,ACTIVE,BUILDING,2289,9,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
AZ8333,9,1220 S ALMA SCHOOL RD, ,MESA,MARICOPA COUNTY,AZ,852102066,9,ACTIVE,BUILDING,1750,7,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
AZ8336,9,738 N 5TH AVE, ,TUCSON,PIMA COUNTY,AZ,857058402,3,ACTIVE,BUILDING,670,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
AZ8341,9,5710 W CHANDLER BLVD, ,CHANDLER,MARICOPA COUNTY,AZ,852263602,9,ACTIVE,BUILDING,36143,194,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
AZ8357,9,3640 E WIER AVE, ,PHOENIX,MARICOPA COUNTY,AZ,850402932,7,ACTIVE,BUILDING,10503,35,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
AZ8376,9,1338 W FOREST MEADOWS ST, ,FLAGSTAFF,COCONINO COUNTY,AZ,860017218,1,ACTIVE,BUILDING,740,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
AZ8389,9,6755 E HIGHWAY 90, ,SIERRA VISTA,COCHISE COUNTY,AZ,856359195,2,ACTIVE,BUILDING,8411,18,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
AZ8398,9,2197 S 4th Ave, ,YUMA,YUMA COUNTY,AZ,853646473,3,ACTIVE,BUILDING,4541,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
AZ8399,9,325 W 19TH ST, ,YUMA,YUMA COUNTY,AZ,853645664,3,ACTIVE,BUILDING,8429,2,LEASED,1.Feb.13,Field Not In Use,Not Evaluated,Will Conform
AZ8410,9,4400 E BROADWAY BLVD, ,TUCSON,PIMA COUNTY,AZ,857113508,2,ACTIVE,BUILDING,2533,10,LEASED,0,Field Not In Use,Not Evaluated,Yes
AZ8415,9,1608 Stockton Hill Rd, ,KINGMAN,MOHAVE COUNTY,AZ,86401,4,ACTIVE,BUILDING,2638,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
AZ8429,9,1637 E Monument Plaza Cir, ,CASA GRANDE,PINAL COUNTY,AZ,851225639,1,ACTIVE,BUILDING,5330,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
AZ8431,9,6692 S MEMORIAL PL, ,TUCSON,PIMA COUNTY,AZ,857569123,2,ACTIVE,BUILDING,40500,140,LEASED,0,Field Not In Use,Not Evaluated,Yes
AZ8437,9,1785 Kiowa Ave, ,LAKE HAVASU CITY,MOHAVE COUNTY,AZ,864033135,4,ACTIVE,BUILDING,12580,71,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
AZ8440,9,7341 E 30th St, ,YUMA,YUMA COUNTY,AZ,853656564,4,ACTIVE,BUILDING,15000,43,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
CA0041,9,312 N SPRING ST, ,LOS ANGELES,LOS ANGELES COUNTY,CA,900124701,34,ACTIVE,BUILDING,527134,108,OWNED,1.Jan.40,Field Not In Use,National Historic Landmark,Will Conform
CA0083,9,801 I ST, ,SACRAMENTO,SACRAMENTO COUNTY,CA,958142510,6,ACTIVE,BUILDING,111651,25,OWNED,1.Jan.33,Field Not In Use,National Register Listed,Will Conform
CA0088,9,325 W F ST, ,SAN DIEGO,SAN DIEGO COUNTY,CA,921016017,52,ACTIVE,BUILDING,42825,63,OWNED,1.Jan.13,Field Not In Use,National Register Listed,Will Conform
CA0091,9,630 SANSOME ST, ,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,941112206,12,ACTIVE,BUILDING,326736,10,OWNED,1.Jan.44,Field Not In Use,National Register Listed,Will Conform
CA0092,9,555 BATTERY ST, ,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,941112312,12,ACTIVE,BUILDING,94720,11,OWNED,1.Jan.11,Field Not In Use,National Register Listed,Will Conform
CA0093,9,50 UNITED NATIONS PLZ, ,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,941024912,12,ACTIVE,BUILDING,180813,2,OWNED,1.Jan.33,Field Not In Use,National Historic Landmark,Will Conform
CA0096,9,95 7th St, ,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,941031518,12,ACTIVE,BUILDING,215947,38,OWNED,29.Aug.05,Field Not In Use,National Historic Landmark,Will Conform
CA0149,9,1340 W 6TH ST, ,LOS ANGELES,LOS ANGELES COUNTY,CA,900171204,34,ACTIVE,BUILDING,41897,68,OWNED,1.Jan.55,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0150,9,300 N LOS ANGELES ST, ,LOS ANGELES,LOS ANGELES COUNTY,CA,900123308,34,ACTIVE,BUILDING,772433,202,OWNED,1.Jan.65,Field Not In Use,National Register Eligible,Will Conform
CA0152,9,650 CAPITOL MALL, ,SACRAMENTO,SACRAMENTO COUNTY,CA,958144708,6,ACTIVE,BUILDING,236541,200,OWNED,1.Jan.61,Field Not In Use,National Register Eligible,Yes
CA0154,9,450 GOLDEN GATE AVE, ,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,941023661,12,ACTIVE,BUILDING,998369,236,OWNED,1.Jan.64,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0167,9,880 FRONT ST, ,SAN DIEGO,SAN DIEGO COUNTY,CA,921018897,52,ACTIVE,BUILDING,473985,612,OWNED,1.Jan.76,Field Not In Use,Not Evaluated,Will Conform
CA0168,9,11000 WILSHIRE BLVD, ,LOS ANGELES,LOS ANGELES COUNTY,CA,900243602,33,ACTIVE,BUILDING,411651,1500,OWNED,1.Jan.69,Field Not In Use,National Register Listed,Will Conform
CA0180,9,200 E Murphy St, ,BLYTHE,RIVERSIDE COUNTY,CA,922259991,36,ACTIVE,BUILDING,980,2,LEASED,1.Jan.65,Field Not In Use,Not Evaluated,Will Conform
CA0185,9,104 N MENTOR AVE, ,PASADENA,LOS ANGELES COUNTY,CA,911061711,27,ACTIVE,BUILDING,12138,70,OWNED,1.Jan.75,Field Not In Use,Not Evaluated,Will Conform
CA0194,9,6303 RUGBY AVE, ,HUNTINGTON PARK,LOS ANGELES COUNTY,CA,902554002,40,ACTIVE,BUILDING,21631,52,OWNED,1.Jan.69,Field Not In Use,Not Evaluated,Will Conform
CA0198,9,6230 VAN NUYS BLVD, ,VAN NUYS,LOS ANGELES COUNTY,CA,914012713,29,ACTIVE,BUILDING,93152,330,OWNED,1.Jan.74,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0199,9,2800 COTTAGE WAY, ,SACRAMENTO,SACRAMENTO COUNTY,CA,958251846,7,ACTIVE,BUILDING,243253,965,OWNED,1.Jan.67,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0200,9,34 Civic Center Plz, ,SANTA ANA,ORANGE COUNTY,CA,927014025,46,ACTIVE,BUILDING,164870,287,OWNED,1.Jun.75,Field Not In Use,Not Evaluated,Yes
CA0213,9,1221 NEVIN AVE, ,RICHMOND,CONTRA COSTA COUNTY,CA,948013123,11,ACTIVE,BUILDING,388140,563,OWNED,1.Jan.75,Field Not In Use,Not Evaluated,Will Conform
CA0221,9,777 SONOMA AVE, ,SANTA ROSA,SONOMA COUNTY,CA,954044731,5,ACTIVE,BUILDING,49146,134,OWNED,1.Jan.75,Field Not In Use,Not Evaluated,Will Conform
CA0235,9,1000 COMMODORE DR, ,SAN BRUNO,SAN MATEO COUNTY,CA,940662350,14,ACTIVE,BUILDING,207894,88,OWNED,1.Jan.72,Field Not In Use,Not Evaluated,Will Conform
CA0239,9,2800 COTTAGE WAY, ,SACRAMENTO,SACRAMENTO COUNTY,CA,958251846,7,ACTIVE,BUILDING,4680,11,OWNED,1.Jan.68,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0260,9,280 S 1ST ST, ,SAN JOSE,SANTA CLARA COUNTY,CA,951133002,19,ACTIVE,BUILDING,182145,97,OWNED,1.Jan.82,Field Not In Use,Not Evaluated,Will Conform
CA0267,9,2500 Paseo Internacional, ,SAN DIEGO,SAN DIEGO COUNTY,CA,921547239,51,ACTIVE,BUILDING,34417,259,OWNED,1.Jan.84,Field Not In Use,Not Evaluated,Will Conform
CA0268,9,9777 Via de la Amistad, ,SAN DIEGO,SAN DIEGO COUNTY,CA,921547210,51,ACTIVE,BUILDING,51373,0,OWNED,1.Jan.84,Field Not In Use,Not Evaluated,Will Conform
CA0269,9,9777 Via de la Amistad, ,SAN DIEGO,SAN DIEGO COUNTY,CA,921547210,51,ACTIVE,BUILDING,64702,74,OWNED,1.Jan.84,Field Not In Use,Not Evaluated,Will Conform
CA0272,9,1260 S SEPULVEDA BLVD, ,LOS ANGELES,LOS ANGELES COUNTY,CA,900253456,33,ACTIVE,STRUCTURE,50109,587,OWNED,1.Jan.82,Field Not In Use,Not Evaluated,Will Conform
CA0273,9,501 W OCEAN BLVD, ,LONG BEACH,LOS ANGELES COUNTY,CA,908024213,47,ACTIVE,BUILDING,170689,65,OWNED,1.Jan.89,Field Not In Use,Not Evaluated,Will Conform
CA0275,9,9777 Via de la Amistad, ,SAN DIEGO,SAN DIEGO COUNTY,CA,921547210,51,ACTIVE,BUILDING,2668,0,OWNED,1.Jan.87,Field Not In Use,Not Evaluated,Will Conform
CA0281,9,1301 CLAY ST, ,OAKLAND,ALAMEDA COUNTY,CA,946125217,13,ACTIVE,BUILDING,679108,146,OWNED,1.Jan.93,Field Not In Use,Not Evaluated,Will Conform
CA0283,9,255 E TEMPLE ST, ,LOS ANGELES,LOS ANGELES COUNTY,CA,900123332,34,ACTIVE,BUILDING,537216,1201,OWNED,1.Jan.93,Field Not In Use,Not Evaluated,Will Conform
CA0288,9,9777 VIA DE LA AMISTAD, ,SAN DIEGO,SAN DIEGO COUNTY,CA,921547209,51,ACTIVE,BUILDING,5464,0,OWNED,8.Nov.12,Field Not In Use,Not Evaluated,Will Conform
CA0289,9,9777 Via de la Amistad, ,SAN DIEGO,SAN DIEGO COUNTY,CA,921547210,51,ACTIVE,BUILDING,141673,80,OWNED,27.May.94,Field Not In Use,Not Evaluated,Will Conform
CA0292,9,660 W Field Rd,SFO AIRPORT,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,941283161,14,ACTIVE,BUILDING,10422,4,LEASED,1.Jan.67,Field Not In Use,Not Evaluated,Yes
CA0295,9,411 W 4TH ST, ,SANTA ANA,ORANGE COUNTY,CA,927014500,46,ACTIVE,BUILDING,355167,213,OWNED,1.Jan.99,Field Not In Use,Not Evaluated,Will Conform
CA0297,9,2800 COTTAGE WAY, ,SACRAMENTO,SACRAMENTO COUNTY,CA,958251846,7,ACTIVE,BUILDING,9234,0,OWNED,1.Jan.95,Field Not In Use,Not Evaluated,Will Conform
CA0299,9,9777 VIA DE LA AMISTAD, ,SAN DIEGO,SAN DIEGO COUNTY,CA,921547209,51,ACTIVE,BUILDING,2088,0,OWNED,1.Jan.94,Field Not In Use,Not Evaluated,Will Conform
CA0300,9,9777 VIA DE LA AMISTAD, ,SAN DIEGO,SAN DIEGO COUNTY,CA,921547209,51,ACTIVE,STRUCTURE,3769,0,OWNED,1.Jan.94,Field Not In Use,Not Evaluated,Will Conform
CA0301,9,9777 Via de la Amistad, ,SAN DIEGO,SAN DIEGO COUNTY,CA,921547210,51,ACTIVE,BUILDING,9167,0,OWNED,1.Jan.94,Field Not In Use,Not Evaluated,Will Conform
CA0305,9,90 7TH ST, ,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,941031516,12,ACTIVE,BUILDING,397994,48,OWNED,28.Feb.07,Field Not In Use,Not Evaluated,Will Conform
CA0306,9,501 I ST, ,SACRAMENTO,SACRAMENTO COUNTY,CA,958147300,6,ACTIVE,BUILDING,405537,324,OWNED,1.Jan.99,Field Not In Use,Not Evaluated,Yes
CA0309,9,2500 TULARE ST, ,FRESNO,FRESNO COUNTY,CA,937211321,16,ACTIVE,BUILDING,271892,122,OWNED,3.Oct.05,Field Not In Use,Not Evaluated,Will Conform
CA0315,9,9048 SIEMPRE VIVA RD, ,SAN DIEGO,SAN DIEGO COUNTY,CA,921547603,51,ACTIVE,BUILDING,0,0,OWNED,1.Aug.98,Field Not In Use,Not Evaluated,Will Conform
CA0316,9,333 W BROADWAY, ,SAN DIEGO,SAN DIEGO COUNTY,CA,921013823,52,ACTIVE,BUILDING,296765,99,OWNED,1.Nov.12,Field Not In Use,Not Evaluated,Yes
CA0323,9,350 W 1st St, ,LOS ANGELES,LOS ANGELES COUNTY,CA,90012,34,ACTIVE,BUILDING,382599,112,OWNED,26.Aug.16,Field Not In Use,Not Evaluated,Will Conform
CA0335,9,795 E SAN YSIDRO BLVD, ,SAN YSIDRO,SAN DIEGO COUNTY,CA,921733115,51,ACTIVE,BUILDING,43085,0,OWNED,21.Oct.14,Field Not In Use,Not Evaluated,Will Conform
CA0337,9,795 E SAN YSIDRO BLVD, ,SAN YSIDRO,SAN DIEGO COUNTY,CA,921733115,51,ACTIVE,BUILDING,119837,0,OWNED,30.Jun.14,Field Not In Use,Not Evaluated,Will Conform
CA0340,9,795 E San Ysidro Blvd, ,SAN YSIDRO,SAN DIEGO COUNTY,CA,921733114,51,ACTIVE,BUILDING,5554,0,OWNED,7.Aug.14,Field Not In Use,Not Evaluated,Yes
CA0341,9,495 Virginia Ave, ,SAN YSIDRO,SAN DIEGO COUNTY,CA,92173,51,ACTIVE,BUILDING,19791,0,OWNED,15.Jul.16,Field Not In Use,Not Evaluated,Yes
CA0342,9,5715 Camiones Way, ,SAN YSIDRO,SAN DIEGO COUNTY,CA,921733127,51,ACTIVE,BUILDING,2550,0,OWNED,13.May.19,Field Not In Use,Not Evaluated,Yes
CA0343,9,5715 Camiones Way, ,SAN YSIDRO,SAN DIEGO COUNTY,CA,921733127,51,ACTIVE,BUILDING,18169,0,OWNED,10.Jun.19,Field Not In Use,Not Evaluated,Yes
CA0344,9,5765 Camiones Way, ,SAN YSIDRO,SAN DIEGO COUNTY,CA,92173,51,ACTIVE,STRUCTURE,2064,552,OWNED,28.Jun.19,Field Not In Use,Not Evaluated,Yes
CA0345,9,720 E San Ysidro Blvd, ,SAN YSIDRO,SAN DIEGO COUNTY,CA,921733101,51,ACTIVE,BUILDING,83499,0,OWNED,31.Jul.18,Field Not In Use,Not Evaluated,Yes
CA0363,9,510 19th St, ,BAKERSFIELD,KERN COUNTY,CA,933014940,23,ACTIVE,BUILDING,26044,23,OWNED,1.Jul.12,Field Not In Use,Not Evaluated,Yes
CA0364,9,1699 CARR RD, ,CALEXICO,IMPERIAL COUNTY,CA,922319703,51,ACTIVE,BUILDING,656,0,OWNED,23.Jun.09,Field Not In Use,Not Evaluated,Will Conform
CA0501,9,23 Heffernan Ave, ,CALEXICO,IMPERIAL COUNTY,CA,922319998,51,ACTIVE,BUILDING,0,54,OWNED,1.Jan.33,Field Not In Use,National Register Listed,Will Conform
CA0505,9,200 E 1ST ST, ,CALEXICO,IMPERIAL COUNTY,CA,922312798,51,ACTIVE,BUILDING,65074,36,OWNED,1.Jan.74,Field Not In Use,Not Evaluated,Will Conform
CA0507,9,1699 CARR RD, ,CALEXICO,IMPERIAL COUNTY,CA,922319703,51,ACTIVE,BUILDING,43019,92,OWNED,1.Jan.96,Field Not In Use,Not Evaluated,Yes
CA0508,9,1699 CARR RD, ,CALEXICO,IMPERIAL COUNTY,CA,922319703,51,ACTIVE,BUILDING,54933,80,OWNED,1.Jan.96,Field Not In Use,Not Evaluated,Yes
CA0509,9,1699 E. CARR RD., ,CALEXICO,IMPERIAL COUNTY,CA,922319703,51,ACTIVE,BUILDING,79080,73,OWNED,1.Jan.96,Field Not In Use,Not Evaluated,Yes
CA0510,9,1699 E. CARR RD., ,CALEXICO,IMPERIAL COUNTY,CA,922319703,51,ACTIVE,BUILDING,4095,0,OWNED,1.Jan.96,Field Not In Use,Not Evaluated,Yes
CA0511,9,1699 E. CARR RD., ,CALEXICO,IMPERIAL COUNTY,CA,922319703,51,ACTIVE,BUILDING,13153,0,OWNED,1.Jan.96,Field Not In Use,Not Evaluated,Yes
CA0513,9,1699 E. CARR RD., ,CALEXICO,IMPERIAL COUNTY,CA,922319703,51,ACTIVE,BUILDING,0,0,OWNED,1.Jan.96,Field Not In Use,Not Evaluated,Yes
CA0514,9,1699 E. CARR RD., ,CALEXICO,IMPERIAL COUNTY,CA,922319703,51,ACTIVE,BUILDING,0,0,OWNED,1.Jan.96,Field Not In Use,Not Evaluated,Yes
CA0515,9,2800 COTTAGE WAY, ,SACRAMENTO,SACRAMENTO COUNTY,CA,958251846,7,ACTIVE,BUILDING,3290,35,OWNED,1.Jan.99,Field Not In Use,Not Evaluated,Yes
CA0516,9,1699 Carr Rd, ,CALEXICO,IMPERIAL COUNTY,CA,92231,51,ACTIVE,BUILDING,0,0,OWNED,1.Jan.93,Field Not In Use,Not Evaluated,Will Conform
CA0518,9,200 E 1st St, ,CALEXICO,IMPERIAL COUNTY,CA,922312798,51,ACTIVE,BUILDING,11631,0,OWNED,10.Sep.18,Field Not In Use,Not Evaluated,Yes
CA0519,9,200 E 1st St, ,CALEXICO,IMPERIAL COUNTY,CA,922312798,51,ACTIVE,BUILDING,62914,0,OWNED,10.Sep.18,Field Not In Use,Not Evaluated,Yes
CA0521,9,24000 AVILA RD, ,LAGUNA NIGUEL,ORANGE COUNTY,CA,926773400,48,ACTIVE,BUILDING,801962,6198,OWNED,1.Jan.71,Field Not In Use,National Register Eligible,Will Conform
CA0522,9,24000 AVILA RD, ,LAGUNA NIGUEL,ORANGE COUNTY,CA,926773400,48,ACTIVE,BUILDING,0,0,OWNED,1.Jan.71,Field Not In Use,National Register Eligible,Will Conform
CA0523,9,24000 AVILA RD, ,LAGUNA NIGUEL,ORANGE COUNTY,CA,926773400,48,ACTIVE,BUILDING,0,0,OWNED,1.Jan.71,Field Not In Use,National Register Eligible,Will Conform
CA0524,9,24000 Avila Rd, ,LAGUNA NIGUEL,ORANGE COUNTY,CA,926773405,48,ACTIVE,BUILDING,0,0,OWNED,1.Jan.71,Field Not In Use,National Register Eligible,Will Conform
CA0525,9,24000 Avila Rd, ,LAGUNA NIGUEL,ORANGE COUNTY,CA,926773405,48,ACTIVE,BUILDING,0,0,OWNED,1.Jan.71,Field Not In Use,National Register Eligible,Will Conform
CA0526,9,24000 Avila Rd, ,LAGUNA NIGUEL,ORANGE COUNTY,CA,926773405,48,ACTIVE,BUILDING,0,0,OWNED,1.Jan.71,Field Not In Use,National Register Eligible,Will Conform
CA0527,9,24000 AVILA RD, ,LAGUNA NIGUEL,ORANGE COUNTY,CA,926773400,48,ACTIVE,BUILDING,0,0,OWNED,1.Jan.71,Field Not In Use,National Register Eligible,Will Conform
CA0540,9,1699 E. CARR RD., ,CALEXICO,IMPERIAL COUNTY,CA,922319703,51,ACTIVE,BUILDING,5531,0,OWNED,7.Nov.13,Field Not In Use,Not Evaluated,Will Conform
CA0581,9,801 E San Ysidro Blvd, ,SAN YSIDRO,SAN DIEGO COUNTY,CA,92173,51,ACTIVE,BUILDING,14835,17,OWNED,1.Jan.32,Field Not In Use,National Register Listed,Will Conform
CA0621,9,235 ANDRADE RD, ,WINTERHAVEN,IMPERIAL COUNTY,CA,922839775,51,ACTIVE,BUILDING,5862,6,OWNED,1.Jan.58,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0622,9,235 Andrade Rd, ,WINTERHAVEN,IMPERIAL COUNTY,CA,922839803,51,ACTIVE,BUILDING,3216,0,OWNED,1.Jan.58,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0623,9,235 Andrade Rd, ,WINTERHAVEN,IMPERIAL COUNTY,CA,922839803,51,ACTIVE,BUILDING,1302,0,OWNED,1.Jan.58,Field Not In Use,Evaluated - Not Historic,Will Conform
